Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Y_Trimmed_Candidates,Matched_Y_Trimmed,Match_Found
97546171,448.4,C21H20O11,C1=CC(=C(C=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@@H]([C@H]([C@H](O4)CO)O)O)O)O)O,"3-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO,True
97301495,610.5,C27H30O16,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)CO)O)O)O)O)O,"8-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",0,0,C28H32O16,5320020.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOCOOOOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO,True
97107691,178.18,C10H10O3,CC(=O)/C=C\C1=CC(=C(C=C1)O)O,"(Z)-4-(3,4-dihydroxyphenyl)but-3-en-2-one",0,0,C11H12O3,14145089.0,CCOCCCCCCCCOO,CCCCCCCOCCCO;CCCCCCCCCCOO;CCCCCCCCOCCO,CCCCCCCCCCOO,True
97050407,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@H]([C@@H]([C@@H](O[C@@H]4O)CO)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3S,4S,5S,6S)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCOCOCOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
97050406,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@H]([C@@H]([C@@H](O[C@@H]4O)CO)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6S)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCOCOCOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
97050405,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@@H]([C@@H](O[C@@H]4O)CO)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3S,4R,5S,6S)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCOCOCOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
97050404,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@@H]([C@@H](O[C@@H]4O)CO)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5S,6S)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCOCOCOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
97049565,450.4,C21H22O11,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C(=C(C=C2)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)-1-[2,3-dihydroxy-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,True
96011996,182.17,C9H10O4,CC(=O)[C@H](C1=CC(=C(C=C1)O)O)O,"(1S)-1-(3,4-dihydroxyphenyl)-1-hydroxypropan-2-one",0,0,C10H12O4,2752054.0,CCOCCCCCCCOOO,CCCCCCCOCCOO;CCCCCCCCOOCO;CCCCCCCCCOOO,CCCCCCCCCOOO,True
96011995,182.17,C9H10O4,CC(=O)[C@@H](C1=CC(=C(C=C1)O)O)O,"(1R)-1-(3,4-dihydroxyphenyl)-1-hydroxypropan-2-one",0,0,C10H12O4,2752054.0,CCOCCCCCCCOOO,CCCCCCCOCCOO;CCCCCCCCOOCO;CCCCCCCCCOOO,CCCCCCCCCOOO,True
95566305,448.4,C21H20O11,C1=CC(=C(C=C1/C=C/2\C(=O)C3=C(O2)C(=C(C=C3)O[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O)O)O,"(2E)-2-[(3,4-dihydroxyphenyl)methylidene]-7-hydroxy-6-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1-benzofuran-3-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,True
95048620,272.25,C15H12O5,C1=CC(=C(C=C1C[C@H]2C(=O)C3=C(O2)C=C(C=C3)O)O)O,"(2S)-2-[(3,4-dihydroxyphenyl)methyl]-6-hydroxy-1-benzofuran-3-one",0,0,C16H14O5,25862.0,CCCCCCCCCOCCOCCCCOOO,CCCCCCCCCCCCCCCOOOO;CCCCCCCCOCCCOCCCCOO;CCCCCCCCCCCCCCOCOOO;CCCCCCCCCOCCCCCCOOO;CCCCCCCOCCCCCCCCOOO;CCCCCCCCCOCCOCCCCOO;CCCCCCCCCCCOCCCCOOO;CCCCCCCCCOOCCCCCCOO;CCCCCCCCOCCCCCCCOOO,CCCCCCCCCOCCCCCCOOO,True
95048619,272.25,C15H12O5,CC1=C(C2=C(C=C1)C(=O)[C@H](O2)C3=CC(=C(C=C3)O)O)O,"(2R)-2-(3,4-dihydroxyphenyl)-7-hydroxy-6-methyl-1-benzofuran-3-one",0,0,C16H14O5,25862.0,CCCCCCCCOCOCCCCCCOOO,CCCCCCCCCCCCCCCOOOO;CCCCCCCCOCCCOCCCCOO;CCCCCCCCCCCCCCOCOOO;CCCCCCCCCOCCCCCCOOO;CCCCCCCOCCCCCCCCOOO;CCCCCCCCCOCCOCCCCOO;CCCCCCCCCCCOCCCCOOO;CCCCCCCCCOOCCCCCCOO;CCCCCCCCOCCCCCCCOOO,CCCCCCCCCOCCCCCCOOO,True
94005022,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
93660582,196.2,C10H12O4,C[C@H](CC1=CC(=C(C=C1)O)O)C(=O)O,"(2R)-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",0,2,C11H14O4,2752053.0,CCCCCCCCCOOCOO,CCCCCCCCCCOOO;CCCCCCCCCOCOO;CCCCCCCCCOOCO,CCCCCCCCCOCOO,True
93233142,306.27,C15H14O7,C1=CC(=C(C=C1[C@H]2[C@H]([C@@H](C3=C(O2)C(=C(C=C3)O)O)O)O)O)O,"(2S,3S,4R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,4,7,8-tetrol",0,0,C16H16O7,20263637.0,CCCCCCCCCCCOCCCCOOOOOO,CCCCCCCCCCCCCCCOOOOOO,CCCCCCCCCCCCCCCOOOOOO,True
93233141,306.27,C15H14O7,C1=CC(=C(C=C1[C@H]2[C@@H]([C@@H](C3=C(O2)C(=C(C=C3)O)O)O)O)O)O,"(2S,3R,4R)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,4,7,8-tetrol",0,0,C16H16O7,20263637.0,CCCCCCCCCCCOCCCCOOOOOO,CCCCCCCCCCCCCCCOOOOOO,CCCCCCCCCCCCCCCOOOOOO,True
93090065,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2R,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
92966432,312.23,C13H12O9,C1=CC(=C(C=C1/C=C\C(=O)O[C@@H]([C@@H](C(=O)O)O)C(=O)O)O)O,"(2S,3S)-2-[(Z)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3-hydroxybutanedioic acid",0,0,C14H14O9,151616217.0,CCCCCCCCCOOCCCOOOCOOOO,CCCCCCCCCOCCCOOOCOOOO,CCCCCCCCCOCCCOOOCOOOO,True
92961549,474.4,C22H18O12,C1=CC(=C(C=C1/C=C/C(=O)O[C@@H]([C@@H](C(=O)O)OC(=O)/C=C\C2=CC(=C(C=C2)O)O)C(=O)O)O)O,"(2S,3S)-2-[(Z)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxybutanedioic acid",0,0,C23H20O12,58652754.0,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOOO,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOO,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOO,True
92531539,272.25,C15H12O5,C1=CC(=C(C=C1/C=C\C(=O)C2=CC(=CC(=C2)O)O)O)O,"(Z)-3-(3,4-dihydroxyphenyl)-1-(3,5-dihydroxyphenyl)prop-2-en-1-one",0,0,C16H14O5,25862.0,CCCCCCCCCOCCCCCCOOOO,CCCCCCCCCCCCCCCOOOO;CCCCCCCCOCCCOCCCCOO;CCCCCCCCCCCCCCOCOOO;CCCCCCCCCOCCCCCCOOO;CCCCCCCOCCCCCCCCOOO;CCCCCCCCCOCCOCCCCOO;CCCCCCCCCCCOCCCCOOO;CCCCCCCCCOOCCCCCCOO;CCCCCCCCOCCCCCCCOOO,CCCCCCCCCCCCCCCOOOO,True
92468370,450.4,C21H22O11,C1=CC(=C(C=C1/C=C/C(=O)C2=C(C(=C(C=C2)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O,"(E)-3-(3,4-dihydroxyphenyl)-1-[2,3-dihydroxy-4-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0,C22H24O11,129663.0,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOOO,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO,True
92448958,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@H]([C@@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5-hydroxy-7-[(2S,3S,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
92301621,256.25,C15H12O4,C1[C@H](OC2=CC=CC=C2C1=O)C3=CC(=C(C=C3)O)O,"(2S)-2-(3,4-dihydroxyphenyl)-2,3-dihydrochromen-4-one",0,0,C16H14O4,5743235.0,CCOCCCCCCCOCCCCCCOO,CCCCCCCCCCCCCCOCOO;CCCCCCCCCCCCCCCOOO;CCCCCCCCCOOCCCCCCO;CCCCCCCCOCCCCCCCOO;CCCCCCCOCCCCCCCCOO;CCCCCCCCCOCCCCCCOO;CCCCCCCCCCCCCCOOCO,CCCCCCCCCOCCCCCCOO,True
92299542,296.23,C13H12O8,C1=CC(=C(C=C1/C=C/C(=O)O[C@H](CC(=O)O)C(=O)O)O)O,"(2R)-2-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxybutanedioic acid",10,3,C14H14O8,129775774.0,CCCCCCCCCOOCCCOOCOOOO,CCCCCCCCCOCCCOOCOOOO,CCCCCCCCCOCCCOOCOOOO,True
92288747,198.17,C9H10O5,C[C@](C1=CC(=C(C=C1)O)O)(C(=O)O)O,"(2S)-2-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid",1,2,C10H12O5,13561353.0,CCCCCCCCOOCOOO,CCCCCCCOCCOOO;CCCCCCCCCOOOO;CCCCCCCCOCOOO;CCCCCCCCOOCOO;CCCCCCCCOOOCO,CCCCCCCCOCOOO,True
92287761,198.17,C9H10O5,C[C@@](C1=CC(=C(C=C1)O)O)(C(=O)O)O,"(2R)-2-(3,4-dihydroxyphenyl)-2-hydroxypropanoic acid",4,11,C10H12O5,13561353.0,CCCCCCCCOOCOOO,CCCCCCCOCCOOO;CCCCCCCCCOOOO;CCCCCCCCOCOOO;CCCCCCCCOOCOO;CCCCCCCCOOOCO,CCCCCCCCOCOOO,True
92244166,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2S,3S,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
92244165,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2R,3S,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
92244164,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2S,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
92244163,448.4,C21H20O11,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-[(2R,3R,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0,C22H22O11,5378562.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO;CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCOCCCOCCCCOCCCCCOCOOOOOO;CCCCCCCCCOOCCOOCCCCCCCCCOOCOOOO;CCCCCCCCOCCCCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO,True
92218159,464.4,C21H20O12,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C22H22O12,12443209.0,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO;CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO;CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO,True
92179538,196.2,C10H12O4,C[C@@H](CC1=CC(=C(C=C1)O)O)C(=O)O,"(2S)-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",0,6,C11H14O4,2752053.0,CCCCCCCCCOOCOO,CCCCCCCCCCOOO;CCCCCCCCCOCOO;CCCCCCCCCOOCO,CCCCCCCCCOCOO,True
92156493,304.25,C15H12O7,C1=CC(=C(C=C1[C@@H]2[C@@H](C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O,"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,6,7-trihydroxy-2,3-dihydrochromen-4-one",0,0,C16H14O7,188524.0,CCCCCCCCCOCCCCCCOOOOOO,CCCCCCCCCCCOCCCCOOOOO;CCCCCCCCCCCCCCCOOOOOO;CCCCCCCCCOOCCCCOCCOOO;CCCCCCCCCOCCCCCCOOOOO;CCCCCCCCCOCCOCCCCOOOO,CCCCCCCCCCCCCCCOOOOOO,True
92156492,304.25,C15H12O7,C1=CC(=C(C=C1[C@H]2[C@H](C(=O)C3=CC(=C(C=C3O2)O)O)O)O)O,"(2S,3R)-2-(3,4-dihydroxyphenyl)-3,6,7-trihydroxy-2,3-dihydrochromen-4-one",0,0,C16H14O7,188524.0,CCCCCCCCCOCCCCCCOOOOOO,CCCCCCCCCCCOCCCCOOOOO;CCCCCCCCCCCCCCCOOOOOO;CCCCCCCCCOOCCCCOCCOOO;CCCCCCCCCOCCCCCCOOOOO;CCCCCCCCCOCCOCCCCOOOO,CCCCCCCCCCCCCCCOOOOOO,True
92143140,168.15,C8H8O4,C1=CC(=C(C=C1[C@@H](C=O)O)O)O,"(2S)-2-(3,4-dihydroxyphenyl)-2-hydroxyacetaldehyde",0,0,C9H10O4,160562.0,CCCCCCCCOOOO,CCCCCCCOCOO;CCCCCCCCOOO,CCCCCCCCOOO,True
92131312,610.5,C27H30O16,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4C([C@H]([C@@H]([C@H](O4)CO)O)O)O[C@@H]5[C@H]([C@@H]([C@@H]([C@@H](O5)CO)O)O)O)O)O,"8-[(2S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3S,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",0,0,C28H32O16,5320020.0,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOOO;CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO;CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOCOOOOOOOOO;CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO,True
92017875,272.25,C15H12O5,C1=CC(=C(C=C1C(=O)/C=C/C2=CC(=CC(=C2)O)O)O)O,"(E)-1-(3,4-dihydroxyphenyl)-3-(3,5-dihydroxyphenyl)prop-2-en-1-one",0,0,C16H14O5,25862.0,CCCCCCCOCCCCCCCCOOOO,CCCCCCCCCCCCCCCOOOO;CCCCCCCCOCCCOCCCCOO;CCCCCCCCCCCCCCOCOOO;CCCCCCCCCOCCCCCCOOO;CCCCCCCOCCCCCCCCOOO;CCCCCCCCCOCCOCCCCOO;CCCCCCCCCCCOCCCCOOO;CCCCCCCCCOOCCCCCCOO;CCCCCCCCOCCCCCCCOOO,CCCCCCCCCCCCCCCOOOO,True
