Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Y_Trimmed_Candidates,Matched_Y_Trimmed,Match_Found
172966121,334.4,C19H26O5,CC1([C@@H]2CCC1([C@H](C2)OC(=O)C(CC3=CC(=C(C=C3)O)O)O)C)C,"[(2S,4R)-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl] 3-(3,4-dihydroxyphenyl)-2-hydroxypropanoate",0,0,C20H28O5,,CCCCCCCCOCOCCCCCCCCOOOCC,,,False
172913617,816.7,C38H40O20,COC1=CC(=CC(=C1O)OC)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C[O-])O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O,"[(2R,3S,4S,5R,6S)-6-[3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-7-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)chromenylium-5-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methanolate",0,0,C39H42O20,,COCCCCCCOOCCCCCCCCCCOOOCCCCCOCOOOOOCCCCCOCOCOCCCCCCCCOOOOO,,,False
172913596,948.8,C43H48O24,COC1=C(C=CC(=C1)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C[O-])O)O)O)O,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-4,5-dihydroxy-2-[7-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromenylium-3-yl]oxyoxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methanolate",0,0,C44H50O24,,COCCCCCCCCCCCCCCCOOOCCCCCOCOOOOOCCCCCOCOCOCCCCCCCCOOOOOCCCCCOCOOOOO,,,False
172913595,1080.9,C51H52O26,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C[O-])O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC(=O)/C=C/C8=CC(=C(C=C8)O)O)O)O)O)O,"[(2R,3S,4S,5R,6S)-6-[3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxy-7-hydroxy-2-(4-hydroxyphenyl)chromenylium-5-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methanolate",0,0,C52H54O26,,CCCCCCCCCCCCCCCOOOCCCCCOCOOOOOCCCCCOCOCOCCCCCCCCOOOOOCCCCCOCOCOCCCCCCCCOOOOOO,,,False
172913594,918.8,C42H46O23,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C[O-])O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)COC(=O)/C=C/C7=CC(=C(C=C7)O)O)O)O)O)O,"[(2R,3S,4S,5R,6S)-5-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-3,4-dihydroxy-6-[7-hydroxy-2-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromenylium-3-yl]oxyoxan-2-yl]methanolate",0,0,C43H48O23,,CCCCCCCCCCCCCCCOOOCCCCCOCOOOOOCCCCCOCOOOOCCCCCOCOCOCCCCCCCCOOOOOO,,,False
172897957,1167.0,C54H54O29,C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)[O-])O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)/C=C/C6=CC(=C(C=C6)O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC(=O)/C=C/C8=CC(=C(C=C8)O)O)O)O)O)O,"3-[[(2R,3S,4S,5R,6S)-6-[3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxy-7-hydroxy-2-(4-hydroxyphenyl)chromenylium-5-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoate",0,0,C55H56O29,,CCCCCCCCCCCCCCCOOOCCCCCOCOCOCCOOOOOOCCCCCOCOCOCCCCCCCCOOOOOCCCCCOCOCOCCCCCCCCOOOOOO,,,False
172897895,918.8,C42H46O23,COC1=C(C=CC(=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@@H](O3)OC4=CC5=C(C=C(C=C5[O+]=C4C6=CC(=C(C=C6)O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)O)O)O)O)O)[O-],"4-[(E)-3-[[(2R,3S,4S,5R,6R)-6-[[(2R,3R,4S,5R,6S)-6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromenylium-3-yl]oxy-3,4-dihydroxy-5-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]methoxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxoprop-1-enyl]-2-methoxyphenolate",0,0,C43H48O23,,COCCCCCCCCCOOCCCCCCOOCCCCCCOOCCCCCCCCOCCCCCCCOOOOOCCCCCOOOOOOOOOO,,,False
172878757,510.5,C30H22O8,C1=CC(=C(C=C1C2=CC(=C(C=C2C3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O)C5=CC(=C(C=C5)O)O)O)O,"4-[2,4,5-tris(3,4-dihydroxyphenyl)phenyl]benzene-1,2-diol",0,0,C31H24O8,,CCCCCCCCCCCCCCCCCCOOCCCCCCOOCCCCCCOOOO,,,False
172878536,1183.0,C55H58O29,COC1=C(C=CC(=C1)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=C(C3)C(=CC(=C4)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)COC(=O)CC(=O)O)O)O)O)C6=CC=C(C=C6)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)COC(=O)/C=C/C8=CC(=C(C=C8)O)O)O)O)O)O)O)O,"3-[[(2R,3S,4S,5R,6S)-6-[[3-[(2S,3R,4S,5S,6R)-3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-[[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxymethyl]oxan-2-yl]oxy-7-hydroxy-2-(4-hydroxyphenyl)-4H-chromen-5-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",0,0,C56H60O29,,COCCCCCCCCCOOCCCCCCOOCCOCCCCCCCOOCCCCCOCOCOCCOOOOOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOOOO,,,False
172878502,1006.9,C45H50O26,C1C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)CC(=O)O)O)O)O)O)OC(=C1O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C/C5=CC(=C(C=C5)O)O)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C7=CC=C(C=C7)O,"3-[[(2R,3S,4S,5R,6S)-6-[[3-[(2S,3R,4S,5S,6R)-6-[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxymethyl]-4,5-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-7-hydroxy-2-(4-hydroxyphenyl)-4H-chromen-5-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",0,0,C46H52O26,,CCCCCCCOCCCCCOCOCOCCOOOOOOOCCOCCCCCOCOCOCCCCCCCCOOOOOCCCCCOCOOOOCCCCCCO,,,False
172878266,536.4,C24H24O14,C1C2=C(C=C(C=C2OC(=C1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)CC(=O)O)O)O)O)C4=CC(=C(C=C4)O)O)O)O,"3-[[(2R,3S,4S,5R,6S)-6-[[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-3-yl]oxy]-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoic acid",0,0,C25H26O14,,CCCCCCCOCCOCCCCCOCOCOCCOOOOOCCCCCCOOOO,,,False
172871424,458.5,C28H26O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2O)O)OC3=CC=C(C=C3)CCC4=CC(=C(C=C4)O)O)O,"4-[4-[2-(3,4-dihydroxyphenyl)ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C29H28O6,,CCCCCCCCCCCCCCOOOCCCCCCCCCCCCCCOOO,,,False
172871416,458.5,C28H26O6,C1=CC(=CC(=C1)OC2=C(C=C(C(=C2)CCC3=CC=C(C=C3)O)O)O)CCC4=CC(=C(C=C4)O)O,"4-[3-[2-(3,4-dihydroxyphenyl)ethyl]phenoxy]-6-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C29H28O6,,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCOO,,,False
172871366,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=C(C=CC(=C3)CCC4=CC(=C(C=C4)O)O)O,"4-[5-[2-(3,4-dihydroxyphenyl)ethyl]-2-hydroxyphenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C29H28O7,,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOOO,,,False
172871364,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=C(C=C(C=C3)CCC4=CC(=C(C=C4)O)O)O,"4-[4-[2-(3,4-dihydroxyphenyl)ethyl]-2-hydroxyphenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C29H28O7,,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOOO,,,False
172871314,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC=C(C=C3)CCC4=CC(=C(C=C4)O)O,"4-[4-[2-(3,4-dihydroxyphenyl)ethyl]phenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C29H28O6,,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOO,,,False
172871305,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC=CC(=C3)CCC4=CC(=C(C=C4)O)O,"4-[3-[2-(3,4-dihydroxyphenyl)ethyl]phenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C29H28O6,,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOO,,,False
172871124,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=C(C=C(C=C3O)CCC4=CC(=C(C=C4)O)O)O)O,"5-[2-(3,4-dihydroxyphenyl)ethyl]-2-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C29H28O7,,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOOO,,,False
172871123,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3O)O)CCC4=CC(=C(C=C4)O)O)O,"5-[2-(3,4-dihydroxyphenyl)ethyl]-3-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C29H28O7,,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCCCOOO,,,False
172871008,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=C(C=C3O)CCC4=CC(=C(C=C4)O)O)O,"5-[2-(3,4-dihydroxyphenyl)ethyl]-2-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C29H28O6,,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOO,,,False
172871007,472.5,C29H28O6,COC1=CC=CC(=C1)CCC2=CC(=CC=C2)OC3=CC(=CC(=C3O)O)CCC4=CC(=C(C=C4)O)O,"5-[2-(3,4-dihydroxyphenyl)ethyl]-3-[3-[2-(3-methoxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C30H30O6,,COCCCCCCCCCCCCCCOCCCCCCOOCCCCCCCCOO,,,False
172870976,458.5,C28H26O6,C1=CC(=C(C=C1CCC2=C(C=C(C=C2)O)C3=C(C=CC(=C3)O)CCC4=CC(=C(C=C4)O)O)O)O,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-5-hydroxyphenyl]-4-hydroxyphenyl]ethyl]benzene-1,2-diol",0,0,C29H28O6,,CCCCCCCCCCCCCCOCCCCCCOCCCCCCCCOOOO,,,False
172870974,458.5,C28H26O6,C1=CC(=C(C=C1CCC2=C(C=CC(=C2)O)C3=C(C=C(C=C3)O)CCC4=CC(=C(C=C4)O)O)O)O,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-4-hydroxyphenyl]-5-hydroxyphenyl]ethyl]benzene-1,2-diol",0,0,C29H28O6,,CCCCCCCCCCCCCCOCCCCCCOCCCCCCCCOOOO,,,False
172870871,410.5,C24H26O6,COC1=CC(=C(C=C1CCC2=CC(=C(C=C2)O)O)CCC3=CC(=C(C=C3)O)O)OC,"4-[2-[5-[2-(3,4-dihydroxyphenyl)ethyl]-2,4-dimethoxyphenyl]ethyl]benzene-1,2-diol",0,0,C25H28O6,,COCCCCCCCCCCCCCCOOCCCCCCCCOOOC,,,False
172870813,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC(=CC(=C3O)O)CCC4=CC(=C(C=C4)O)O,"5-[2-(3,4-dihydroxyphenyl)ethyl]-3-[2-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C29H28O7,,CCCCCCOCCCCCCCCOOCCCCCCOOCCCCCCCCOO,,,False
172870811,474.5,C28H26O7,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=C(C=C(C=C3O)CCC4=CC(=C(C=C4)O)O)O,"5-[2-(3,4-dihydroxyphenyl)ethyl]-2-[2-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C29H28O7,,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCOOO,,,False
172870706,458.5,C28H26O6,C1=CC(=C(C=C1CCC2=CC(=C(C=C2)O)O)O)C3=C(C=C(C=C3)CCC4=CC(=C(C=C4)O)O)O,"4-[2-[4-[4-[2-(3,4-dihydroxyphenyl)ethyl]-2-hydroxyphenyl]-3-hydroxyphenyl]ethyl]benzene-1,2-diol",0,0,C29H28O6,,CCCCCCCCCCCCCCOOOCCCCCCCCCCCCCCOOO,,,False
172870696,458.5,C28H26O6,C1=CC(=C(C=C1CCC2=C(C=C(C=C2)C3=CC(=C(C=C3)CCC4=CC(=C(C=C4)O)O)O)O)O)O,"4-[2-[4-[4-[2-(3,4-dihydroxyphenyl)ethyl]-3-hydroxyphenyl]-2-hydroxyphenyl]ethyl]benzene-1,2-diol",0,0,C29H28O6,,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOOOOOO,,,False
172870687,426.5,C28H26O4,C1=CC(=CC=C1CCC2=CC(=C(C=C2)O)O)C3=CC=C(C=C3)CCC4=CC(=C(C=C4)O)O,"4-[2-[4-[4-[2-(3,4-dihydroxyphenyl)ethyl]phenyl]phenyl]ethyl]benzene-1,2-diol",0,0,C29H28O4,,CCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOO,,,False
172870673,486.6,C30H30O6,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)CCC3=CC(=C(C=C3)O)O)OC)CCC4=CC(=C(C=C4)O)O,"4-[2-[4-[4-[2-(3,4-dihydroxyphenyl)ethyl]-3-methoxyphenyl]-2-methoxyphenyl]ethyl]benzene-1,2-diol",0,0,C31H32O6,,COCCCCCCCCCCCCCCCCCCCCOOOCCCCCCCCCOO,,,False
172870663,486.6,C30H30O6,COC1=C(C=CC(=C1)CCC2=CC(=C(C=C2)O)O)C3=C(C=C(C=C3)CCC4=CC(=C(C=C4)O)O)OC,"4-[2-[4-[4-[2-(3,4-dihydroxyphenyl)ethyl]-2-methoxyphenyl]-3-methoxyphenyl]ethyl]benzene-1,2-diol",0,0,C31H32O6,,COCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOC,,,False
172870660,546.6,C32H34O8,COC1=CC(=C(C=C1CCC2=CC(=C(C=C2)O)O)OC)C3=C(C=C(C(=C3)OC)CCC4=CC(=C(C=C4)O)O)OC,"4-[2-[4-[4-[2-(3,4-dihydroxyphenyl)ethyl]-2,5-dimethoxyphenyl]-2,5-dimethoxyphenyl]ethyl]benzene-1,2-diol",0,0,C33H36O8,,COCCCCCCCCCCCCCCOOOCCCCCCCOCCCCCCCCCOOOC,,,False
172870620,518.6,C30H30O8,COC1=C(C=C(C(=C1)C2=CC(=C(C=C2CCC3=CC(=C(C=C3)O)O)O)OC)CCC4=CC(=C(C=C4)O)O)O,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-4-hydroxy-5-methoxyphenyl]-5-hydroxy-4-methoxyphenyl]ethyl]benzene-1,2-diol",0,0,C31H32O8,,COCCCCCCCCCCCCCCCCCCCCOOOOCCCCCCCCCOOO,,,False
172870618,518.6,C30H30O8,COC1=C(C=C(C(=C1)CCC2=CC(=C(C=C2)O)O)C3=CC(=C(C=C3CCC4=CC(=C(C=C4)O)O)OC)O)O,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-5-hydroxy-4-methoxyphenyl]-4-hydroxy-5-methoxyphenyl]ethyl]benzene-1,2-diol",0,0,C31H32O8,,COCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOCOO,,,False
172870601,486.6,C30H30O6,COC1=CC(=C(C=C1)CCC2=CC(=C(C=C2)O)O)C3=C(C=CC(=C3)OC)CCC4=CC(=C(C=C4)O)O,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-5-methoxyphenyl]-4-methoxyphenyl]ethyl]benzene-1,2-diol",0,0,C31H32O6,,COCCCCCCCCCCCCCCOOCCCCCCOCCCCCCCCCOO,,,False
172870598,486.6,C30H30O6,COC1=CC(=C(C=C1)C2=C(C=C(C=C2)OC)CCC3=CC(=C(C=C3)O)O)CCC4=CC(=C(C=C4)O)O,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-4-methoxyphenyl]-5-methoxyphenyl]ethyl]benzene-1,2-diol",0,0,C31H32O6,,COCCCCCCCCCCCCOCCCCCCCCCOOCCCCCCCCOO,,,False
172870597,546.6,C32H34O8,COC1=C(C=C(C(=C1)CCC2=CC(=C(C=C2)O)O)C3=CC(=C(C=C3CCC4=CC(=C(C=C4)O)O)OC)OC)OC,"4-[2-[2-[2-[2-(3,4-dihydroxyphenyl)ethyl]-4,5-dimethoxyphenyl]-4,5-dimethoxyphenyl]ethyl]benzene-1,2-diol",0,0,C33H36O8,,COCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOCOCOC,,,False
172870582,546.6,C32H34O8,COC1=CC(=C(C=C1CCC2=CC(=C(C=C2)O)O)C3=C(C=C(C(=C3)CCC4=CC(=C(C=C4)O)O)OC)OC)OC,"4-[2-[5-[5-[2-(3,4-dihydroxyphenyl)ethyl]-2,4-dimethoxyphenyl]-2,4-dimethoxyphenyl]ethyl]benzene-1,2-diol",0,0,C33H36O8,,COCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOCOCOC,,,False
172870570,606.7,C34H38O10,COC1=C(C(=C(C=C1CCC2=CC(=C(C=C2)O)O)C3=C(C(=C(C(=C3)CCC4=CC(=C(C=C4)O)O)OC)OC)OC)OC)OC,"4-[2-[5-[5-[2-(3,4-dihydroxyphenyl)ethyl]-2,3,4-trimethoxyphenyl]-2,3,4-trimethoxyphenyl]ethyl]benzene-1,2-diol",0,0,C35H40O10,,COCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOOCOCOCOCOC,,,False
172869938,540.5,C28H28O11,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)OCC2=CC(=C(C=C2)O)O)OCC3=CC(=C(C=C3)O)O)OCC4=CC(=C(C=C4)O)O,"(3R,4S,5R)-3,4,5-tris[(3,4-dihydroxyphenyl)methoxy]cyclohexene-1-carboxylic acid",0,0,C29H30O11,,CCCCCCCOOOCCCCCCCOOOCCCCCCCOOOCCCCCCCOO,,,False
172869181,486.6,C30H30O6,C1=CC(=CC(=C1)O)CC[C@H](CC2=CC(=C(C=C2)O)O)[C@@H](CC3=CC(=C(C=C3)O)O)C4=CC(=CC=C4)O,"4-[(2R,3R)-4-(3,4-dihydroxyphenyl)-3-(3-hydroxyphenyl)-2-[2-(3-hydroxyphenyl)ethyl]butyl]benzene-1,2-diol",0,0,C31H32O6,,CCCCCCOCCCCCCCCCCOOCCCCCCCCOOCCCCCCO,,,False
172869180,486.6,C30H30O6,C1=CC(=CC(=C1)O)CC[C@@H](CC2=CC(=C(C=C2)O)O)[C@H](CC3=CC(=C(C=C3)O)O)C4=CC(=CC=C4)O,"4-[(2S,3S)-4-(3,4-dihydroxyphenyl)-3-(3-hydroxyphenyl)-2-[2-(3-hydroxyphenyl)ethyl]butyl]benzene-1,2-diol",0,0,C31H32O6,,CCCCCCOCCCCCCCCCCOOCCCCCCCCOOCCCCCCO,,,False
172869178,486.6,C30H30O6,C1=CC(=CC(=C1)O)C[C@@H](CCC2=CC(=C(C=C2)O)O)[C@@H](CC3=CC(=CC=C3)O)C4=CC(=C(C=C4)O)O,"4-[(3R,4R)-4-(3,4-dihydroxyphenyl)-5-(3-hydroxyphenyl)-3-[(3-hydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C31H32O6,,CCCCCCOCCCCCCCCCCOOCCCCCCCCOCCCCCCOO,,,False
172869177,486.6,C30H30O6,C1=CC(=CC(=C1)O)C[C@H](CCC2=CC(=C(C=C2)O)O)[C@H](CC3=CC(=CC=C3)O)C4=CC(=C(C=C4)O)O,"4-[(3S,4S)-4-(3,4-dihydroxyphenyl)-5-(3-hydroxyphenyl)-3-[(3-hydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C31H32O6,,CCCCCCOCCCCCCCCCCOOCCCCCCCCOCCCCCCOO,,,False
172869166,518.6,C30H30O8,C1=CC(=C(C=C1CC[C@H](CC2=CC(=CC(=C2)O)O)[C@@H](CC3=CC(=CC(=C3)O)O)C4=CC(=C(C=C4)O)O)O)O,"4-[(3R,4R)-4-(3,4-dihydroxyphenyl)-5-(3,5-dihydroxyphenyl)-3-[(3,5-dihydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C31H32O8,,CCCCCCCCCCCCCCCCOOCCCCCCCCOOCCCCCCOOOO,,,False
172869165,518.6,C30H30O8,C1=CC(=C(C=C1CC[C@@H](CC2=CC(=CC(=C2)O)O)[C@H](CC3=CC(=CC(=C3)O)O)C4=CC(=C(C=C4)O)O)O)O,"4-[(3S,4S)-4-(3,4-dihydroxyphenyl)-5-(3,5-dihydroxyphenyl)-3-[(3,5-dihydroxyphenyl)methyl]pentyl]benzene-1,2-diol",0,0,C31H32O8,,CCCCCCCCCCCCCCCCOOCCCCCCCCOOCCCCCCOOOO,,,False
172869163,518.6,C30H30O8,C1=CC(=C(C=C1C[C@@H](CCC2=CC(=CC(=C2)O)O)[C@@H](CC3=CC(=C(C=C3)O)O)C4=CC(=CC(=C4)O)O)O)O,"4-[(2R,3R)-4-(3,4-dihydroxyphenyl)-3-(3,5-dihydroxyphenyl)-2-[2-(3,5-dihydroxyphenyl)ethyl]butyl]benzene-1,2-diol",0,0,C31H32O8,,CCCCCCCCCCCCCCCCOOCCCCCCCCOOCCCCCCOOOO,,,False
172869162,518.6,C30H30O8,C1=CC(=C(C=C1C[C@H](CCC2=CC(=CC(=C2)O)O)[C@H](CC3=CC(=C(C=C3)O)O)C4=CC(=CC(=C4)O)O)O)O,"4-[(2S,3S)-4-(3,4-dihydroxyphenyl)-3-(3,5-dihydroxyphenyl)-2-[2-(3,5-dihydroxyphenyl)ethyl]butyl]benzene-1,2-diol",0,0,C31H32O8,,CCCCCCCCCCCCCCCCOOCCCCCCCCOOCCCCCCOOOO,,,False
172869130,442.6,C28H42O4,CCCCCCC[C@H](CC1=CC(=C(C=C1)O)O)[C@H](CCCCC)CC2=CC(=C(C=C2)O)O,"4-[(2R,3R)-3-[(3,4-dihydroxyphenyl)methyl]-2-pentyldecyl]benzene-1,2-diol",0,0,C29H44O4,,CCCCCCCCCCCCCCCOOCCCCCCCCCCCCCOO,,,False
172869129,442.6,C28H42O4,CCCCCCC[C@@H](CC1=CC(=C(C=C1)O)O)[C@@H](CCCCC)CC2=CC(=C(C=C2)O)O,"4-[(2S,3S)-3-[(3,4-dihydroxyphenyl)methyl]-2-pentyldecyl]benzene-1,2-diol",0,0,C29H44O4,,CCCCCCCCCCCCCCCOOCCCCCCCCCCCCCOO,,,False
172869127,414.6,C26H38O4,CCCCCC[C@H](CC1=CC(=C(C=C1)O)O)[C@H](CCCC)CC2=CC(=C(C=C2)O)O,"4-[(2R,3R)-2-butyl-3-[(3,4-dihydroxyphenyl)methyl]nonyl]benzene-1,2-diol",0,0,C27H40O4,,CCCCCCCCCCCCCCOOCCCCCCCCCCCCOO,,,False
