Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Matched_Y_SMILES_Count,Matched_Y_CIDs
172871418,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=C(C=C(C(=C2)CCC3=CC=C(C=C3)O)O)O)CCC4=CC=C(C=C4)O,"4-[2-(4-hydroxyphenyl)ethyl]-6-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCO,1,172871416
172871417,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=C(C(=C3)CCC4=CC=C(C=C4)O)O)O,"4-[2-(4-hydroxyphenyl)ethyl]-6-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOO,10,172871008;172871202;172871139;172871135;172871134;172870894;172870891;172870517;100953276;10253626
172871354,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,"4-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOOCCCCCCOCCCCCCCCO,1,172871355
172871323,686.7,C42H38O9,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC(=CC(=C3)CCC4=CC=C(C=C4)O)OC5=C(C=C(C(=C5)CCC6=CC(=CC=C6)O)O)O,"4-[3-[2,4-dihydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C42H38O10,172870788.0,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCOOO,1,172871358
172871319,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)O,"4-[2-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOO,2,172871366;172871364
172871317,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O,"4-[2-hydroxy-4-[2-(4-hydroxyphenyl)ethyl]phenoxy]-6-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCOO,2,172871366;172871364
172871310,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC=C(C=C3)CCC4=CC=C(C=C4)O,"4-[2-(3-hydroxyphenyl)ethyl]-6-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCO,2,172871314;172871305
172871306,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2O)O)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,"4-[2-(3-hydroxyphenyl)ethyl]-6-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOOCCCCCCCCCCCCCCO,2,172871314;172871305
172871252,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=C(C=C(C=C2)CCC3=CC=C(C=C3)O)O)CCC4=CC=C(C=C4)O,5-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,4,172870729;172870722;172870529;11953464
172871251,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)O)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O,"5-[2-(3-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCOO,4,172871314;172871305;172870894;172870891
172871250,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O)O,"5-[2-(3-hydroxyphenyl)ethyl]-3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOO,10,172871008;172871202;172871139;172871135;172871134;172870894;172870891;172870517;100953276;10253626
172871249,622.7,C42H38O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)OC5=CC=CC(=C5)CCC6=CC=C(C=C6)O,"3-[2-[3,5-bis[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol",0,0,C42H38O6,121274659.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCO,1,172870761
172871248,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=C(C=C2)CCC3=CC(=CC(=C3)O)O)CCC4=CC=C(C=C4)O,"5-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,4,172870729;172870722;172870529;11953464
172871247,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O,5-[2-(3-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,8,172871250;172871080;172870991;172870985;172870768;172870767;172870763;101712298
172871246,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=C(C=C2)CCC3=CC(=C(C=C3)O)O)CCC4=CC=C(C=C4)O,"4-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,4,172870729;172870722;172870529;11953464
172871244,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=CC=C(C=C2)CCC3=CC(=C(C(=C3)O)O)O)CCC4=CC=C(C=C4)O,"5-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCO,1,172871416
172871242,410.5,C28H26O3,C1=CC(=CC(=C1)O)CCC2=CC=C(C=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,3-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol,0,0,C28H26O4,231538.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCO,2,172870717;172870708
172871241,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=CC(=C2)CCC3=CC(=CC(=C3)O)O)CCC4=CC=C(C=C4)O,"5-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,4,172870729;172870722;172870529;11953464
172871239,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=CC=CC(=C2)CCC3=CC(=C(C(=C3)O)O)O)CCC4=CC=C(C=C4)O,"5-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCO,1,172871416
172871238,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=CC(=C2)CCC3=CC(=C(C=C3)O)O)CCC4=CC=C(C=C4)O,"4-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,4,172870729;172870722;172870529;11953464
172871207,442.5,C28H26O5,C1=CC(=CC=C1CCC2=CC(=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCCCCCCCCCOCCCCCCOCCCCCCCCOOO,7,172871008;172870976;172870974;172871202;172871135;172870976;172870974
172871203,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)O)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,"2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCOO,4,172870813;172870811;172870814;172870813
172871202,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O)O,"3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOO,5,172871124;172871123;172870811;172871123;172871122
172871201,442.5,C28H26O5,C1=CC(=CC=C1CCC2=CC(=CC(=C2)OC3=CC=C(C=C3)CCC4=CC(=CC(=C4)O)O)O)O,"5-[2-[4-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOOO,8,172870976;172870974;172871139;172871134;172870976;172870974;172870517;100953276
172871199,458.5,C28H26O6,C1=CC(=CC=C1CCC2=CC(=CC(=C2)OC3=CC=C(C=C3)CCC4=CC(=C(C(=C4)O)O)O)O)O,"5-[2-[4-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O7,172870813.0,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOOOO,2,172871429;172871316
172871198,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOO,6,172871008;172871202;172871135;172871090;172871084;172871010
172871197,442.5,C28H26O5,C1=CC(=CC=C1CCC2=CC(=CC(=C2)OC3=CC=C(C=C3)CCC4=CC(=C(C=C4)O)O)O)O,"4-[2-[4-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOOO,8,172870976;172870974;172871139;172871134;172870976;172870974;172870517;100953276
172871196,426.5,C28H26O4,C1=CC(=CC=C1CCC2=CC=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,3-[2-(4-hydroxyphenyl)ethyl]-5-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCCCCCCCCCOCCCCCCOCCCCCCCCOO,1,172870768
172871194,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,3-[2-(4-hydroxyphenyl)ethyl]-5-[4-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCO,4,172870768;172870729;172870722;11953464
172871091,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O)O,"2-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOO,5,172871124;172871123;172870811;172871123;172871122
172871090,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O)O,"3-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCCCOO,6,172871123;172870813;172871123;172871122;172870814;172870813
172871089,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,3-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOO,6,172871008;172871202;172871135;172871090;172871084;172871010
172871086,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O)O,2-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOO,10,172871008;172871202;172871139;172871135;172871134;172870894;172870891;172870517;100953276;10253626
172871074,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O,3-[2-(3-hydroxyphenyl)ethyl]-5-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,8,172871250;172871080;172870991;172870985;172870768;172870767;172870763;101712298
172870999,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O,2-[2-hydroxy-4-[2-(4-hydroxyphenyl)ethyl]phenoxy]-4-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCOO,4,172871314;172871305;172870894;172870891
172870990,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC=C(C=C3)CCC4=CC=C(C=C4)O,4-[2-(3-hydroxyphenyl)ethyl]-2-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCO,2,172870991;172870985
172870986,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,4-[2-(3-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCO,2,172870991;172870985
172870887,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O,"2-[2-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCOO,4,172870813;172870811;172870814;172870813
172870886,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O,"3-[2-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOCCCCCCOOCCCCCCCCO,4,172870813;172871355;172870814;172870813
172870884,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-4-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCO,2,172870997;172870886
172870729,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O,"5-[2-(4-hydroxyphenyl)ethyl]-3-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCCCO,5,172871090;172871084;172871010;172870997;172870886
172870728,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,3-[2-(4-hydroxyphenyl)ethyl]-5-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCO,4,172870768;172870729;172870722;11953464
172870727,622.7,C42H38O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC(=CC(=C3)CCC4=CC=C(C=C4)O)OC5=CC=CC(=C5)CCC6=CC(=CC=C6)O,3-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]-5-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenoxy]phenyl]ethyl]phenol,0,0,C42H38O6,121274659.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCCCCCCCO,1,172870761
172870725,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O,5-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,8,172871250;172871080;172870991;172870985;172870768;172870767;172870763;101712298
172870724,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O,"5-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOO,6,172871008;172871202;172871135;172871090;172871084;172871010
172870711,410.5,C28H26O3,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC=C(C=C3)CCC4=CC=C(C=C4)O,3-[2-[3-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol,0,0,C28H26O4,231538.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCO,2,172870717;172870708
172870709,410.5,C28H26O3,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,3-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol,0,0,C28H26O4,231538.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCO,2,172870717;172870708
