Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID
145966637,372.5,C25H24O3,CC1(CC2C(C(C3=C(O2)C=CC4=CC=CC=C43)C5=CC=C(C=C5)O)C(=O)C1)C,"12-(4-hydroxyphenyl)-9,9-dimethyl-8,10,11a,12-tetrahydro-7aH-benzo[a]xanthen-11-one",1,0,C25H24O4,3070120.0
145966541,380.4,C23H24O5,CCCOC1=CC=C(C=C1)C2=C(C=C(C(=C2O)OC)C3=CC=C(C=C3)O)OC,"3-(4-hydroxyphenyl)-2,5-dimethoxy-6-(4-propoxyphenyl)phenol",1,0,C23H24O6,70160367.0
145966037,440.4,C24H24O8,CC1([C@@H](CC2=C(O1)C=CC(=C2)C[C@@]3(C(=C(C(=O)O3)O)C4=CC=C(C=C4)O)C(=O)OC)O)C,"methyl (2R)-4-hydroxy-2-[[(3R)-3-hydroxy-2,2-dimethyl-3,4-dihydrochromen-6-yl]methyl]-3-(4-hydroxyphenyl)-5-oxofuran-2-carboxylate",3,0,C24H24O9,160518996.0
145965338,378.4,C23H22O5,COC1=C(C(=C(C(=C1)C2=CC=C(C=C2)O)OC)OCC=C)C3=CC=C(C=C3)O,"4-[4-(4-hydroxyphenyl)-2,5-dimethoxy-3-prop-2-enoxyphenyl]phenol",1,0,C23H22O6,130286345.0
145965222,408.5,C25H28O5,CC(C)CCOC1=C(C(=CC(=C1C2=CC=C(C=C2)O)OC)C3=CC=C(C=C3)O)OC,"4-[4-(4-hydroxyphenyl)-2,5-dimethoxy-3-(3-methylbutoxy)phenyl]phenol",1,0,C25H28O6,69709799.0
145964658,366.4,C22H22O5,CC1(CCC2=C(O1)C=CC(=C2)CC3=C(C(OC3=O)O)C4=CC=C(C=C4)O)C,"4-[(2,2-dimethyl-3,4-dihydrochromen-6-yl)methyl]-2-hydroxy-3-(4-hydroxyphenyl)-2H-furan-5-one",2,0,C22H22O6,15784962.0
145963840,432.4,C25H20O7,COC1=C(C(=C(C(=C1)C2=CC=C(C=C2)O)OC)OC(=O)C3=CC=CO3)C4=CC=C(C=C4)O,"[2,5-bis(4-hydroxyphenyl)-3,6-dimethoxyphenyl] furan-2-carboxylate",1,0,C25H20O8,70018259.0
145963499,324.28,C15H16O8,C1[C@H]([C@]2([C@@H]([C@@H](OC2=O)[C@@H](CO)O)OC1=O)O)C3=CC=C(C=C3)O,"(4S,4aR,7S,7aR)-7-[(1R)-1,2-dihydroxyethyl]-4a-hydroxy-4-(4-hydroxyphenyl)-3,4,7,7a-tetrahydrofuro[3,4-b]pyran-2,5-dione",1,0,C15H16O9,168512.0
145962489,344.4,C23H20O3,C1C(C(=O)C2=C1C=CC=C2OCC3=CC=CC=C3)CC4=CC=C(C=C4)O,"2-[(4-hydroxyphenyl)methyl]-7-phenylmethoxy-2,3-dihydroinden-1-one",1,0,C23H20O4,9975783.0
145961813,364.3,C18H20O8,CC1(OC[C@@H](O1)[C@H]2[C@@H]3[C@]([C@@H](CC(=O)O3)C4=CC=C(C=C4)O)(C(=O)O2)O)C,"(4S,4aR,7S,7aR)-7-[(4R)-2,2-dimethyl-1,3-dioxolan-4-yl]-4a-hydroxy-4-(4-hydroxyphenyl)-3,4,7,7a-tetrahydrofuro[3,4-b]pyran-2,5-dione",1,0,C18H20O9,87098596.0
145960141,298.29,C17H14O5,C1=CC(=CC=C1C[C@@H]2C(=C(C(=O)O2)O)C3=CC=C(C=C3)O)O,(2R)-4-hydroxy-3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-2H-furan-5-one,3,0,C17H14O6,101041703.0
145959863,354.4,C21H22O5,CC1(C(O1)CC2=CC3=C(C=C2OC)O[C@@H](CC3=O)C4=CC=C(C=C4)O)C,"(2S)-6-[(3,3-dimethyloxiran-2-yl)methyl]-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one",1,0,C21H22O6,69504945.0
145959842,608.6,C30H40O13,CC(C)CC(=O)O[C@H]1[C@H]2[C@H](CC[C@@]2(CO)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC(=O)/C=C\C4=CC=C(C=C4)O,"[(1S,4aS,7R,7aS)-4-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(Z)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyoxan-2-yl]oxymethyl]-7-hydroxy-7-(hydroxymethyl)-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-1-yl] 3-methylbutanoate",1,0,C30H40O14,70551834.0
145959601,678.7,C42H30O9,C1=CC(=CC=C1[C@H]2[C@H]3[C@H](C4=C(C=C(C=C4O)O)C5=C(OC6=C5C3=C([C@H]2C7=CC(=CC(=C7)O)O)C(=C6)O)C8=CC=C(C=C8)O)C9=CC=C(C=C9)O)O,"(1S,2S,3R,17S)-3-(3,5-dihydroxyphenyl)-2,9,17-tris(4-hydroxyphenyl)-8-oxapentacyclo[8.7.2.04,18.07,19.011,16]nonadeca-4(18),5,7(19),9,11(16),12,14-heptaene-5,13,15-triol",1,0,C42H30O10,161741175.0
145956596,238.28,C16H14O2,CC(=O)C1=CC=C(C=C1)/C=C/C2=CC=C(C=C2)O,1-[4-[(E)-2-(4-hydroxyphenyl)ethenyl]phenyl]ethanone,1,0,C16H14O3,9856398.0
145955807,358.4,C24H22O3,C1C(C(=O)C2=C1C=CC=C2OCCC3=CC=CC=C3)CC4=CC=C(C=C4)O,"2-[(4-hydroxyphenyl)methyl]-7-(2-phenylethoxy)-2,3-dihydroinden-1-one",1,0,C24H22O4,14751375.0
145955483,470.5,C28H22O7,C1=CC(=CC=C1[C@@H]2[C@H](C3=C4[C@@H]([C@@H](OC4=CC(=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)O)O,"(1S,8S,9R,16R)-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,9,12-tetrol",1,0,C28H22O8,155287.0
145954356,940.9,C56H44O14,C1=CC(=CC=C1[C@@H]2[C@H]([C@H]([C@H](O2)C3=CC=C(C=C3)O)C4=C5[C@@H]([C@H](OC5=CC(=C4)O)C6=CC=C(C=C6)O)C7=C8[C@H]([C@@H](OC8=CC(=C7)O)C9=CC(=C(C=C9)O)O)C1=CC(=CC(=C1)O)O)C1=CC(=CC(=C1)O)O)O,"4-[(2R,3R)-3-(3,5-dihydroxyphenyl)-4-[(2S,3S)-4-[(2S,3S,4R,5S)-4-(3,5-dihydroxyphenyl)-2,5-bis(4-hydroxyphenyl)oxolan-3-yl]-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]-6-hydroxy-2,3-dihydro-1-benzofuran-2-yl]benzene-1,2-diol",1,0,C56H44O15,72721108.0
145953923,472.5,C25H28O9,CC(C)([C@H](CC1=C(C=CC(=C1)C[C@]2(C(=C(C(=O)O2)OC)C3=CC=C(C=C3)O)C(=O)OC)O)O)O,"methyl (2S)-2-[[3-[(2S)-2,3-dihydroxy-3-methylbutyl]-4-hydroxyphenyl]methyl]-3-(4-hydroxyphenyl)-4-methoxy-5-oxofuran-2-carboxylate",1,0,C25H28O10,143825095.0
145953439,426.5,C25H30O6,CC1(CCC2=C(C3=C(C=C2O1)O[C@@H](CC3=O)C4=CC=C(C=C4)O)O)CCCC(C)(C)O,"(8S)-5-hydroxy-2-(4-hydroxy-4-methylpentyl)-8-(4-hydroxyphenyl)-2-methyl-3,4,7,8-tetrahydropyrano[3,2-g]chromen-6-one",1,0,C25H30O7,69530196.0
145953436,284.3,C18H20O3,CCCCOC1=CC(=CC(=C1)O)/C=C/C2=CC=C(C=C2)O,3-butoxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenol,2,0,C18H20O4,5319201.0
145953416,286.28,C16H14O5,C1[C@H]([C@@H](C(=O)O1)C2=CC=C(C=C2)O)C3=CC(=C(C=C3)O)O,"(3R,4R)-4-(3,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)oxolan-2-one",1,0,C16H14O6,4390946.0
145951866,340.4,C21H24O4,CC(C)CCC1=CC2=C(C=C1OC)O[C@@H](CC2=O)C3=CC=C(C=C3)O,"(2S)-2-(4-hydroxyphenyl)-7-methoxy-6-(3-methylbutyl)-2,3-dihydrochromen-4-one",1,0,C21H24O5,15838235.0
145951831,364.5,C24H28O3,C1CCC(CC1)CCOC2=CC=CC3=C2C(=O)C(C3)CC4=CC=C(C=C4)O,"7-(2-cyclohexylethoxy)-2-[(4-hydroxyphenyl)methyl]-2,3-dihydroinden-1-one",1,0,C24H28O4,69344853.0
145951341,280.3,C18H16O3,CC1=C(OC(=C1C)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,"4-[5-(4-hydroxyphenyl)-3,4-dimethylfuran-2-yl]phenol",1,0,C18H16O4,67990809.0
145950823,372.4,C24H20O4,COC1=CC=C(C=C1)COC2=CC=CC3=C2C(=O)/C(=C/C4=CC=C(C=C4)O)/C3,(2E)-2-[(4-hydroxyphenyl)methylidene]-7-[(4-methoxyphenyl)methoxy]-3H-inden-1-one,1,0,C24H20O5,169844179.0
145950529,608.6,C30H40O13,CC(C)CC(=O)O[C@H]1[C@H]2[C@H](CC[C@@]2(CO)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC(=O)/C=C/C4=CC=C(C=C4)O,"[(1S,4aS,7R,7aS)-4-[[(2R,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyoxan-2-yl]oxymethyl]-7-hydroxy-7-(hydroxymethyl)-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-1-yl] 3-methylbutanoate",1,0,C30H40O14,70551834.0
145950472,252.26,C16H12O3,C\1C2=C(C=C(C=C2)O)C(=O)/C1=C/C3=CC=C(C=C3)O,(2E)-6-hydroxy-2-[(4-hydroxyphenyl)methylidene]-3H-inden-1-one,3,2,C16H12O4,22624797.0
145945608,220.22,C12H12O4,CCOC(=O)C(=O)/C=C/C1=CC=C(C=C1)O,ethyl (E)-4-(4-hydroxyphenyl)-2-oxobut-3-enoate,1,0,C12H12O5,18921329.0
145721266,398.5,C24H30O5,C[C@]12CCCC([C@@H]1[C@H](C=C3[C@@H]2[C@@H](OC3)O)OC(=O)/C=C/C4=CC=C(C=C4)O)(C)C,"[(1R,5S,5aS,9aS,9bR)-1-hydroxy-6,6,9a-trimethyl-1,3,5,5a,7,8,9,9b-octahydrobenzo[e][2]benzofuran-5-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C24H30O6,9866479.0
145706479,310.3,C19H18O4,COC1=CC=C(C=C1)C=CCOC(=O)/C=C/C2=CC=C(C=C2)O,3-(4-methoxyphenyl)prop-2-enyl (E)-3-(4-hydroxyphenyl)prop-2-enoate,3,0,C19H18O5,11174776.0
143847684,272.25,C15H12O5,C1[C@H](OC2=C(C1=O)C=CC(=C2O)O)C3=CC=C(C=C3)O,"(2S)-7,8-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",5,0,C15H12O6,91184671.0
142550294,366.4,C22H22O5,C1CCC(=CCC2=C(C3=C(C=C2O)OC(CC3=O)C4=CC=C(C=C4)O)O)C1,"6-(2-cyclopentylideneethyl)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",1,4,C22H22O6,15784962.0
142550277,342.4,C20H22O5,CC(C)CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbutyl)-2,3-dihydrochromen-4-one",1,4,C20H22O6,334781.0
142550275,368.4,C22H24O5,C1CCC(C1)CCC2=C(C3=C(C=C2O)OC(CC3=O)C4=CC=C(C=C4)O)O,"6-(2-cyclopentylethyl)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",1,4,C22H24O6,141391599.0
142550274,368.4,C22H24O5,CCC(=CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O)CC,"6-(3-ethylpent-2-enyl)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",1,4,C22H24O6,141391599.0
142550270,370.4,C22H26O5,CCC(CC)CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)O)O,"6-(3-ethylpentyl)-5,7-dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",1,4,C22H26O6,3086134.0
141746816,394.5,C24H26O5,COC1=C(C=C(C(=C1)OC2CCCCO2)CC=C)/C=C/C(=O)C3=CC=C(C=C3)O,(E)-1-(4-hydroxyphenyl)-3-[2-methoxy-4-(oxan-2-yloxy)-5-prop-2-enylphenyl]prop-2-en-1-one,1,0,C24H26O6,23544704.0
141631460,280.3,C18H16O3,C1=CC=C(C=C1)C=CC(=O)OC/C=C/C2=CC=C(C=C2)O,[(E)-3-(4-hydroxyphenyl)prop-2-enyl] 3-phenylprop-2-enoate,2,0,C18H16O4,67990809.0
141514950,312.3,C18H16O5,CC(=O)C1=C(C=C(C=C1)OC)OC(=O)/C=C/C2=CC=C(C=C2)O,(2-acetyl-5-methoxyphenyl) (E)-3-(4-hydroxyphenyl)prop-2-enoate,2,3,C18H16O6,131864767.0
141484566,268.31,C17H16O3,C1=CC=C(C=C1)C(=O)CC(=O)CCC2=CC=C(C=C2)O,"5-(4-hydroxyphenyl)-1-phenylpentane-1,3-dione",2,2,C17H16O4,16113498.0
141470841,364.4,C23H24O4,COC1=CC(=C(C(=C1)OC)CC2=CC=C(C=C2)O)CCC3=CC(=CC=C3)O,"3-[2-[2-[(4-hydroxyphenyl)methyl]-3,5-dimethoxyphenyl]ethyl]phenol",2,2,C23H24O5,11596041.0
141467282,470.6,C30H30O5,COC1=CC=CC(=C1)CCC2=CC(=C(C(=C2CC3=CC=C(C=C3)O)O)CC4=CC=C(C=C4)O)OC,"2,6-bis[(4-hydroxyphenyl)methyl]-3-methoxy-5-[2-(3-methoxyphenyl)ethyl]phenol",2,3,C30H30O6,3456938.0
141202228,258.31,C16H18O3,COC1=C(C=CC(=C1)CCCC2=CC=C(C=C2)O)O,4-[3-(4-hydroxyphenyl)propyl]-2-methoxyphenol,2,5,C16H18O4,146633.0
141161996,258.269,C15H14O4,COC1=C(C=C(C=C1O)O)C=CC2=CC=C(C=C2)O,"5-[2-(4-hydroxyphenyl)ethenyl]-4-methoxybenzene-1,3-diol",1,28,C15H14O5,56981221.0
140523133,294.3,C19H18O3,CC(=C)C=CC1=C(C=C(C=C1O)O)C=CC2=CC=C(C=C2)O,"5-[2-(4-hydroxyphenyl)ethenyl]-4-(3-methylbuta-1,3-dienyl)benzene-1,3-diol",2,11,C19H18O4,9818148.0
140473567,160.17,C10H8O2,CC(=O)C#CC1=CC=C(C=C1)O,4-(4-hydroxyphenyl)but-3-yn-2-one,1,0,C10H8O3,153510471.0
139953844,242.27,C15H14O3,CC1=C(C=C(C=C1O)O)/C=C\C2=CC=C(C=C2)O,"5-[(Z)-2-(4-hydroxyphenyl)ethenyl]-4-methylbenzene-1,3-diol",1,0,C15H14O4,5321855.0
139612412,302.3,C20H14O3,C1=CC=C2C(=C1)C(=C(O2)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,4-[2-(4-hydroxyphenyl)-1-benzofuran-3-yl]phenol,1,0,C20H14O4,12516070.0
139600694,316.3,C17H16O6,CC1=C(C=C2C(=C1O)C(=O)C(C(O2)C3=CC=C(C=C3)O)O)OC,"3,5-dihydroxy-2-(4-hydroxyphenyl)-7-methoxy-6-methyl-2,3-dihydrochromen-4-one",1,0,C17H16O7,132556727.0
139600049,332.3,C18H20O6,COC1=C(C=CC(=C1)CCC(=O)OC[C@H](C2=CC=C(C=C2)O)O)O,[(2S)-2-hydroxy-2-(4-hydroxyphenyl)ethyl] 3-(4-hydroxy-3-methoxyphenyl)propanoate,1,0,C18H20O7,16681477.0
139599846,198.22,C10H14O4,CCO[C@@](CO)(C1=CC=C(C=C1)O)O,"(1R)-1-ethoxy-1-(4-hydroxyphenyl)ethane-1,2-diol",1,0,C10H14O5,528899.0
139593914,370.4,C22H26O5,CC1=C(C2=C(CCC(O2)(C)C(=O)OCCC3=CC=C(C=C3)O)C(=C1O)C)C,"2-(4-hydroxyphenyl)ethyl 6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylate",1,0,C22H26O6,3086134.0
139593762,274.27,C15H14O5,C1=CC(=CC=C1CCOC(=O)C2=C(C=CC(=C2)O)O)O,"2-(4-hydroxyphenyl)ethyl 2,5-dihydroxybenzoate",1,0,C15H14O6,90356439.0
139593761,274.27,C15H14O5,C1=CC(=CC=C1CCOC(=O)C2=C(C=C(C=C2)O)O)O,"2-(4-hydroxyphenyl)ethyl 2,4-dihydroxybenzoate",1,0,C15H14O6,90356439.0
139593760,274.27,C15H14O5,C1=CC(=CC=C1CCOC(=O)C2=CC(=C(C=C2)O)O)O,"2-(4-hydroxyphenyl)ethyl 3,4-dihydroxybenzoate",1,0,C15H14O6,90356439.0
139593758,274.27,C15H14O5,C1=CC(=CC=C1CCOC(=O)C2=CC(=CC(=C2)O)O)O,"2-(4-hydroxyphenyl)ethyl 3,5-dihydroxybenzoate",1,0,C15H14O6,90356439.0
139593748,274.27,C15H14O5,C1=CC(=C(C(=C1)O)O)C(=O)OCCC2=CC=C(C=C2)O,"2-(4-hydroxyphenyl)ethyl 2,3-dihydroxybenzoate",1,0,C15H14O6,90356439.0
139590543,366.4,C21H18O6,COC1=C2C3=CC(=C(C=C3OC2=C(C(=C1)C4=CC=C(C=C4)O)OC)OC)O,"7-(4-hydroxyphenyl)-3,6,9-trimethoxydibenzofuran-2-ol",2,0,C21H18O7,170990490.0
139590245,380.4,C23H24O5,CC1(CCC2=C(O1)C=CC(=C2)CC3=C(C(=O)O[C@H]3OC)C4=CC=C(C=C4)O)C,"(2R)-3-[(2,2-dimethyl-3,4-dihydrochromen-6-yl)methyl]-4-(4-hydroxyphenyl)-2-methoxy-2H-furan-5-one",2,0,C23H24O6,70160367.0
139590077,372.4,C20H20O7,COC1=CC=C(C=C1)[C@@]23[C@H]4[C@@H](O2)[C@]([C@@]([C@H]3O)(O4)OC)(C5=CC=C(C=C5)O)O,"(1R,2S,3R,5R,6R,8S)-2-(4-hydroxyphenyl)-1-methoxy-5-(4-methoxyphenyl)-4,7-dioxatricyclo[3.2.1.03,6]octane-2,8-diol",2,0,C20H20O8,70389150.0
139589376,564.5,C30H28O11,CC1=CCC(C1)C(=O)OC2=C(C(=C(C(=C2O)C3=CC=C(C=C3)O)OC(=O)C[C@H](C)OC(=O)O)O)C4=CC=C(C=C4)O,"[4-[(3S)-3-carboxyoxybutanoyl]oxy-2,5-dihydroxy-3,6-bis(4-hydroxyphenyl)phenyl] 3-methylcyclopent-3-ene-1-carboxylate",2,0,C30H28O12,157991634.0
139588555,238.24,C12H14O5,C[C@@H](COC(=O)CC1=CC=C(C=C1)O)C(=O)O,(2S)-3-[2-(4-hydroxyphenyl)acetyl]oxy-2-methylpropanoic acid,1,0,C12H14O6,21881306.0
139588441,272.25,C15H12O5,C1[C@](C(=O)C2=C(O1)C=C(C=C2)O)(C3=CC=C(C=C3)O)O,"(3S)-3,7-dihydroxy-3-(4-hydroxyphenyl)-2H-chromen-4-one",2,0,C15H12O6,91184671.0
139588285,262.26,C14H14O5,COC(=O)CC(=O)/C=C(/C=C/C1=CC=C(C=C1)O)\O,"methyl (4Z,6E)-5-hydroxy-7-(4-hydroxyphenyl)-3-oxohepta-4,6-dienoate",2,0,C14H14O6,9817085.0
139588230,334.4,C22H22O3,CC(C)CC\1=C(C(=O)O/C1=C/C2=CC=CC=C2)CC3=CC=C(C=C3)O,(5E)-5-benzylidene-3-[(4-hydroxyphenyl)methyl]-4-(2-methylpropyl)furan-2-one,2,0,C22H22O4,232012.0
139587377,274.31,C16H18O4,C1CC(=O)C=C1CCC(=O)OCCC2=CC=C(C=C2)O,2-(4-hydroxyphenyl)ethyl 3-(3-oxocyclopenten-1-yl)propanoate,2,0,C16H18O5,10334394.0
139586577,298.29,C17H14O5,COCC1=C(C=CC2=C1OC=C(C2=O)C3=CC=C(C=C3)O)O,7-hydroxy-3-(4-hydroxyphenyl)-8-(methoxymethyl)chromen-4-one,2,0,C17H14O6,101041703.0
139586568,302.32,C17H18O5,C1=CC(=CC=C1CCOC(=O)C[C@H](C2=CC=C(C=C2)O)O)O,2-(4-hydroxyphenyl)ethyl (3R)-3-hydroxy-3-(4-hydroxyphenyl)propanoate,2,0,C17H18O6,5326313.0
139584998,276.28,C15H16O5,C1COC=C(C1=O)CC(=O)OCCC2=CC=C(C=C2)O,"2-(4-hydroxyphenyl)ethyl 2-(4-oxo-2,3-dihydropyran-5-yl)acetate",2,0,C15H16O6,10402064.0
139584202,300.3,C18H20O4,C[C@@H]1[C@H](O[C@H](C2=C(C=C(C(=C12)C)O)O)C3=CC=C(C=C3)O)C,"(1S,3R,4S)-1-(4-hydroxyphenyl)-3,4,5-trimethyl-3,4-dihydro-1H-isochromene-6,8-diol",3,0,C18H20O5,9995882.0
139583703,384.4,C21H20O7,CCOC1=C([C@](OC1=O)(CC2=CC=C(C=C2)O)C(=O)OC)C3=CC=C(C=C3)O,methyl (2R)-4-ethoxy-3-(4-hydroxyphenyl)-2-[(4-hydroxyphenyl)methyl]-5-oxofuran-2-carboxylate,2,0,C21H20O8,139464990.0
139583656,294.3,C19H18O3,CC/C(=C\C=C\C1=CC=C(C=C1)O)/C=C/C2=CC=CC(=O)O2,"6-[(1E,3E,5E)-3-ethyl-6-(4-hydroxyphenyl)hexa-1,3,5-trienyl]pyran-2-one",2,0,C19H18O4,9818148.0
139292036,436.4,C21H24O10,C1=CC(=C(C(=C1)OC2C(C(C(C(O2)CO)O)O)O)C(=O)O)CC(C3=CC=C(C=C3)O)O,"2-[2-hydroxy-2-(4-hydroxyphenyl)ethyl]-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoic acid",1,2,C21H24O11,142082614.0
139291901,340.4,C20H20O5,CC(=CCC1=CC(=C(C=C1O)O)C(=O)/C=C(/C2=CC=C(C=C2)O)\O)C,"(Z)-1-[2,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-3-hydroxy-3-(4-hydroxyphenyl)prop-2-en-1-one",2,0,C20H20O6,71406115.0
139262546,248.27,C14H16O4,CCOC(=O)[C@@H]1[C@H](CCC1=O)C2=CC=C(C=C2)O,"ethyl (1R,2S)-2-(4-hydroxyphenyl)-5-oxocyclopentane-1-carboxylate",1,0,C14H16O5,130755.0
139246841,288.29,C16H16O5,COC1=CC(=C(C=C1)CC(C(=O)C2=CC=C(C=C2)O)O)O,2-hydroxy-3-(2-hydroxy-4-methoxyphenyl)-1-(4-hydroxyphenyl)propan-1-one,1,0,C16H16O6,21477431.0
139246840,290.31,C16H18O5,COC1=CC(=C(C=C1)C(C(CC2=CC=C(C=C2)O)O)O)O,"1-(2-hydroxy-4-methoxyphenyl)-3-(4-hydroxyphenyl)propane-1,2-diol",1,0,C16H18O6,199584.0
139210699,276.28,C15H16O5,CC(C)(C1=CC=C(C=C1)O)/C(=C/C(=O)O)/C=C\C(=O)O,"(2E,4Z)-3-[2-(4-hydroxyphenyl)propan-2-yl]hexa-2,4-dienedioic acid",1,0,C15H16O6,10402064.0
139197917,454.6,C30H30O4,CC(C)(C1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O.C1=CC(=O)C=CC1=O,"cyclohexa-2,5-diene-1,4-dione;4-[2-[4-[2-(4-hydroxyphenyl)propan-2-yl]phenyl]propan-2-yl]phenol",1,0,C30H30O5,121459671.0
139196782,330.4,C22H18O3,C1=CC=C(C=C1)COC2=CC=C(C=C2)C(=O)/C=C/C3=CC=C(C=C3)O,(E)-3-(4-hydroxyphenyl)-1-(4-phenylmethoxyphenyl)prop-2-en-1-one,2,4,C22H18O4,232874.0
139195469,386.5,C23H30O5,C/C(=C/C(=O)C)/O.C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O.O,(Z)-4-hydroxypent-3-en-2-one;4-[1-(4-hydroxyphenyl)cyclohexyl]phenol;hydrate,1,0,C23H30O6,11133169.0
139194241,342.5,C22H30O3,CC(C)CO.C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[1-(4-hydroxyphenyl)cyclohexyl]phenol;2-methylpropan-1-ol,1,0,C22H30O4,10406117.0
139194240,342.5,C22H30O3,CC[C@H](C)O.C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,(2S)-butan-2-ol;4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,1,0,C22H30O4,10406117.0
139194239,342.5,C22H30O3,CCCCO.C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,butan-1-ol;4-[1-(4-hydroxyphenyl)cyclohexyl]phenol,1,0,C22H30O4,10406117.0
139089940,206.24,C12H14O3,C1C=C[C@@H]([C@H]([C@H]1O)O)C2=CC=C(C=C2)O,"(1S,2R,3R)-3-(4-hydroxyphenyl)cyclohex-4-ene-1,2-diol",1,0,C12H14O4,14394292.0
139088543,370.5,C23H30O4,COC(=O)CCCCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)O,methyl 10-[4-(4-hydroxyphenyl)phenoxy]decanoate,1,0,C23H30O5,59522372.0
139082788,322.31,C16H18O7,COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=C(C=C3)O)O.O.O,"(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one;dihydrate",1,0,C16H18O8,14859496.0
139082568,288.29,C16H16O5,COC1=CC2=C(C=C1)C(=O)[C@@H](CO2)C3=CC=C(C=C3)O.O,"(3R)-3-(4-hydroxyphenyl)-7-methoxy-2,3-dihydrochromen-4-one;hydrate",1,0,C16H16O6,21477431.0
139082131,328.4,C19H20O5,C1CC2=C([C@@H]([C@H]3C(=O)CCC[C@@]3(O2)O)C4=CC=C(C=C4)O)C(=O)C1,"(8aS,9S,10aS)-10a-hydroxy-9-(4-hydroxyphenyl)-2,3,4,5,6,7,8a,9-octahydroxanthene-1,8-dione",2,0,C19H20O6,11152106.0
139081796,272.25,C12H16O7,CO.C1=CC(=CC=C1C[C@@](CC(=O)O)(C(=O)O)O)O,(2R)-2-hydroxy-2-[(4-hydroxyphenyl)methyl]butanedioic acid;methanol,1,0,C12H16O8,69420966.0
139080679,274.27,C15H14O5,C1=CC(=CC=C1/C=C/C(=O)C2=C(C=C(C=C2)O)O)O.O,"(E)-1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one;hydrate",1,4,C15H14O6,90356439.0
139080029,232.23,C13H12O4,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)O)O.O,bis(4-hydroxyphenyl)methanone;hydrate,1,0,C13H12O5,68131336.0
139076717,324.4,C21H24O3,CCCCCCOC1=CC=C(C=C1)/C=C/C(=O)C2=CC=C(C=C2)O,(E)-3-(4-hexoxyphenyl)-1-(4-hydroxyphenyl)prop-2-en-1-one,2,4,C21H24O4,10854643.0
