Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID
49866363,906.9,C56H42O12,C1=CC(=CC=C1[C@@H]2[C@@H]3[C@@H]([C@H](C4=C3C5=C(C=C4O)O[C@H]([C@@H]5C6=CC(=CC(=C6)O)O)C7=CC=C(C=C7)O)C8=CC=C(C=C8)O)C9=C2C(=CC1=C9[C@H]([C@@H](O1)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O)O,"(1S,4R,5R,11S,12S,15R,16R,22S)-4,15-bis(3,5-dihydroxyphenyl)-5,11,16,22-tetrakis(4-hydroxyphenyl)-6,17-dioxahexacyclo[10.10.0.02,10.03,7.013,21.014,18]docosa-2(10),3(7),8,13(21),14(18),19-hexaene-9,20-diol",4,2,C56H42O13,101157338.0
49866362,906.9,C56H42O12,C1=CC(=CC=C1[C@@H]2[C@H]3[C@@H](C4=C([C@@H]2C5=C3C6=C(C=C5O)O[C@H]([C@@H]6C7=CC(=CC(=C7)O)O)C8=CC=C(C=C8)O)C9=C(C=C4O)O[C@H]([C@@H]9C1=CC(=CC(=C1)O)O)C1=CC=C(C=C1)O)C1=CC=C(C=C1)O)O,"(1R,4R,5R,11R,12S,15R,16R,22R)-4,15-bis(3,5-dihydroxyphenyl)-5,11,16,22-tetrakis(4-hydroxyphenyl)-6,17-dioxahexacyclo[10.9.1.02,10.03,7.013,21.014,18]docosa-2(10),3(7),8,13(21),14(18),19-hexaene-9,20-diol",10,49,C56H42O13,101157338.0
49866361,470.5,C28H22O7,C1=CC(=CC=C1[C@H]2[C@@H](C3=C4[C@H]([C@@H](OC4=C(C=C3)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)O)O,"(1R,8R,9S,16R)-8,16-bis(4-hydroxyphenyl)-15-oxatetracyclo[8.6.1.02,7.014,17]heptadeca-2(7),3,5,10(17),11,13-hexaene-4,6,9,13-tetrol",2,0,C28H22O8,155287.0
49866165,286.4,C18H22O3,C1=CC(=CC=C1C2=CC=C(C=C2)O)C(CCCCCO)O,"1-[4-(4-hydroxyphenyl)phenyl]hexane-1,6-diol",1,0,C18H22O4,4534.0
49852004,500.5,C30H28O7,COC1=C(C=C(C=C1)/C=C/C(=O)C(=CC2=CC=C(C=C2)O)C(=O)/C=C/C3=CC(=C(C=C3)OC)OC)OC,"(1E,6E)-1,7-bis(3,4-dimethoxyphenyl)-4-[(4-hydroxyphenyl)methylidene]hepta-1,6-diene-3,5-dione",1,0,C30H28O8,161590881.0
49840042,330.4,C22H18O3,C1=CC(=CC=C1/C=C/C2=CC=C(C=C2)O)/C=C/C3=CC(=CC(=C3)O)O,"5-[(E)-2-[4-[(E)-2-(4-hydroxyphenyl)ethenyl]phenyl]ethenyl]benzene-1,3-diol",1,0,C22H18O4,232874.0
49840041,330.4,C22H18O3,C1=CC(=CC=C1/C=C/C2=CC=C(C=C2)O)/C=C/C3=CC(=C(C=C3)O)O,"4-[(E)-2-[4-[(E)-2-(4-hydroxyphenyl)ethenyl]phenyl]ethenyl]benzene-1,2-diol",1,0,C22H18O4,232874.0
49832001,358.4,C21H26O5,CC(=O)O[C@H](CCCCC1=CC=C(C=C1)O)CCC2=CC(=C(C=C2)O)O,"[(3R)-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-yl] acetate",2,1,C21H26O6,563648.0
49831950,358.4,C21H26O5,CC(=O)O[C@@H](CCCCC1=CC=C(C=C1)O)CCC2=CC(=C(C=C2)O)O,"[(3S)-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)heptan-3-yl] acetate",2,1,C21H26O6,563648.0
49831947,356.4,C21H24O5,CC(=O)O[C@H](CC/C=C/C1=CC=C(C=C1)O)CCC2=CC(=C(C=C2)O)O,"[(E,3R)-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)hept-6-en-3-yl] acetate",3,1,C21H24O6,10571324.0
49831946,356.4,C21H24O5,CC(=O)O[C@@H](CC/C=C/C1=CC=C(C=C1)O)CCC2=CC(=C(C=C2)O)O,"[(E,3S)-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)hept-6-en-3-yl] acetate",3,1,C21H24O6,10571324.0
49831806,316.4,C19H24O4,C1=CC(=CC=C1CCCC[C@H](CCC2=CC(=C(C=C2)O)O)O)O,"4-[(3R)-3-hydroxy-7-(4-hydroxyphenyl)heptyl]benzene-1,2-diol",2,1,C19H24O5,636849.0
49831805,316.4,C19H24O4,C1=CC(=CC=C1CCCC[C@@H](CCC2=CC(=C(C=C2)O)O)O)O,"4-[(3S)-3-hydroxy-7-(4-hydroxyphenyl)heptyl]benzene-1,2-diol",3,1,C19H24O5,636849.0
49831756,314.4,C19H22O4,C1=CC(=CC=C1/C=C/CC[C@H](CCC2=CC(=C(C=C2)O)O)O)O,"4-[(E,3R)-3-hydroxy-7-(4-hydroxyphenyl)hept-6-enyl]benzene-1,2-diol",3,1,C19H22O5,466077.0
49831709,314.4,C19H22O4,C1=CC(=CC=C1/C=C/CC[C@@H](CCC2=CC(=C(C=C2)O)O)O)O,"4-[(E,3S)-3-hydroxy-7-(4-hydroxyphenyl)hept-6-enyl]benzene-1,2-diol",3,1,C19H22O5,466077.0
49831652,296.4,C19H20O3,C1=CC(=CC=C1CCC(=O)CC/C=C/C2=CC=C(C=C2)O)O,"(E)-1,7-bis(4-hydroxyphenyl)hept-6-en-3-one",4,1,C19H20O4,44603355.0
49831497,392.5,C23H36O5,C[C@@]1([C@H](CC(=O)O1)O)C[C@@](C)(CCCCCCCCCC2=CC=C(C=C2)O)O,"(4S,5S)-4-hydroxy-5-[(2R)-2-hydroxy-11-(4-hydroxyphenyl)-2-methylundecyl]-5-methyloxolan-2-one",2,0,C23H36O6,146177366.0
49831446,314.3,C18H18O5,CC1=C(C(=C(C(=C1O)C(=O)/C=C/C2=CC=C(C=C2)O)OC)C)O,"(E)-1-(2,4-dihydroxy-6-methoxy-3,5-dimethylphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one",4,14,C18H18O6,637304.0
49823294,294.4,C20H22O2,CCCC1C2=C(C=CC(=C2)O)C(=C1C3=CC=C(C=C3)O)CC,1-ethyl-2-(4-hydroxyphenyl)-3-propyl-3H-inden-5-ol,1,0,C20H22O3,145191701.0
49818115,462.4,C23H26O10,C1[C@@H](OC(=O)C2=C1C=C(C=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CCC4=CC=C(C=C4)O,"(3S)-8-hydroxy-3-[2-(4-hydroxyphenyl)ethyl]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydroisochromen-1-one",2,0,C23H26O11,145041833.0
49800901,458.5,C24H26O9,CC(C)(C(CC1=C(C=CC(=C1)C[C@@]2(C(=C(C(=O)O2)O)C3=CC=C(C=C3)O)C(=O)OC)O)O)O,"methyl (2R)-2-[[3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxyphenyl]methyl]-4-hydroxy-3-(4-hydroxyphenyl)-5-oxofuran-2-carboxylate",2,0,C24H26O10,70505639.0
49798813,252.26,C16H12O3,C1=CC(=CC=C1C2=CC3=C(C=C2)C(=C(C=C3)O)O)O,"6-(4-hydroxyphenyl)naphthalene-1,2-diol",1,0,C16H12O4,22624797.0
49798152,298.29,C17H14O5,CC(=O)C1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=C(C=C3)O)O,"(2S)-7-acetyl-5-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",4,0,C17H14O6,101041703.0
49787906,460.5,C24H28O9,CCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=CC(=C2)O)/C=C/C3=CC=C(C=C3)O)O)O)O,"[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[3-hydroxy-5-[(E)-2-(4-hydroxyphenyl)ethenyl]phenoxy]oxan-2-yl]methyl butanoate",3,0,C24H28O10,70525006.0
49777816,314.4,C19H22O4,C[C@@H]1[C@@H]([C@H](O[C@H]1C2=CC=C(C=C2)O)C3=CC(=C(C=C3)O)OC)C,"4-[(2S,3S,4R,5R)-5-(4-hydroxyphenyl)-3,4-dimethyloxolan-2-yl]-2-methoxyphenol",1,0,C19H22O5,466077.0
49776866,368.4,C21H20O6,CCCCOC(=O)CC1=C2C(=CC(=C1)O)OC(=CC2=O)C3=CC=C(C=C3)O,butyl 2-[7-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-5-yl]acetate,2,0,C21H20O7,72724506.0
49775377,330.3,C18H18O6,C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2COC(=O)/C=C/C3=CC=C(C=C3)O)O)O,"[(1R,4aR,5S,7aS)-1,5-dihydroxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-7-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",1,0,C18H18O7,139944528.0
49768365,518.5,C26H30O11,CC(=CCC1=C(C=C2C(=C1O)C(=O)[C@@H]([C@H](O2)C3=CC=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C,"(2R,3R)-3,5-dihydroxy-2-(4-hydroxyphenyl)-6-(3-methylbut-2-enyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",1,0,C26H30O12,160829025.0
46940049,258.269,C15H14O4,COC1=C(C=CC(=C1)CC(=O)C2=CC=C(C=C2)O)O,2-(4-hydroxy-3-methoxyphenyl)-1-(4-hydroxyphenyl)ethanone,1,1,C15H14O5,56981221.0
46939661,354.4,C21H22O5,CCC1=C(C2=C(C(C1=O)(CC)CC)OC(=CC2=O)C3=CC=C(C=C3)O)O,"6,8,8-triethyl-5-hydroxy-2-(4-hydroxyphenyl)chromene-4,7-dione",1,0,C21H22O6,69504945.0
46939156,376.5,C25H28O3,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)C=C(C4=CC(=O)CC[C@]34C)C5=CC=C(C=C5)O,"(8R,9S,10R,13S,14S)-6-(4-hydroxyphenyl)-10,13-dimethyl-2,8,9,11,12,14,15,16-octahydro-1H-cyclopenta[a]phenanthrene-3,17-dione",1,0,C25H28O4,11383791.0
46934540,422.5,C25H26O6,CC(=CCC/C(=C/COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O)/C)C,"3-[(2E)-3,7-dimethylocta-2,6-dienoxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",1,0,C25H26O7,102121475.0
46930026,364.4,C22H20O5,CC(=CCC1=C(C=CC(=C1)CC2=C(C(=O)OC2=O)C3=CC=C(C=C3)O)O)C,"3-[[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]methyl]-4-(4-hydroxyphenyl)furan-2,5-dione",4,0,C22H20O6,57354146.0
46930025,458.5,C24H26O9,CC(C)([C@H](CC1=C(C=CC(=C1)C[C@@]2(C(=C(C(=O)O2)O)C3=CC=C(C=C3)O)C(=O)OC)O)O)O,"methyl (2R)-2-[[3-[(2S)-2,3-dihydroxy-3-methylbutyl]-4-hydroxyphenyl]methyl]-4-hydroxy-3-(4-hydroxyphenyl)-5-oxofuran-2-carboxylate",2,0,C24H26O10,70505639.0
46918733,560.6,C32H32O9,COC1=C(C(=C(C=C1)[C@H]2CC3=CC(=C(C=C3OC2)O)C(C4=C(C=C(C=C4)O)O)C(CC5=CC=C(C=C5)O)O)O)OC,"4-[2-hydroxy-1-[(3R)-7-hydroxy-3-(2-hydroxy-3,4-dimethoxyphenyl)-3,4-dihydro-2H-chromen-6-yl]-3-(4-hydroxyphenyl)propyl]benzene-1,3-diol",2,0,C32H32O10,144203039.0
46914767,322.4,C20H18O4,C1CCC(C1)OC2=CC3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O,7-cyclopentyloxy-3-(4-hydroxyphenyl)chromen-4-one,2,12,C20H18O5,53262867.0
46914766,310.3,C19H18O4,CC(C)COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O,3-(4-hydroxyphenyl)-7-(2-methylpropoxy)chromen-4-one,2,12,C19H18O5,11174776.0
46914765,310.3,C19H18O4,CCCCOC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O,7-butoxy-3-(4-hydroxyphenyl)chromen-4-one,2,12,C19H18O5,11174776.0
46914615,296.3,C18H16O4,CCCOC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O,3-(4-hydroxyphenyl)-7-propoxychromen-4-one,2,12,C18H16O5,19049281.0
46911373,338.4,C21H22O4,CC(C1=C(C=C(C=C1)CC2CCCC2=O)C3=CC=C(C=C3)O)C(=O)O,2-[2-(4-hydroxyphenyl)-4-[(2-oxocyclopentyl)methyl]phenyl]propanoic acid,1,0,C21H22O5,10338211.0
46905139,476.5,C25H32O9,C1=CC(=CC=C1CC[C@@H](CC(=O)CCC2=CC=C(C=C2)O)O[C@H]3[C@@H]([C@@H]([C@H]([C@H](O3)CO)O)O)O)O,"(5S)-1,7-bis(4-hydroxyphenyl)-5-[(2R,3R,4R,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyheptan-3-one",2,0,C25H32O10,143162880.0
46899653,222.28,C13H18O3,CC(C)CC(=O)[C@H](CC1=CC=C(C=C1)O)O,(2S)-2-hydroxy-1-(4-hydroxyphenyl)-5-methylhexan-3-one,2,4,C13H18O4,120664.0
46899652,264.32,C15H20O4,CC(C)CC(=O)[C@H](CC1=CC=C(C=C1)O)OC(=O)C,[(2S)-1-(4-hydroxyphenyl)-5-methyl-3-oxohexan-2-yl] acetate,4,0,C15H20O5,10923947.0
46899430,252.26,C16H12O3,CC1=C(C(=O)OC2=CC=CC=C12)C3=CC=C(C=C3)O,3-(4-hydroxyphenyl)-4-methylchromen-2-one,1,0,C16H12O4,22624797.0
46892318,680.7,C42H32O9,C1[C@H](C2=C(C=C(C=C2O)O)[C@@H]3[C@H](OC4=C3C1=C5[C@H]([C@@H](OC5=C4)C6=CC=C(C=C6)O)C7=CC(=CC(=C7)O)O)C8=CC=C(C=C8)O)C9=CC=C(C=C9)O,"(3R,4R,10S,11S,18S)-3-(3,5-dihydroxyphenyl)-4,10,18-tris(4-hydroxyphenyl)-5,9-dioxapentacyclo[9.8.1.02,6.08,20.012,17]icosa-1,6,8(20),12(17),13,15-hexaene-14,16-diol",2,0,C42H32O10,23900016.0
46890015,906.9,C56H42O12,C1=CC(=CC=C1[C@@H]2[C@H](C3=C(C=C(C=C3O2)O)/C=C/C4=CC5=C(C=C4)OC([C@H]5C6=C7[C@@H](C(OC7=CC(=C6)O)C8=CC=C(C=C8)O)C9=CC(=CC(=C9)O)O)C1=CC=C(C=C1)O)C1=CC(=CC(=C1)O)O)O,"5-[(2S,3S)-4-[(E)-2-[(3S)-3-[(3S)-3-(3,5-dihydroxyphenyl)-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-4-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-5-yl]ethenyl]-6-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",1,0,C56H42O13,101157338.0
46890011,680.7,C42H32O9,C1=CC(=CC(=C1)O)[C@@H]2[C@H](C3=C(C=C(C=C3O2)O)/C=C/C4=CC=C(C=C4)O)C5=CC6=C(C(=C5)O)O[C@H]([C@@H]6C7=CC(=CC(=C7)O)O)C8=CC=C(C=C8)O,"5-[(2R,3R)-7-hydroxy-5-[(2S,3S)-6-hydroxy-2-(3-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]-2-(4-hydroxyphenyl)-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol",4,0,C42H32O10,23900016.0
46889081,594.6,C30H42O12,C1[C@]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](CCCCC3=CC=C(C=C3)O)CCC4=CC=C(C=C4)O)O)O)O)O)(CO)O,"(2R,3R,4S,5S,6R)-2-[(3R)-1,7-bis(4-hydroxyphenyl)heptan-3-yl]oxy-6-[[(2R,3S,4S)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]oxane-3,4,5-triol",7,11,C30H42O13,144756145.0
46888697,330.4,C19H22O5,C1=CC(=CC=C1CC(CC(=O)CCCC2=CC(=C(C=C2)O)O)O)O,"7-(3,4-dihydroxyphenyl)-2-hydroxy-1-(4-hydroxyphenyl)heptan-4-one",1,0,C19H22O6,9841162.0
46888650,298.4,C19H22O3,C1=CC=C(C=C1)CCCC(=O)CC(CC2=CC=C(C=C2)O)O,2-hydroxy-1-(4-hydroxyphenyl)-7-phenylheptan-4-one,1,3,C19H22O4,10335780.0
46888591,298.4,C19H22O3,C1=CC=C(C=C1)CCC(CC(=O)CCC2=CC=C(C=C2)O)O,5-hydroxy-1-(4-hydroxyphenyl)-7-phenylheptan-3-one,2,3,C19H22O4,10335780.0
46888399,314.4,C19H22O4,C1=CC(=CC=C1CCCC(=O)CC(CC2=CC=C(C=C2)O)O)O,"2-hydroxy-1,7-bis(4-hydroxyphenyl)heptan-4-one",1,3,C19H22O5,466077.0
46887507,354.4,C21H22O5,CC(C)/C=C/CC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=CC=C(C=C3)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[(E)-4-methylpent-2-enyl]-2,3-dihydrochromen-4-one",1,0,C21H22O6,69504945.0
46886731,314.3,C18H18O5,CC1=C(C(=C2C(=C1O)C(=O)[C@@H](CO2)CC3=CC=C(C=C3)O)C)O,"(3R)-5,7-dihydroxy-3-[(4-hydroxyphenyl)methyl]-6,8-dimethyl-2,3-dihydrochromen-4-one",5,1,C18H18O6,637304.0
46886730,330.3,C18H18O6,CC1=C(C2=C(C(=C1O)OC)OC[C@H](C2=O)CC3=CC=C(C=C3)O)O,"(3R)-5,7-dihydroxy-3-[(4-hydroxyphenyl)methyl]-8-methoxy-6-methyl-2,3-dihydrochromen-4-one",5,0,C18H18O7,139944528.0
46885722,466.5,C33H22O3,C1=CC=C(C=C1)C(=C2C=CC(=O)C=C2)C3=C(C=CC=C3C4=CC=C(C=C4)O)C#CC5=CC=C(C=C5)O,"4-[[2-(4-hydroxyphenyl)-6-[2-(4-hydroxyphenyl)ethynyl]phenyl]-phenylmethylidene]cyclohexa-2,5-dien-1-one",2,1,C33H22O4,129244895.0
46883348,256.3,C16H16O3,CC1=C(C=CC2=C1O[C@H](CC2)C3=CC=C(C=C3)O)O,"(2R)-2-(4-hydroxyphenyl)-8-methyl-3,4-dihydro-2H-chromen-7-ol",4,4,C16H16O4,10016063.0
46883199,256.3,C16H16O3,C1[C@H](COC2=C1C=CC(=C2)O)CC3=CC=C(C=C3)O,"(3R)-3-[(4-hydroxyphenyl)methyl]-3,4-dihydro-2H-chromen-7-ol",2,0,C16H16O4,10016063.0
46883147,286.32,C17H18O4,COC1=C(C=C2C[C@H](COC2=C1)CC3=CC=C(C=C3)O)O,"(3R)-3-[(4-hydroxyphenyl)methyl]-7-methoxy-3,4-dihydro-2H-chromen-6-ol",2,0,C17H18O5,9972142.0
46879134,298.29,C17H14O5,COC1=C(C=C2C(=C1)C(=CC(=O)O2)C3=CC=C(C=C3)O)OC,"4-(4-hydroxyphenyl)-6,7-dimethoxychromen-2-one",1,0,C17H14O6,101041703.0
46873064,440.4,C27H20O6,C1=CC(=CC=C1C2=C3C(=C(C=C2)CO)C(=O)OC3(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O)O,"7-(hydroxymethyl)-3,3,4-tris(4-hydroxyphenyl)-2-benzofuran-1-one",3,1,C27H20O7,135035252.0
46871762,350.4,C22H22O4,C1CCC(CC1)COC2=CC=CC3=C2C(=O)C(=CO3)C4=CC=C(C=C4)O,5-(cyclohexylmethoxy)-3-(4-hydroxyphenyl)chromen-4-one,3,2,C22H22O5,21134661.0
46868761,292.4,C18H28O3,CCCCCCCCCC(=O)OCCC1=CC=C(C=C1)O,2-(4-hydroxyphenyl)ethyl decanoate,1,2,C18H28O4,23426232.0
46868629,264.36,C16H24O3,CCCCCCCC(=O)OCCC1=CC=C(C=C1)O,2-(4-hydroxyphenyl)ethyl octanoate,1,1,C16H24O4,639572.0
46845193,380.4,C23H24O5,CC(=CCC1=C(C2=C(C/C(=C/C3=CC=C(C=C3)O)/C2(C(=O)OC)O)C=C1)O)C,"methyl (2Z)-1,7-dihydroxy-2-[(4-hydroxyphenyl)methylidene]-6-(3-methylbut-2-enyl)-3H-indene-1-carboxylate",2,0,C23H24O6,70160367.0
46844820,406.5,C25H26O5,CC1=C[C@H]([C@@H](CC1)C(=C)C)C2=C(C3=C(C=C2O)OC[C@H](C3=O)C4=CC=C(C=C4)O)O,"(3R)-5,7-dihydroxy-3-(4-hydroxyphenyl)-6-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-2,3-dihydrochromen-4-one",2,0,C25H26O6,21154694.0
46838355,348.3,C18H20O7,C1=CC(=CC=C1C2=CC=C(C=C2)O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,"(2R,3S,4S,5S,6R)-2-(hydroxymethyl)-6-[4-(4-hydroxyphenyl)phenoxy]oxane-3,4,5-triol",1,1,C18H20O8,66684813.0
46838286,390.5,C26H30O3,CC(=CCC[C@](C)(/C=C/C1=CC=C(C=C1)O)/C=C/C2=CC(=C(C=C2)OC)C=O)C,"5-[(1E,3R)-3-[(E)-2-(4-hydroxyphenyl)ethenyl]-3,7-dimethylocta-1,6-dienyl]-2-methoxybenzaldehyde",2,0,C26H30O4,3078707.0
46833998,506.5,C25H30O11,CC(=C[C@@H]1[C@H](/C(=C\CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C\C3=CC=C(C=C3)O)O)O)O)/C(=O)O1)O)C,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2E)-2-[(4S,5R)-4-hydroxy-5-(2-methylprop-1-enyl)-2-oxooxolan-3-ylidene]ethoxy]oxan-2-yl]methyl (Z)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C25H30O12,53447178.0
46833714,506.5,C25H30O11,CC(=C[C@@H]1[C@H](/C(=C\CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC=C(C=C3)O)O)O)O)/C(=O)O1)O)C,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2E)-2-[(4S,5R)-4-hydroxy-5-(2-methylprop-1-enyl)-2-oxooxolan-3-ylidene]ethoxy]oxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C25H30O12,53447178.0
46833713,506.5,C25H30O11,CC(=C[C@@H]1[C@H](/C(=C/CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C\C3=CC=C(C=C3)O)O)O)O)/C(=O)O1)O)C,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2Z)-2-[(4S,5R)-4-hydroxy-5-(2-methylprop-1-enyl)-2-oxooxolan-3-ylidene]ethoxy]oxan-2-yl]methyl (Z)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C25H30O12,53447178.0
46833712,506.5,C25H30O11,CC(=C[C@@H]1[C@H](/C(=C/CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC=C(C=C3)O)O)O)O)/C(=O)O1)O)C,"[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(2Z)-2-[(4S,5R)-4-hydroxy-5-(2-methylprop-1-enyl)-2-oxooxolan-3-ylidene]ethoxy]oxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",2,0,C25H30O12,53447178.0
46831049,316.3,C17H16O6,CC1=C(C(=C2C(=C1O)C(=O)[C@@H]([C@H](O2)C3=CC=C(C=C3)O)O)C)O,"(2R,3R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-6,8-dimethyl-2,3-dihydrochromen-4-one",2,0,C17H16O7,132556727.0
46831048,316.3,C17H16O6,CC1=C(C(=C2C(=C1O)C(=O)[C@H]([C@H](O2)C3=CC=C(C=C3)O)O)C)O,"(2R,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-6,8-dimethyl-2,3-dihydrochromen-4-one",2,0,C17H16O7,132556727.0
46830469,680.7,C42H32O9,C1=CC(=CC=C1/C=C\C2=C3[C@@H]([C@H](OC3=CC4=C2[C@@H]([C@H](O4)C5=CC=C(C=C5)O)C6=CC(=CC(=C6)O)O)C7=CC=C(C=C7)O)C8=CC(=CC(=C8)O)O)O,"5-[(2S,3S,5S,6S)-3-(3,5-dihydroxyphenyl)-2,6-bis(4-hydroxyphenyl)-4-[(Z)-2-(4-hydroxyphenyl)ethenyl]-2,3,5,6-tetrahydrofuro[3,2-f][1]benzofuran-5-yl]benzene-1,3-diol",2,18,C42H32O10,23900016.0
46830468,680.7,C42H32O9,C1=CC(=CC=C1/C=C\C2=C3[C@H]([C@H](OC3=CC4=C2[C@H]([C@@H](O4)C5=CC=C(C=C5)O)C6=CC(=CC(=C6)O)O)C7=CC=C(C=C7)O)C8=CC(=CC(=C8)O)O)O,"5-[(2S,3R,5R,6R)-3-(3,5-dihydroxyphenyl)-2,6-bis(4-hydroxyphenyl)-4-[(Z)-2-(4-hydroxyphenyl)ethenyl]-2,3,5,6-tetrahydrofuro[3,2-f][1]benzofuran-5-yl]benzene-1,3-diol",2,0,C42H32O10,23900016.0
46830467,680.7,C42H32O9,C1=CC(=CC=C1/C=C/C2=C3[C@H]([C@H](OC3=CC4=C2[C@H]([C@@H](O4)C5=CC=C(C=C5)O)C6=CC(=CC(=C6)O)O)C7=CC=C(C=C7)O)C8=CC(=CC(=C8)O)O)O,"5-[(2S,3R,5R,6R)-3-(3,5-dihydroxyphenyl)-2,6-bis(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3,5,6-tetrahydrofuro[3,2-f][1]benzofuran-5-yl]benzene-1,3-diol",3,374,C42H32O10,23900016.0
46703049,338.4,C21H22O4,CC(C)CCOC1=CC=CC2=C1C(=O)C(=CO2)CC3=CC=C(C=C3)O,3-[(4-hydroxyphenyl)methyl]-5-(3-methylbutoxy)chromen-4-one,1,0,C21H22O5,10338211.0
46703045,364.4,C23H24O4,C1CCC(CC1)COC2=CC=CC3=C2C(=O)C(=CO3)CC4=CC=C(C=C4)O,5-(cyclohexylmethoxy)-3-[(4-hydroxyphenyl)methyl]chromen-4-one,2,0,C23H24O5,11596041.0
46702071,432.4,C25H20O7,COC1=C(C(=C(C(=C1)O)C(=O)/C=C/C2=CC=C(C=C2)O)O)C(=O)/C=C/C3=CC=C(C=C3)O,"(E)-1-[2,6-dihydroxy-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]-4-methoxyphenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one",1,0,C25H20O8,70018259.0
