Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count
163092810,474.5,C27H22O8,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC(=C(C=C5)OC)OC)O4)O,"2-[(3,4-dimethoxyphenyl)methylidene]-9-(3-hydroxy-4-methoxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163092532,286.28,C16H14O5,COC1=C(C=C(C=C1)[C@H]2CC(=O)C3=C(O2)C=CC(=C3)O)O,"(2R)-6-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
163092531,286.28,C16H14O5,COC1=C(C=C(C=C1)C2CC(=O)C3=C(O2)C=CC(=C3)O)O,"6-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
163092421,474.5,C27H22O8,COC1=CC(=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC(=C(C=C5)OC)O)OC,"2-[(2,4-dimethoxyphenyl)methylidene]-9-(3-hydroxy-4-methoxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163092402,458.4,C26H18O8,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC6=C(C=C5)OCO6)O4)O,"2-(1,3-benzodioxol-5-ylmethylidene)-9-(3-hydroxy-4-methoxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163092068,456.5,C28H24O6,CC(C)C1=CC=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC(=C(C=C5)OC)O,"9-(3-hydroxy-4-methoxyphenyl)-2-[(4-propan-2-ylphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163091685,726.7,C33H42O18,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)C=CC6=CC(=C(C=C6)OC)O)O)OC(=O)C,"[(2S,3R,4R,5R,6S)-5-acetyloxy-4-hydroxy-2-[[(1S,2S,4S,5S,6R,10S)-2-(hydroxymethyl)-10-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,9-dioxatricyclo[4.4.0.02,4]dec-7-en-5-yl]oxy]-6-methyloxan-3-yl] 3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate",0,0
163091531,444.4,C26H20O7,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC=CC=C5OC)O4)O,"9-(3-hydroxy-4-methoxyphenyl)-2-[(2-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163091361,256.29,C13H20O5,COC1=C(C=C(C=C1)CC[C@@H](C[C@H](CO)O)O)O,"(2R,4S)-6-(3-hydroxy-4-methoxyphenyl)hexane-1,2,4-triol",0,0
163091360,256.29,C13H20O5,COC1=C(C=C(C=C1)CCC(CC(CO)O)O)O,"6-(3-hydroxy-4-methoxyphenyl)hexane-1,2,4-triol",0,0
163091165,414.4,C25H18O6,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC=CC=C5)O4)O,"2-benzylidene-9-(3-hydroxy-4-methoxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090863,468.5,C28H20O7,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC6=CC=CC=C6OC5)O,"9-(2H-chromen-3-yl)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090727,394.4,C23H22O6,CC(C)CC1CC(=O)OC2=C1C3=C(C=C2)C(=O)C(=CC4=CC(=C(C=C4)OC)O)O3,"2-[(3-hydroxy-4-methoxyphenyl)methylidene]-9-(2-methylpropyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090712,474.5,C27H22O8,COC1=CC(=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC(=C(C=C5)OC)O)O4)OC,"9-(2,4-dimethoxyphenyl)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090697,430.4,C25H18O7,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC=C(C=C5)O)O,"2-[(3-hydroxy-4-methoxyphenyl)methylidene]-9-(4-hydroxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090668,404.4,C23H16O7,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC=CO5)O,"9-(furan-2-yl)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090623,460.4,C26H20O8,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC(=C(C=C5)OC)O)O,"9-(3-hydroxy-4-methoxyphenyl)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090427,458.4,C26H18O8,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC6=C(C=C5)OCO6)O,"9-(1,3-benzodioxol-5-yl)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090142,472.4,C27H20O8,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=CC6=C(C=C5)OCCO6)O4)O,"2-(2,3-dihydro-1,4-benzodioxin-6-ylmethylidene)-9-(3-hydroxy-4-methoxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090064,490.5,C27H22O9,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC(=C(C(=C5)OC)O)OC)O,"9-(4-hydroxy-3,5-dimethoxyphenyl)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090054,430.4,C25H18O7,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC(=CC=C5)O)O,"2-[(3-hydroxy-4-methoxyphenyl)methylidene]-9-(3-hydroxyphenyl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163090052,488.4,C27H20O9,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=CC6=C(C(=C5)OC)OCO6)O,"2-[(3-hydroxy-4-methoxyphenyl)methylidene]-9-(7-methoxy-1,3-benzodioxol-5-yl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163089935,482.4,C28H18O8,COC1=C(C=C(C=C1)C=C2C(=O)C3=C(O2)C4=C(C=C3)OC(=O)CC4C5=COC6=CC=CC=C6C5=O)O,"2-[(3-hydroxy-4-methoxyphenyl)methylidene]-9-(4-oxochromen-3-yl)-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163089886,656.5,C31H28O16,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,"[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[3,5,6-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-oxochromen-7-yl]oxyoxan-2-yl]methyl 3-(3,4-dihydroxyphenyl)prop-2-enoate",0,0
163088385,520.4,C24H24O13,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C(=O)OC)O)O)O)OC)O)O,"methyl (2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylate",0,0
163088384,520.4,C24H24O13,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C(=O)OC)O)O)O)OC)O)O,"methyl (2S,3S,4R,5R,6R)-3,4,5-trihydroxy-6-[5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylate",0,0
163088383,520.4,C24H24O13,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)OC)O)O)O)OC)O)O,"methyl 3,4,5-trihydroxy-6-[5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6-methoxy-4-oxochromen-7-yl]oxyoxane-2-carboxylate",0,0
163088179,464.4,C22H24O11,COC1=C(C=C(C=C1)[C@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"(2R)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0
163088178,464.4,C22H24O11,COC1=C(C=C(C=C1)[C@H]2CC(=O)C3=C(C=C(C=C3O2)O[C@@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,"(2R)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0
163087947,398.4,C23H26O6,CC(=CCC1=C2C(=C(C=C1OC)OC)C(=O)CC(O2)C3=CC(=C(C=C3)OC)O)C,"2-(3-hydroxy-4-methoxyphenyl)-5,7-dimethoxy-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one",0,1
163086478,648.9,C38H64O8,COC1=C(C=C(C=C1)C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO)O)O,"[(2R)-2,3-dihydroxypropyl] 25-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyloxy]pentacosanoate",0,0
163086477,648.9,C38H64O8,COC1=C(C=C(C=C1)C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O)O,"2,3-dihydroxypropyl 25-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyloxy]pentacosanoate",0,0
163085999,384.4,C21H20O7,CC1(C=CC2=C(O1)C=C(C3=C2OC(C(C3=O)O)C4=CC(=C(C=C4)OC)O)O)C,"3,5-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-8,8-dimethyl-2,3-dihydropyrano[2,3-h]chromen-4-one",0,0
163085626,504.5,C28H24O9,COC1=C(C=C(C=C1)C2CC(=O)OC3=C2C4=C(C=C3)C(=O)C(=CC5=C(C(=C(C=C5)OC)OC)OC)O4)O,"9-(3-hydroxy-4-methoxyphenyl)-2-[(2,3,4-trimethoxyphenyl)methylidene]-8,9-dihydrofuro[2,3-f]chromene-3,7-dione",0,0
163085432,558.9,C36H62O4,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=CC1=CC(=C(C=C1)OC)O,hexacosyl 3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate,3,0
163085406,1121.3,C57H84O22,C[C@@H]1[C@@H]2[C@@H](C[C@@]3([C@@]2(CC[C@]45[C@@H]3CC[C@H]6[C@]4(C5)CC[C@H](C6(C)C)O[C@@H]7[C@H]([C@H]([C@@H](CO7)O)O)O[C@@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@H]([C@@H]([C@H]([C@H](O9)COC(=O)C=CC2=CC(=C(C=C2)OC)O)O)O)O)C)C)O[C@@]2([C@@H]1OC([C@@H]2O)(C)C)O,"[(2R,3R,4R,5S,6S)-6-[(2R,3R,4S,5R,6R)-2-[(2R,3S,4S,5R)-2-[[(1S,2R,5S,7R,10R,12S,15R,16S,17R,18R,21S,22S,24R)-21,22-dihydroxy-1,6,6,15,17,20,20-heptamethyl-19,23-dioxaheptacyclo[13.10.0.02,12.05,10.010,12.016,24.018,22]pentacosan-7-yl]oxy]-4,5-dihydroxyoxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate",0,0
163085405,1121.3,C57H84O22,C[C@H]1[C@H]2[C@H](C[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@H]6[C@]4(C5)CC[C@H](C6(C)C)O[C@@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COC(=O)/C=C/C2=CC(=C(C=C2)OC)O)O)O)O)C)C)O[C@]2([C@@H]1OC([C@@H]2O)(C)C)O,"[(2R,3S,4S,5R,6R)-6-[(2R,3R,4S,5S,6R)-2-[(2R,3R,4S,5R)-2-[[(1S,2S,5S,7R,10R,12S,15R,16R,17S,18R,21S,22R,24S)-21,22-dihydroxy-1,6,6,15,17,20,20-heptamethyl-19,23-dioxaheptacyclo[13.10.0.02,12.05,10.010,12.016,24.018,22]pentacosan-7-yl]oxy]-4,5-dihydroxyoxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate",0,0
163085404,1121.3,C57H84O22,C[C@H]1[C@H]2[C@H](C[C@@]3([C@@]2(CC[C@]45[C@H]3CC[C@@H]6[C@]4(C5)CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)COC(=O)C=CC2=CC(=C(C=C2)OC)O)O)O)O)C)C)O[C@]2([C@@H]1OC([C@H]2O)(C)C)O,"[(2R,3S,4S,5R,6S)-6-[(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5R)-2-[[(1S,2S,5R,7S,10R,12S,15R,16R,17S,18R,21R,22R,24S)-21,22-dihydroxy-1,6,6,15,17,20,20-heptamethyl-19,23-dioxaheptacyclo[13.10.0.02,12.05,10.010,12.016,24.018,22]pentacosan-7-yl]oxy]-4,5-dihydroxyoxan-3-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate",0,0
163084046,362.3,C18H18O8,COC1C(OC2=CC(=C(C(=C2C1=O)O)O)OC)C3=CC(=C(C=C3)OC)O,"5,6-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,7-dimethoxy-2,3-dihydrochromen-4-one",0,0
163082857,328.3,C18H16O6,COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)OC)OC)O,"3-(3-hydroxy-4-methoxyphenyl)-6,7-dimethoxychromen-4-one",3,0
163082383,376.4,C19H20O8,COC1=C(C=C(C=C1)C[C@]2(COC3=C(C2=O)C(=CC(=C3OC)OC)O)O)O,"(3R)-3,5-dihydroxy-3-[(3-hydroxy-4-methoxyphenyl)methyl]-7,8-dimethoxy-2H-chromen-4-one",0,0
163082382,376.4,C19H20O8,COC1=C(C=C(C=C1)C[C@@]2(COC3=C(C2=O)C(=CC(=C3OC)OC)O)O)O,"(3S)-3,5-dihydroxy-3-[(3-hydroxy-4-methoxyphenyl)methyl]-7,8-dimethoxy-2H-chromen-4-one",2,0
163079817,464.4,C22H24O11,COC1=C(C=C(C=C1)[C@@H]2CCC3=C(C=C(C=C3O2)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,"(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[[(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-2-carboxylic acid",0,0
163079816,464.4,C22H24O11,COC1=C(C=C(C=C1)[C@@H]2CCC3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[[(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-2-carboxylic acid",0,0
163079815,464.4,C22H24O11,COC1=C(C=C(C=C1)[C@@H]2CCC3=C(C=C(C=C3O2)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,"(2S,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[[(2S)-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-2-carboxylic acid",0,0
163079814,464.4,C22H24O11,COC1=C(C=C(C=C1)C2CCC3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,"3,4,5-trihydroxy-6-[[5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-3,4-dihydro-2H-chromen-7-yl]oxy]oxane-2-carboxylic acid",0,0
163079110,538.5,C26H34O12,COC1=C(C=C(C=C1)[C@H]2[C@H]([C@H](CO2)[C@@H](C3=CC(=C(C=C3)OC)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O,"(2R,3R,4S,5S,6R)-2-[(S)-(3-hydroxy-4-methoxyphenyl)-[(3R,4R,5R)-5-(3-hydroxy-4-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0,0
163079109,538.5,C26H34O12,COC1=C(C=C(C=C1)[C@H]2[C@H]([C@H](CO2)[C@@H](C3=CC(=C(C=C3)OC)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)CO)O)O)O)CO)O,"(2R,3R,4R,5S,6R)-2-[(S)-(3-hydroxy-4-methoxyphenyl)-[(3R,4R,5R)-5-(3-hydroxy-4-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0,0
163079108,538.5,C26H34O12,COC1=C(C=C(C=C1)C2C(C(CO2)C(C3=CC(=C(C=C3)OC)O)OC4C(C(C(C(O4)CO)O)O)O)CO)O,"2-[(3-hydroxy-4-methoxyphenyl)-[5-(3-hydroxy-4-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0,0
163078893,460.4,C22H20O11,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,"(2S,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[3-(3-hydroxy-4-methoxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",0,0
163078892,460.4,C22H20O11,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O)O,"3,4,5-trihydroxy-6-[3-(3-hydroxy-4-methoxyphenyl)-4-oxochromen-7-yl]oxyoxane-2-carboxylic acid",0,0
163078585,462.4,C22H22O11,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-8-[(2R,3S,4S,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",0,0
163078158,772.7,C34H44O20,C[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O[C@H]6[C@@H]([C@H]([C@H]([C@@H](O6)CO)O)O)O)O)O)O)O)O,"(2S)-7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",2,0
163077618,478.4,C22H22O12,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",2,0
163077617,478.4,C22H22O12,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@H]([C@H]([C@H]([C@@H](O4)CO)O)O)O)O,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-[(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0
163077616,478.4,C22H22O12,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0
163076721,302.28,C16H14O6,COC1=C(C=C(C=C1)C[C@@]2(C(=O)C3=C(O2)C=C(C=C3)O)O)O,"(2R)-2,6-dihydroxy-2-[(3-hydroxy-4-methoxyphenyl)methyl]-1-benzofuran-3-one",0,0
163075223,856.8,C39H52O21,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)C=CC3=CC(=C(C=C3)O)OC)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OCCC5=CC(=C(C=C5)OC)O)O)O)O)OC(=O)C,"[(2R,3R,4R,5R,6R)-4-[(2S,3R,4S,5R,6S)-5-acetyloxy-3,4-dihydroxy-6-methyloxan-2-yl]oxy-5-hydroxy-6-[2-(3-hydroxy-4-methoxyphenyl)ethoxy]-2-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-3-yl] 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",0,0
163075222,856.8,C39H52O21,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)OC)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)OC)O)O)O)O)OC(=O)C,"[4-(5-acetyloxy-3,4-dihydroxy-6-methyloxan-2-yl)oxy-5-hydroxy-6-[2-(3-hydroxy-4-methoxyphenyl)ethoxy]-2-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-3-yl] 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",0,0
163075106,318.28,C16H14O7,COC1=C(C=C(C=C1)[C@@H]2[C@@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"(2R,3S)-3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
163075105,318.28,C16H14O7,COC1=C(C=C(C=C1)[C@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"(2S,3R)-3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
163073765,608.5,C28H32O15,C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O,"7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)chromen-4-one",0,0
163073174,490.4,C23H22O12,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C4=C(C=C3O2)OCO4)OC)O[C@@H]5[C@H]([C@@H]([C@H](CO5)O)O)O)O,"6-(3-hydroxy-4-methoxyphenyl)-9-methoxy-7-[(2R,3S,4R,5S)-3,4,5-trihydroxyoxan-2-yl]oxy-[1,3]dioxolo[4,5-g]chromen-8-one",0,0
163073173,490.4,C23H22O12,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C4=C(C=C3O2)OCO4)OC)O[C@@H]5[C@@H]([C@@H]([C@H](CO5)O)O)O)O,"6-(3-hydroxy-4-methoxyphenyl)-9-methoxy-7-[(2R,3R,4R,5S)-3,4,5-trihydroxyoxan-2-yl]oxy-[1,3]dioxolo[4,5-g]chromen-8-one",0,0
163072828,226.23,C11H14O5,COC1=C(C=C(C=C1)C[C@@H](C(=O)O)OC)O,(2S)-3-(3-hydroxy-4-methoxyphenyl)-2-methoxypropanoic acid,0,0
163072827,226.23,C11H14O5,COC1=C(C=C(C=C1)C[C@H](C(=O)O)OC)O,(2R)-3-(3-hydroxy-4-methoxyphenyl)-2-methoxypropanoic acid,0,0
163072826,226.23,C11H14O5,COC1=C(C=C(C=C1)CC(C(=O)O)OC)O,3-(3-hydroxy-4-methoxyphenyl)-2-methoxypropanoic acid,0,1
163070994,318.32,C17H18O6,COC1=CC(=C(C=C1)O)C(=O)[C@H](CO)C2=CC(=C(C=C2)OC)O,(2S)-3-hydroxy-1-(2-hydroxy-5-methoxyphenyl)-2-(3-hydroxy-4-methoxyphenyl)propan-1-one,0,0
163070993,318.32,C17H18O6,COC1=CC(=C(C=C1)O)C(=O)C(CO)C2=CC(=C(C=C2)OC)O,3-hydroxy-1-(2-hydroxy-5-methoxyphenyl)-2-(3-hydroxy-4-methoxyphenyl)propan-1-one,0,0
163069021,779.1,C48H74O8,COC1=C(C=C(C=C1)C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=CC2=CC(=C(C=C2)OC)O)O,28-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyloxy]octacosyl 3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate,0,0
