Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count
175608112,340.5,C19H32O5,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)OC)O)O.CCO,ethanol;5-hydroxy-1-(3-hydroxy-4-methoxyphenyl)decan-3-one,0,0
175575219,300.26,C16H12O6,COC1=C(C=C(C=C1)C2=C(C3=C(C=C(C=C3)O)OC2=O)O)O,"4,7-dihydroxy-3-(3-hydroxy-4-methoxyphenyl)chromen-2-one",0,0
175572054,342.3,C19H18O6,COC1=C(C=C(C=C1)C=C2C(COC2=O)C3=C(C(=CC=C3)OC)O)O,4-(2-hydroxy-3-methoxyphenyl)-3-[(3-hydroxy-4-methoxyphenyl)methylidene]oxolan-2-one,0,0
175520671,678.6,C34H30O15,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O.COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC)O.O,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxychromen-4-one;hydrate",0,0
175504031,346.4,C20H26O5,CCC(C1=CC=C(C=C1)OC)(C(CCC2=CC(=C(C=C2)OC)O)O)O,"1-(3-hydroxy-4-methoxyphenyl)-4-(4-methoxyphenyl)hexane-3,4-diol",0,0
175504030,346.4,C20H26O5,COC1=CC=C(C=C1)CCCC(CCC2=CC(=C(C=C2)OC)O)(O)O,"1-(3-hydroxy-4-methoxyphenyl)-6-(4-methoxyphenyl)hexane-3,3-diol",0,0
175503354,364.3,C18H20O8,CC(C1=CC(=C(C=C1)OC)O)C2=CC(=O)C3=C(O2)C(C(C(C3O)O)O)O,"5,6,7,8-tetrahydroxy-2-[1-(3-hydroxy-4-methoxyphenyl)ethyl]-5,6,7,8-tetrahydrochromen-4-one",0,0
175490077,290.27,C15H14O6,COC1=C(C=C(C=C1)C=CC2=C(C(=O)C=C(O2)CO)O)O,3-hydroxy-2-[2-(3-hydroxy-4-methoxyphenyl)ethenyl]-6-(hydroxymethyl)pyran-4-one,0,0
175453518,316.3,C17H16O6,COC1=C(C=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2OC)O)O)O,"(E)-1-(2,4-dihydroxy-6-methoxyphenyl)-3-(3-hydroxy-4-methoxyphenyl)prop-2-en-1-one",0,0
175425904,350.4,C22H22O4,CC(C1=CC(=C(C=C1)OC)O)C2=C(C=CC(=C2O)OC)C3=CC=CC=C3,2-[1-(3-hydroxy-4-methoxyphenyl)ethyl]-6-methoxy-3-phenylphenol,0,0
175425901,350.4,C22H22O4,CC(C1=CC(=C(C=C1)OC)O)C2=C(C=CC(=C2OC)O)C3=CC=CC=C3,3-[1-(3-hydroxy-4-methoxyphenyl)ethyl]-2-methoxy-4-phenylphenol,0,0
175363660,316.3,C18H20O5,CCC(CC1=CC(=C(C=C1)OC)O)C(=O)C2=C(C=C(C=C2)O)O,"1-(2,4-dihydroxyphenyl)-2-[(3-hydroxy-4-methoxyphenyl)methyl]butan-1-one",0,0
175355734,234.25,C13H14O4,COC1=C(C=C(C=C1)C=C2CC(=O)CCO2)O,2-[(3-hydroxy-4-methoxyphenyl)methylidene]oxan-4-one,0,0
175355733,234.25,C13H14O4,COC1=C(C=C(C=C1)/C=C/2\CC(=O)CCO2)O,(2E)-2-[(3-hydroxy-4-methoxyphenyl)methylidene]oxan-4-one,0,0
175349805,298.29,C17H14O5,COC1=C(C=C(C=C1)C(=O)C=CC2=C(C=C(C=C2)O)C=O)O,5-hydroxy-2-[3-(3-hydroxy-4-methoxyphenyl)-3-oxoprop-1-enyl]benzaldehyde,0,0
175349786,298.29,C17H14O5,COC1=C(C=C(C=C1)C(=O)C=CC2=CC=C(C=C2)C(=O)O)O,4-[3-(3-hydroxy-4-methoxyphenyl)-3-oxoprop-1-enyl]benzoic acid,0,0
175343641,344.4,C20H24O5,COC1=CC=C(C=C1)CCCC(CC2=CC(=C(C=C2)OC)O)(C=O)O,2-hydroxy-2-[(3-hydroxy-4-methoxyphenyl)methyl]-5-(4-methoxyphenyl)pentanal,0,0
175330088,596.6,C28H36O14,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2C3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,"1-[4-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]-2,6-dihydroxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",0,0
175321908,342.3,C19H18O6,COC1=C(C=C(C=C1)C=CC(=O)O)O.C=CC(=O)OC1=CC=CC=C1,3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid;phenyl prop-2-enoate,0,0
175307521,332.3,C18H20O6,CCC(=O)C1=CC(=C(C=C1)OC)O.COC1=C(C=CC(=C1)C=O)O,4-hydroxy-3-methoxybenzaldehyde;1-(3-hydroxy-4-methoxyphenyl)propan-1-one,0,0
175245749,328.31,C15H20O8,COC1=C(C=C(C=C1)C(=O)C2=CC(=C(C=C2)OC)O)O.O.O.O,bis(3-hydroxy-4-methoxyphenyl)methanone;trihydrate,0,0
175194162,608.5,C28H32O15,C[C@@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2R,3R,4R,5R,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",0,0
175180029,416.5,C23H28O7,CC(C1=CC(=C(C=C1)OC)O)C(COC(=O)C=C)C2=CC(=C(C(=C2)OC)OC)OC,"[3-(3-hydroxy-4-methoxyphenyl)-2-(3,4,5-trimethoxyphenyl)butyl] prop-2-enoate",0,0
175153154,322.4,C20H18O4,COC1=C(C=C(C=C1)C=CC(=O)C=CC=CC2=CC(=CC=C2)O)O,"1-(3-hydroxy-4-methoxyphenyl)-7-(3-hydroxyphenyl)hepta-1,4,6-trien-3-one",0,0
175123211,388.4,C20H20O8,COC1=C(C=C(C=C1)CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)OC)O)O,3-(3-hydroxy-4-methoxyphenyl)-2-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyloxy]propanoic acid,0,0
175108809,332.3,C18H20O6,COC1=C(C=C(C=C1)C2CCC3=CC(=C(C(=C3O2)OC)OC)O)O,"2-(3-hydroxy-4-methoxyphenyl)-7,8-dimethoxy-3,4-dihydro-2H-chromen-6-ol",0,0
175108808,332.3,C18H20O6,COC1=C(C=C(C=C1)[C@@H]2CCC3=CC(=C(C(=C3O2)OC)OC)O)O,"(2S)-2-(3-hydroxy-4-methoxyphenyl)-7,8-dimethoxy-3,4-dihydro-2H-chromen-6-ol",0,0
175078146,314.3,C18H18O5,COCOC1=CC=CC(=C1)C(=O)C=CC2=CC(=C(C=C2)OC)O,3-(3-hydroxy-4-methoxyphenyl)-1-[3-(methoxymethoxy)phenyl]prop-2-en-1-one,0,0
175078145,314.3,C18H18O5,COCOC1=CC=CC(=C1)C(=O)/C=C/C2=CC(=C(C=C2)OC)O,(E)-3-(3-hydroxy-4-methoxyphenyl)-1-[3-(methoxymethoxy)phenyl]prop-2-en-1-one,0,0
175040116,448.4,C22H24O10,COC1=C(C=C(C=C1)C2CC3=C(C=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC2=O)O,"3-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",0,0
174993966,326.25,C14H14O9,COC1=C(C=C(C=C1)C=CC(=O)C(C(C(=O)O)O)(C(=O)O)O)O,"2,3-dihydroxy-2-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyl]butanedioic acid",0,0
174926798,334.3,C17H18O7,CO.COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one;methanol",0,0
174915749,236.22,C12H12O5,CC(=O)OC(=O)C=CC1=CC(=C(C=C1)OC)O,acetyl 3-(3-hydroxy-4-methoxyphenyl)prop-2-enoate,0,0
174912645,806.8,C38H46O19,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O.COC1=C(C=CC(=C1)/C=C/C(=O)O)O,"1-[4-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,6-dihydroxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)propan-1-one;(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid",0,0
174904377,210.23,C11H14O4,CC(CC(=O)C1=CC(=C(C=C1)OC)O)O,3-hydroxy-1-(3-hydroxy-4-methoxyphenyl)butan-1-one,0,0
174897971,388.4,C20H20O8,COC1=C(C=C(C=C1)/C=C/C(=O)O)O.COC1=C(C=C(C=C1)/C=C/C(=O)O)O,(E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid,0,0
174885542,304.29,C16H16O6,CC1(CC(=CC(=C1)C2=CC(=C(C=C2)OC)O)C(=O)O)C(=O)O,"5-(3-hydroxy-4-methoxyphenyl)-1-methylcyclohexa-3,5-diene-1,3-dicarboxylic acid",0,0
174884995,334.3,C17H18O7,CC1(CC(=CC(=C1CO)C2=CC(=C(C=C2)OC)O)C(=O)O)C(=O)O,"5-(3-hydroxy-4-methoxyphenyl)-6-(hydroxymethyl)-1-methylcyclohexa-3,5-diene-1,3-dicarboxylic acid",0,0
174862825,258.269,C15H14O4,COC1=C(C=C(C=C1)C(=C)C2=C(C=CC=C2O)O)O,"2-[1-(3-hydroxy-4-methoxyphenyl)ethenyl]benzene-1,3-diol",0,0
174846348,450.4,C25H22O8,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O.C1=CC=C(C=C1)C=CC(=O)O,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one;3-phenylprop-2-enoic acid",0,0
174828665,192.17,C10H8O4,COC1=C(C=C(C=C1)OC(=O)C#C)O,(3-hydroxy-4-methoxyphenyl) prop-2-ynoate,0,0
174809751,626.6,C28H34O16,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O.O,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one;hydrate",0,0
174794967,348.3,C18H20O7,CCO.COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,"(2S)-5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one;ethanol",0,0
174785649,328.3,C18H16O6,COC1=C(C=C(C=C1)CCC2=CC(=O)C3=C(O2)C(=C(C=C3)O)O)O,"7,8-dihydroxy-2-[2-(3-hydroxy-4-methoxyphenyl)ethyl]chromen-4-one",0,0
174701959,360.4,C19H20O7,COC1=C(C=C(C=C1)C2CC3=C(C(=C(C=C3OC2=O)OC)OC)OC)O,"3-(3-hydroxy-4-methoxyphenyl)-5,6,7-trimethoxy-3,4-dihydrochromen-2-one",0,0
174694183,200.19,C9H12O5,COC1=C(C=C(C=C1)C(=O)CO)O.O,2-hydroxy-1-(3-hydroxy-4-methoxyphenyl)ethanone;hydrate,0,0
174596849,478.4,C26H22O9,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC4=C3OCC(O4)C(C5=CC(=C(C=C5)O)OC)O)O,"3-[hydroxy-(4-hydroxy-3-methoxyphenyl)methyl]-8-(3-hydroxy-4-methoxyphenyl)-2,3-dihydropyrano[3,2-h][1,4]benzodioxin-7-one",0,0
174557206,308.4,C18H28O4,CCCCCCOC(=O)C(CC)CC1=CC(=C(C=C1)OC)O,hexyl 2-[(3-hydroxy-4-methoxyphenyl)methyl]butanoate,0,0
174425736,394.4,C23H22O6,COC1=C(C=C(C=C1)C2=CC(C3=C(C(=C(C(=C3O2)CC=C)O)CC=C)O)C=O)O,"5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,8-bis(prop-2-enyl)-4H-chromene-4-carbaldehyde",0,0
174425733,428.4,C23H24O8,CC1(OCC(O1)COC2=CC(=C3C(C=C(OC3=C2)C4=CC(=C(C=C4)OC)O)C=O)O)C,"7-[(2,2-dimethyl-1,3-dioxolan-4-yl)methoxy]-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromene-4-carbaldehyde",0,0
174422495,354.4,C20H18O6,COC1=C(C=C(C=C1)C2=CC(C3=C(C=C(C=C3O2)OCC=C)O)C=O)O,5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-prop-2-enoxy-4H-chromene-4-carbaldehyde,0,0
174348519,444.5,C21H32O10,COC1=C(C=C(C=C1)CCO[C@H]2C[C@H](C[C@H](O2)CO)O[C@H]3C[C@H]([C@@H]([C@H](O3)CO)O)O)O,"(2R,3S,4R,6R)-6-[(2R,4S,6S)-2-[2-(3-hydroxy-4-methoxyphenyl)ethoxy]-6-(hydroxymethyl)oxan-4-yl]oxy-2-(hydroxymethyl)oxane-3,4-diol",0,0
174240190,398.5,C25H34O4,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)/C(=C\C4=CC(=C(C=C4)OC)O)/C(=O)O,"(E)-3-(3-hydroxy-4-methoxyphenyl)-2-[(1S,2R,5S,7R,8R)-2,6,6,8-tetramethyl-8-tricyclo[5.3.1.01,5]undecanyl]prop-2-enoic acid",0,0
174228299,286.28,C16H14O5,COC1=C(C=C(C=C1)C2C(=O)CC3=C(C=CC=C3O2)O)O,5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-4H-chromen-3-one,0,0
174221681,272.29,C16H16O4,COC1=C(C=C(C=C1)CCC2=CC=CC=C2C(=O)O)O,2-[2-(3-hydroxy-4-methoxyphenyl)ethyl]benzoic acid,0,0
174221481,348.3,C17H16O8,COC1=C(C=C(C=C1)CCC(=O)C2=C(C(=C(C=C2O)O)C(=O)O)O)O,"2,4,6-trihydroxy-3-[3-(3-hydroxy-4-methoxyphenyl)propanoyl]benzoic acid",0,0
174221333,286.32,C17H18O4,COC1=C(C=C(C=C1)CCC2=CC=CC=C2C(=O)OC)O,methyl 2-[2-(3-hydroxy-4-methoxyphenyl)ethyl]benzoate,0,0
174221325,270.28,C16H14O4,COC1=C(C=C(C=C1)CC2C3=CC=CC=C3C(=O)O2)O,3-[(3-hydroxy-4-methoxyphenyl)methyl]-3H-2-benzofuran-1-one,0,0
174221267,300.3,C18H20O4,CCOC(=O)C(CC1=CC(=C(C=C1)OC)O)C2=CC=CC=C2,ethyl 3-(3-hydroxy-4-methoxyphenyl)-2-phenylpropanoate,0,0
174049299,578.6,C28H34O13,COC1=C(C=C(C=C1)C=CC(=O)C2=C(C=C(C=C2OC)O[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO[C@@H]4CC[C@H](CO4)O)O)O)O)O)O,"3-(3-hydroxy-4-methoxyphenyl)-1-[2-hydroxy-6-methoxy-4-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[[(2R,5R)-5-hydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0
174049241,478.4,C22H22O12,COC1=C(C=C(C=C1)C=CC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O)O,"6-[3,5-dihydroxy-2-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyl]phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0,0
174049191,624.6,C29H36O15,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)OC3=CC(=C(C(=C3)OC)C(=O)C=CC4=CC(=C(C=C4)OC)O)O)O)O)O)O)O)O,"3-(3-hydroxy-4-methoxyphenyl)-1-[2-hydroxy-6-methoxy-4-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxyphenyl]prop-2-en-1-one",0,0
174049189,610.6,C28H34O15,CC1[C@@H](C(C([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=CC(=C(C(=C3)O)C(=O)C=CC4=CC(=C(C=C4)OC)O)O)O)O)O)O)O)O,"1-[2,6-dihydroxy-4-[(2S,5S)-3,4,5-trihydroxy-6-[[(2R,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)prop-2-en-1-one",0,0
174049136,478.4,C22H22O12,COC1=C(C=C(C=C1)C=CC(=O)C2=C(C=C(C=C2O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O,"6-[3,5-dihydroxy-4-[3-(3-hydroxy-4-methoxyphenyl)prop-2-enoyl]phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0,0
174049072,622.7,C31H42O13,CC(CC(C)OCC1[C@H](C(C[C@@H](O1)OC2=CC(=C(C(=C2)OC)C(=O)C=CC3=CC(=C(C=C3)OC)O)O)O)O)[C@@H](C(CO)O)O,"1-[4-[(2S,5S)-4,5-dihydroxy-6-[[(5S)-5,6,7-trihydroxy-4-methylheptan-2-yl]oxymethyl]oxan-2-yl]oxy-2-hydroxy-6-methoxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)prop-2-en-1-one",0,0
174028264,1019.0,C46H66O25,CC1[C@@H](C(C([C@@H](O1)OCC2[C@@H](C(C([C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)OC(C)(C)[C@H]6C(C([C@H](C(O6)CO)OC(C)(C)[C@H]7C(C([C@@H](C(O7)CO)O)O)O)O)O)O)O)O,"7-[(2S,5R)-5-[2-[(2R,5R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[2-[(2R,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]propan-2-yloxy]oxan-2-yl]propan-2-yloxy]-3,4-dihydroxy-6-[[(2R,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
174023052,1003.0,C45H62O25,CC1[C@@H](C(C([C@@H](O1)OCC2[C@@H](OO[C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)OC(C)(C)[C@H]6C(C([C@H](C(O6)CO)OC(C)(C)[C@H]7C(C([C@@H](C(O7)CO)C=O)O)O)O)O)O)O)O,"(3S,6R)-6-[2-[(3R,6R)-4,5-dihydroxy-6-[2-[[(3S,6R)-3-[[5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-oxo-2,3-dihydrochromen-7-yl]oxy]-5-[[(2R,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]-1,2,4-trioxan-6-yl]oxy]propan-2-yl]-2-(hydroxymethyl)oxan-3-yl]oxypropan-2-yl]-4,5-dihydroxy-2-(hydroxymethyl)oxane-3-carbaldehyde",0,0
173997970,464.4,C22H24O11,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4C(C([C@@H](C(O4)CO)O)O)O)O)O,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(2S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0
173997964,666.6,C31H38O16,CC1C(C(C(C(O1)OCC2([C@@H](C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)C6C[C@@H](C(O6)CO)O)O)O)O,"5-hydroxy-7-[(3S)-3-hydroxy-4-[(4S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-4-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxetan-2-yl]oxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
173997963,756.7,C34H44O19,CC1[C@@H](C(C([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O[C@@H]6CC([C@@H](C(O6)CO)O)O)O)O)O,"7-[(2S,5S)-5-[(2R,5S)-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydroxy-6-[[(2R,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
173992025,800.8,C36H48O20,CC1[C@@H]([C@@H](C([C@@H](O1)OCC2[C@H](C(C([C@@H](O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)COC[C@@H]6C(C([C@@H](C(O6)CO)O)O)O)O)O)O,"7-[(2S,5S)-3,4-dihydroxy-5-[[(2R,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]methoxymethyl]-6-[[(2R,4S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
173979389,758.7,C33H42O20,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@H](C([C@@H](C(O4)CO[C@H]5C([C@H]([C@H](CO5)O)O)O)O[C@@H]6[C@H](C([C@@H](C(O6)CO)O)O)O)O)O)O)O,"7-[(2S,3S,5S)-3,4-dihydroxy-5-[(2R,3S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2S,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
173918623,610.6,C28H34O15,C[C@H]1C(C(C([C@@H](O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[3,4,5-trihydroxy-6-[[(2R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0
173898662,390.5,C26H30O3,C[C@H](C1=CC(=C(C=C1)OC)O)/C(=C\C(=C)C2=CC=CC=C2)/C(=O)C3CCCCC3,"(2E)-1-cyclohexyl-2-[(1R)-1-(3-hydroxy-4-methoxyphenyl)ethyl]-4-phenylpenta-2,4-dien-1-one",0,0
173884277,578.6,C28H34O13,CC1C(C(C(C(O1)OC[C@@]2(C[C@@H](C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)C)O)O)O,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-[(3S,5S)-3-hydroxy-5-methyl-5-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxolan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0
173845458,612.6,C28H36O15,CC1[C@@H](C([C@@H]([C@@H](O1)OC2[C@@H](OC([C@H](C2O)O)CO)OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)O)O)O,"1-[4-[(2S,5S)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,6-dihydroxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",0,0
173811811,594.6,C28H34O14,C[C@H]1C(C(C[C@@H](O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,"(2S)-7-[6-[[(2R,6S)-4,5-dihydroxy-6-methyloxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
173798569,624.6,C29H36O15,CC1[C@@H](C(C([C@@H](O1)OCC2CC(C([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)(CO)O)O)O)O,"(2S)-7-[(2S)-3,4-dihydroxy-4-(hydroxymethyl)-6-[[(2R,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-2,3-dihydrochromen-4-one",0,0
173796980,448.4,C22H24O10,CC1[C@@H](C(C([C@@H](O1)OC2=CC(=CC3=C2C(=O)CC(O3)C4=CC(=C(C=C4)OC)O)O)O)O)O,"7-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-5-[(2S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3-dihydrochromen-4-one",0,0
173787005,612.6,C28H36O15,CC1[C@@H](C(C([C@@H](O1)OC2[C@@H](OC([C@H](C2O)O)CO)OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)O)O)O,"1-[4-[(2S,5S)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-2,6-dihydroxyphenyl]-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",0,0
173773810,346.4,C19H22O6,CCCOC1=CC(=C(C(=C1)O)CCC(=O)C2=CC(=C(C=C2)OC)O)O,"3-(2,6-dihydroxy-4-propoxyphenyl)-1-(3-hydroxy-4-methoxyphenyl)propan-1-one",0,0
173773804,332.3,C18H20O6,CCOC1=CC(=C(C(=C1)O)CCC(=O)C2=CC(=C(C=C2)OC)O)O,"3-(4-ethoxy-2,6-dihydroxyphenyl)-1-(3-hydroxy-4-methoxyphenyl)propan-1-one",0,0
