Molecular_Formula,Trimmed_SMILES
C11H12O4,CCCCCCCCCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C16H20O9,CCCCCCCCCOCCCCCOCOOOOOO
C17H14O8,CCCCCCCCCOCCCCCCOOCOOOO
C15H14O5,CCCCCCCCCCCCCCOOOO
C18H18O4,CCCCCCCCCCCCCCCCCOOO
C17H16O7,CCCCCCCCOCCCCCCCOOCOOO
C13H14O9,CCCCCCCCOOCCOOOCCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCOCCCCCCCOOOOCOO
C14H20O8,CCCCCCCOCCCCCOCOOOOO
C11H14O5,CCCCCCCCCOOCOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C16H20O9,CCCCCCCCCOOCCCCCOCOOOOO
C20H20O5,CCCCCCCCCOCCOCCCCCCCCOO
C26H34O11,CCCCCCCCCOCCCOCCCCCCOCCCCCOCOOOOOCO
C14H16O4,CCCCCCCCCOCCCCOO
C20H18O4,CCCCCCCCCOCCCCCCCCCCOO
C20H18O4,CCCCCCCCCOCCCCCCCCCCOO
C9H10O4,CCCCCCCCOOO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOOCO
C25H30O11,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C20H22O6,CCCCCCCCCCOCOCCCCCCCOCOO
C20H24O6,CCCCCCCCCCOCCCCCCCOCOCOO
C16H22O7,CCCCCCCCCOCCCCCCOOOOO
C17H16O5,CCCCCCCCCOCCCCCCOCOO
C16H14O6,CCCCCCCOCOCCCCCCOCOO
C16H16O4,CCCCCCCCOCCCCCCCOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOCOO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOCOO
C16H14O5,CCCCCCCCCOCCOCCCCOO
C16H14O5,CCCCCCCCOCCCOCCCCOO
C17H20O9,CCCCCCCCCOOCCCCCCOCOOOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOCOOOO
C20H26O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C9H10O4,CCCCCCCOCOO
C40H40O11,CCCCCCCCCCCCOCCCOCCCCCCOOCCCCCCCOOCCCCOCCCCCCOOCO
C40H40O11,CCCCCCCCCCCCOCCCOCCCCCCOOCCCCCCCOOCCCCOCCCCCCOOCO
C40H40O11,CCCCCCCCCCCCOCCCOCCCCCCOOCCCCCCCOOCCCCOCCCCCCOOCO
C40H40O11,CCCCCCCCCCCCOCCCOCCCCCCOOCCCCCCCOOCCCCOCCCCCCOOCO
C40H42O10,CCCCCCCCCCCCOCCCCCCCCCOOCCCCCCCOOCCCCOCCCCCCOOCO
C40H42O10,CCCCCCCCCCCCOCCCCCCCCCOOCCCCCCCOOCCCCOCCCCCCOOCO
C39H40O11,CCCCCCCCCCCCCCOCCCCCCCOOCCCCCCCOOCCCOCCCCCCOOCOO
C39H40O11,CCCCCCCCCCCCCCOCCCCCCCOOCCCCCCCOOCCCOCCCCCCOOCOO
C39H40O11,CCCCCCCCCCCCCCOCCCCCCCOOCCCCCCCOOCCCOCCCCCCOOCOO
C39H40O11,CCCCCCCCCCCCCCOCCCCCCCOOCCCCCCCOOCCCOCCCCCCOOCOO
C39H38O11,CCCCCCCCCCCCCCOCCCCCCCOOCCCCCCCOOCCOCOCCCCCCOOCO
C39H38O11,CCCCCCCCCCCCCCOCCCCCCCOOCCCCCCCOOCCOCOCCCCCCOOCO
C20H20O5,CCCCCCCCCOCCOCCCCCCCCOO
C24H26O7,CCCCCCCCOCCCCCCCOCOCCCCCCOCOO
C12H14O3,CCCCCCCCCOCCO
C20H26O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C20H24O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C20H26O7,CCCCCCCCCOOCCCCCCCCCOCOOO
C16H16O4,CCCCCCCCCCCCCCOCOO
C22H20O13,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOOO
C13H16O4,CCCCCCCCCOOCCCO
C23H20O10,CCCCCCCCCCCCCCCOOOOCOCCCCCCOOOO
C20H24O6,CCCCCCCCCCOCCCCCCCOCOCOO
C15H14O5,CCCCCCCCOCCCCCCOOO
C16H20O3,CCCCCCCCCCCCCCCOO
C13H16O4,CCCCCCCCCOCCCOO
C11H12O4,CCCCCCCCCOCOO
C10H12O5,CCCCCCCCCOOOO
C20H18O8,CCCCCCCCOCCCCCCOOCCCCOOCOO
C11H12O3,CCCCCCCCCCOO
C21H18O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C29H24O10,CCCCCCCCCOOCCCCCCCCCOOCOCCCCCCCCOOCOO
C40H36O14,CCCCCCCCCOOCCCCCCCCCOOCOCCCCCCCCOOCOOCOCCCCCCCCCOOOC
C29H24O10,CCCCCCCCCOOCCCCCCCCCOOCOCCCCCCCCOOCOO
C40H36O14,CCCCCCCCCOOCCCCCCCCCOOCOCCCCCCCCOOCOOCOCCCCCCCCCOOOC
C21H20O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C18H14O6,CCCCCCCCCCCOCCOCCCCOOO
C10H12O4,CCCCCCCCCOOO
C11H12O3,CCCCCCCCCCOO
C14H18O3,CCCCCCCCCCCCCOO
C10H10O4,CCCCCCCCCOOO
C15H14O6,CCCCCCCCOCCCCCCOOOO
C15H14O5,CCCCCCCCOCCCCCCOOO
C21H20O6,CCCCCCCCCCCOCCCCCCCCOOCOO
C15H14O4,CCCCCCCCCCCCCOCOO
C10H10O3,CCCCCCCCCOO
C14H14O3,CCCCCCCCCCCCCOO
C22H24O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C20H22O8,CCCCCCCCCCCCCOCOCCCOCOCOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C18H18O7,CCCCCCCCCOCCCCCCCOOOOCO
C17H18O4,CCCCCCCCCCCCCCCOOCO
C18H20O4,CCCCCCCCCOCCCCCCCCOO
C16H18O5,CCCCCCCCCOOCCCCCCOO
C16H12O6,CCCCCCCCCOOCCCCCCOOO
C20H34O4,CCCCCCCCCCCCCCCCCCCOOO
C10H14O5,CCCCCCCCOCOOO
C15H16O4,CCCCCCCCCCCCCCOOO
C16H20O5,CCCCCCCCCOCCCCCCOOO
C11H16O4,CCCCCCCCCCOOO
C14H12O5,CCCCCCCCCCCCCOOOO
C11H12O4,CCCCCCCCCOCOO
C17H18O4,CCCCCCCCCCCCCCCOOCO
C13H12O4,CCCCCCCCCCCCOOO
C14H12O4,CCCCCCCCCCCCCOOO
C21H26O9,CCCCCCCCCCCCCCOCCCCCOCOOOOOO
C19H20O4,CCCCCCCCCOOCCCCCCCCCO
C14H16O6,CCCCCCCCCCOOCCOOCO
C19H20O5,CCCCCCCCCOCOCCCCCCCCOO
C19H20O5,CCCCCCCCCOCOCCCCCCCCOO
C22H24O10,CCCCCCCCCCCCCCOCCCCCOCOOOOCOOO
C20H20O8,CCCCCCCCCOOCCCCCCCCOOCOOCO
C22H28O10,CCCCCCCCOCCCCCCCOOCCCCCOCOOOOO
C19H24O5,CCCCCCCCCOCCCCCCCCOCOO
C18H16O4,CCCCCCCCCOCCCCCCCCOO
C21H22O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O10,CCCCCCCCCOOCCOOCCCCCCCCOCOOOO
C31H40O16,CCCCCCCCOCCCCCOCOCOCCCCCCCCOOCOOCCCCCOCOOOOOO
C20H22O3,CCCCCCCCCCCCCOCCCCCCO
C16H14O4,CCCCCCCOCCCCCCCCOO
C14H18O4,CCCCCCCCCCCCCOOO
C14H16O4,CCCCCCCCCCCCCOOO
C20H16O4,CCCCCCCCCCCCCCCCCCCOOO
C16H14O5,CCCCCCCCCCCCCCOCOOO
C16H14O5,CCCCCCCCCCCCCCOCOOO
C18H16O6,CCCCCCCCCCCCCCOCCOCOOO
C20H20O4,CCCCCCCCCCCCCCCCCCCOOO
C17H14O6,CCCCCCCCCCCCCCOCOCOOO
C17H16O5,CCCCCCCCCCCCCCOOCCOO
C17H16O5,CCCCCCCCCCCCCCOOCCOO
C20H18O4,CCCCCCCCCCCCCCCCCCCOOO
C16H16O5,CCCCCCCCCCCCCCOCOOO
C16H16O5,CCCCCCCCCCCCCCOCOOO
C18H18O6,CCCCCCCCCCCCCCOCCOCOOO
C20H22O4,CCCCCCCCCCCCCCCCCCCOOO
C17H16O6,CCCCCCCCCCCCCCOCOCOOO
C17H18O5,CCCCCCCCCCCCCCOOCCOO
C17H18O5,CCCCCCCCCCCCCCOOCCOO
C12H14O4,CCCCCCCCCCCOOO
C10H12O5,CCCCCCCCOOOCO
C12H14O3,CCCCCCCCOCCCO
C10H12O4,CCCCCCCCOOCO
C12H12O6,CCCCCCCCCOCOOCOO
C11H12O3,CCCCCCCCCCOO
C10H8O3,CCCCCCCCCOO
C11H12O3,CCCCCCCOCCCO
C11H12O4,CCCCCCCCCCOOO
C16H16O4,CCCCCCCCCCCCCCCOOO
C16H14O3,CCCCCCCCCOCCCCCCO
C11H12O3,CCCCCCCOCCCO
C19H18O4,CCCCCCCCCOOCCCCCCCCCO
C20H16O3,CCCCCCCCCOCCCCCCCCCCO
C19H18O5,CCCCCCCCCOCCCCCCCCOOCO
C16H22O9,CCCCCCCCCOOCCCCCCOOOOOO
C21H20O11,CCCCCCCCCOOCCOOCCCCCCCCOOCOOOO
C16H18O6,CCCCCCCCOCCCCCCCOOOO
C16H18O5,CCCCCCCCOCCCCCCCOOO
C19H18O7,CCCCCCCCCOOCCOCCCCCCCOOO
C22H22O6,CCCCCCCCCCOCCOCCCCCCCCOOCO
C20H20O5,CCCCCCCCCOCCCCCCCCCCOOO
C20H22O4,CCCCCCCCCCCOCCCCCCCCOO
C20H20O8,CCCCCCCCCOOCCOCCCCCCCOOOCO
C17H18O5,CCCCCCCCCCCCCCCOOCOO
C26H22O6,CCCCCCCCCOCCCCCCCOCCCCCCCCOOCO
C25H32O13,CCCCCCCCCOOCCCCCCCOCOCCCCCOCOOOOCOOO
C16H14O5,CCCCCCCCCOOCCCCCCOO
C17H16O6,CCCCCCCCCOOCCCCCCOOCO
C16H14O6,CCCCCCCCCOOCCCCCCOOO
C20H24O5,CCCCCCCCCCCOCCCCCCCCOOO
C20H22O6,CCCCCCCCCOCCOCCCCCCCCOOO
C20H26O6,CCCCCCCCCOCCCCCCCCOCOCOO
C18H20O5,CCCCCCCCCOCCOCCCCCCOO
C18H20O5,CCCCCCCCCCCCCCCOCCOOO
C12H12O5,CCCCCCCCCOCCOOO
C12H14O4,CCCCCCCCCCOOCO
C24H22O7,CCCCCCCCCOCCOCCCCCCCCOCOCCOCO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C26H26O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOOO
C26H24O11,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOOO
C14H20O8,CCCCCCCCOCCCCCOOOOOO
C21H22O5,CCCCCCCCCCCOCCCCCCCCOCOO
C18H20O6,CCCCCCCCCCCOOCCCCCCOOO
C22H22O12,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO
C22H22O12,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOOO
C19H16O8,CCCCCCCCCCOCOCOOCCCCCCOOO
C18H16O4,CCCCCCCCCOCCCCCCCCOO
C15H22O8,CCCCCCCCOCCCCCOCOOOOO
C18H14O5,CCCCCCCCCOCCCCCCOCCOO
C20H24O7,CCCCCCCCCCOCCCCCCCOOCOCOO
C26H28O7,CCCCCCCCCCCCCCCOOCCCCCCCCCOOCOO
C26H32O12,CCCCCCCCCOCCCOOCCCCCOCOOOOCCCCCCOOCO
C16H16O4,CCCCCCCCOCCCCCCCOO
C22H22O7,CCCCCCCCCOOCCCOCOCCCCCCCCOO
C18H20O6,CCCCCCCCCCCOOCCCCCCOOO
C11H14O4,CCCCCCCCCCOOO
C25H18O10,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOOOO
C26H22O9,CCCCCCCCCOOCCCCCCCOOOCOCCOCCCCCCO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOCOOOO
C17H14O6,CCCCCCCCCOOCCCCCCOCOO
C10H14O6,CCCCCCCCCOOOOO
C16H22O7,CCCCCCCCCOCCCCCCOOOOO
C16H24O7,CCCCCCCCCCCCCCCOOOOOO
C36H48O20,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOCCCCCOOOOO
C37H50O21,CCCCCCCCOCCCCCOCOCOCCCCCCCCOOCOOCCCCCOCOOOOOCCCCCOCOOOOO
C37H50O21,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOOOOCCCCCOCOOOOO
C19H14O5,CCCCCCCCCOCCCCCCCCOCOO
C20H22O6,CCCCCCCCCOCCCCCCCCCOCOOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C22H22O11,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOO
C19H20O8,CCCCCCCCCOCCCCCCOOCOCOCOO
C17H16O5,CCCCCCCCCCCCCCOOCCOO
C22H24O12,CCCCCCCCCCCCCCCOOCCCCCOCOOOOOOOO
C16H12O4,CCCCCCCCCCCCCCOCOO
C30H36O18,CCCCCCCCCOCCCCCCOOCOCOOCCCCCOCOOOCCCCCOCOOOOOO
C24H26O13,CCCCCCCCCOCCCCCCOOCOCCCCCOCOOOOOOCO
C24H26O13,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOCOOCO
C23H24O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOCO
C27H30O16,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCOCOOOO
C37H38O20,CCCCCCCCCOOCCCCOCOCCCCOCOCCOCCCCCCCOOOCCCCCCOOCOOOCOOOO
C22H20O13,CCCCCCCCCOCCOCCCCOOOCCCCCOCOOOOOO
C28H32O17,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C22H22O12,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOO
C23H24O12,CCCCCCCCCOCCCCCCOOCOCCCCCOCOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCOCOOOOOOOO
C25H24O14,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCOOOOOOO
C28H28O18,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOCCCCCOCOOOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOOOOOO
C22H22O11,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOOO
C28H32O16,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOCCCCCOCOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C21H20O11,CCCCCCCCCOCCCCCCOOOOCCCCCOOOOO
C31H28O14,CCCCCCCCCOCCCCCCOOOOCCCCCOCOCOCCCCCCCCOOOOO
C28H32O17,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOCCCCCOCOOOOO
C37H38O18,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOCCCCCOCOOOOOOOO
C22H22O10,CCCCCCCCCOCCOCCCCOCCCCCOCOOOOO
C19H18O8,CCCCCCCCCOOOCOCCCCCCCCOOO
C16H20O7,CCCCCCCCCOCCCCCCOOOOO
C19H20O7,CCCCCCCCCOCCCCCCOOCOCOCO
C22H24O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOOO
C23H26O11,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCOO
C23H24O11,CCCCCCCCCOCCCCCCOOCCCCCCOCOOOOOO
C20H20O4,CCCCCCCCCCCOCCCCCCCCOO
C16H24O10,CCCCCCCCCOOCCCCCOCOOOOOO
C18H22O9,CCCCCCCCCOOCCCCCCOOCOOCOO
C17H16O7,CCCCCCCCCOCCCCCCOOCOOO
C21H22O6,CCCCCCCCCCCCCCCCOCOCCOCOO
C25H30O13,CCCCCCCCCOOCCCCOCCCCOCOOCCCCCOCOOOOO
C22H22O13,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOOO
C26H32O11,CCCCCCCCCCOCOCCCCCCCOCCCCCOCOOOOOCO
C57H72O33,CCCCCCCCCOOCCCCCOCOOOCOCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOCCCCCOCOOCCCCCOCOOOOOOOCCCCCOCOOOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C14H14O4,CCCCCCCCCCCCCOOO
C11H12O3,CCCCCCCCCCOO
C24H26O14,CCCCCCCCCOCCCCCCOOCOOCOOCCCCCOCOOOOO
C27H28O12,CCCCCCCCCOOCCCCCCOCOCCCCCCCCOOCOOCOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C31H28O14,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOOOOOO
C20H20O6,CCCCCCCCCOCOCCCCCCCCOOCO
C29H34O18,CCCCCCCCCOCCOCCCCOOCOOCCCCCOCOCCCCCOCOOOOOOOO
C20H22O4,CCCCCCCCCCCOCCCCCCCCOO
C14H20O8,CCCCCCCOCCCCCOCOOOOO
C21H18O6,CCCCCCCCCOCCOCCCCCCCCOCOO
C27H30O14,CCCCCCCCOCCCOCCCCOCCCCCOCOCCCCCOOOOOOOO
C25H30O11,CCCCCCCCOCCCCCOCOOCOCCCCCCCCOOCOOO
C27H24O10,CCCCCCCCCCCCCCOOCCCOOCCCCCCCCOOCOOO
C20H24O6,CCCCCCCCCOCCCCCCCCOCOCOO
C20H14O6,CCCCCCCCCCCCCOOCCCCCOCOO
C12H12O6,CCCCCCCCCOOCCOOO
C16H14O6,CCCCCCCCCOCCOCCCCOOO
C19H30O4,CCCCCCCCCCCCCCCCCCOOO
C17H20O9,CCCCCCCCCOOCCCCCCOOCOOOO
C17H16O6,CCCCCCCCCOCCCCCCOOCOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C19H18O8,CCCCCCCCCOOCCCCCCCCOOCOOO
C17H16O6,CCCCCCCCCOOCCCCCCOOCO
C16H20O9,CCCCCCCCCOOCCCCCOCOOOOO
C18H20O5,CCCCCCCCCCCCCCCOOCOCO
C21H20O5,CCCCCCCCCCCCCCCCCCOOCCOO
C20H18O4,CCCCCCCCCCCCCCCCCCOCOO
C15H22O8,CCCCCCCCOCCCCCOCOOOOO
C19H22O5,CCCCCCCCCOCCCCCCCCOOCO
C18H20O5,CCCCCCCCCCCCCCCOOCOCO
C26H30O14,CCCCCCCCCOOCCCCCCCOCCCOOOCCCCCOCOOOOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C22H22O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C18H16O6,CCCCCCCCCCCOOCCCCCCOOO
C22H24O12,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOOO
C17H18O8,CCCCCCCCCOOCCCCCCOOCOOO
C18H14O6,CCCCCCCCCCOCCCCCCCOOOO
C20H22O11,CCCCCCCOCCCCCCOCCCCCOCOOOOOOO
C19H18O5,CCCCCCCCCOCCCCCCCCOCOO
C26H22O6,CCCCCCCCCOCCCCCCCOCCCCCCCCOOCO
C16H20O8,CCCCCCCCCOOCCCCCCOOOOO
C16H20O8,CCCCCCCCCOOCCCCCCOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOO
C28H32O16,CCCCCCCCCOCCCCCCOOCCCCCOCOCCCCCOCOOOOOOOOO
C31H28O13,CCCCCCCCCOCCCCCCOOCCCCCOCOCOCCCCCCCCOOOOOO
C17H14O5,CCCCCCCCCOCCCCCCOCOO
C16H14O4,CCCCCCCCCOCCCCCCOO
C17H16O5,CCCCCCCCCOCCCCCCOOCO
C18H16O5,CCCCCCCOCCCCCCCCCOOCO
C17H14O4,CCCCCCCCCCCCOCCCCOO
C20H18O6,CCCCCCCCCCCCCCCOOCCCOCOO
C17H14O5,CCCCCCCOCCCCCCCCCOOO
C25H18O8,CCCCCCCCCOOCCCCCOCCOCCCCCCCCOOO
C25H18O9,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOOO
C25H18O8,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCOO
C25H18O7,CCCCCCCCCOOCCCCCCOCOCCOCCCCCCO
C26H22O11,CCCCCCCCCOOCCCCCCCOCCCOOCCCCCCOOOOO
C26H22O8,CCCCCCCCCOOCCCCCCCOCCCOCCCCCCOOO
C25H20O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C19H18O5,CCCCCCCCCOCCCCCCCCOOCO
C20H22O6,CCCCCCCCCOCOCCCCCCCCOOCO
C18H22O5,CCCCCCCCCCCCCCCOOCOCO
C17H18O5,CCCCCCCCCCCCCCCOOCOO
C37H38O18,CCCCCCCCCOOCCCCCCOOCCCCCCOCCCOCCCCCCOOCCCCCOCOOOOOOOO
C12H12O4,CCCCCCCCCCCOOO
C27H30O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C27H32O15,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCOCOOOOO
C20H20O4,CCCCCCCCCCCCCCCCCCOOCO
C13H16O5,CCCCCCCCCOCOCCOO
C26H22O6,CCCCCCCCCOCCCCCCCOCCCCCCCCOOCO
C25H32O13,CCCCCCCCCOOCCCCCCCOCOCCCCCOCOOOOCOOO
C18H16O4,CCCCCCCCCCCOCCCCCCOO
C16H14O5,CCCCCCCCCOOCCCCCCOO
C16H14O5,CCCCCCCCCOOCCCCCCOO
C17H16O6,CCCCCCCCCOOCCCCCCOOCO
C17H16O6,CCCCCCCCCOOCCCCCCOOCO
C16H14O6,CCCCCCCCCOOCCCCCCOOO
C16H14O6,CCCCCCCCCOOCCCCCCOOO
C20H24O5,CCCCCCCCCCCOCCCCCCCCOOO
C20H22O6,CCCCCCCCCOCCOCCCCCCCCOOO
C22H22O11,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOOO
C20H24O5,CCCCCCCCCCCOCCCCCCCCOOO
C20H22O6,CCCCCCCCCOCCOCCCCCCCCOOO
C22H22O12,CCCCCCCCCOCCCCCCOOOOCCCCCOCOOOOO
C14H14O5,CCCCCCCCCCCCCOOOO
C11H14O4,CCCCCCCCCOCOO
C20H22O4,CCCCCCCCCOCCCCCCCCCCOO
C15H14O4,CCCCCCCCOCCCCCCOO
C10H10O4,CCCCCCCOCCOO
C20H18O4,CCCCCCCCCOCCOCCCCCCCCO
C9H10O4,CCCCCCCCOOO
C16H20O9,CCCCCCCCCOOCCCCCCOOOOOO
C14H14O4,CCCCCCCCCCCCCOOO
C16H14O5,CCCCCCCCCCCCCCOCOOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H26O6,CCCCCCCCCOCCCCCCCCOCOCOO
C20H20O7,CCCCCCCCCOCCCOOCCCCCCOCOO
C18H20O5,CCCCCCCCCOCCOCCCCCCOO
C18H20O5,CCCCCCCCCCCCCCCOCCOOO
C19H16O7,CCCCCCCCCOCCCCCCOOCCOOCO
C12H12O5,CCCCCCCCCOCCOOO
C19H18O6,CCCCCCCCCCCOCCCCCCOOCOO
C16H20O7,CCCCCCCCCOCCCCCCOOOOO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C23H20O12,CCCCCCCCCOOCCCOOOCOCCCCCCCCOOCOOO
C25H22O10,CCCCCCCCOCCOCCCCCCCOCCCCCCOOOOCOO
C16H12O6,CCCCCCCCCOCCOCCCCOOO
C16H12O6,CCCCCCCCCOCCOCCCCOOO
C14H14O8,CCCCCCCCCOCCCOOCOOOO
C10H10O5,CCCCCCCCCOOOO
C16H14O5,CCCCCCCCCCCOCCCCOOO
C16H14O6,CCCCCCCCOCCCCCCCOOOO
C16H14O6,CCCCCCCCCOCCOCCCCOOO
C17H16O6,CCCCCCCCOCCCOCCCCOOCO
C28H32O17,CCCCCCCCCOCCCCCCOOCCCCCOCOOOOCCCCCOCOOOOOOO
C16H14O3,CCCCCCCOCCCCCCCCO
C20H18O4,CCCCCCCCCOOCCCCCCCCCCO
C16H14O4,CCCCCCCCOCCCCCCCOO
C14H20O8,CCCCCCCOCCCCCOCOOOOO
C16H18O5,CCCCCCCCCOCCCCCCOOO
C12H14O4,CCCCCCCCCCOOCO
C20H22O6,CCCCCCCCCOCCCOCCCCCCOOCO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C20H20O8,CCCCCCCCCOOOCOCCCCCCCCCOOO
C20H18O5,CCCCCCCCCOCCOCCCCCCCCOO
C20H18O4,CCCCCCCCCCCCCCCCCCOOCO
C16H12O5,CCCCCCCCCCCCCCOOCOO
C16H12O5,CCCCCCCCCCCCCCOOCOO
C17H16O4,CCCCCCCCCCCCCCCOOCO
C13H18O4,CCCCCCCCCCCCOOO
C22H22O11,CCCCCCCCCOCCCCCCOOOCCCCCOCOOOOO
C24H22O7,CCCCCCCCCOCCOCCCCCCCCOCOCCOCO
C24H22O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H22O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C24H20O4,CCCCCCCCCOCCOCCCCCCCCCCCCO
C22H20O14,CCCCCCCCCOCCCCCCOOCCCCCOOCOOOOOOOO
C31H22O14,CCCCCCCCCOCCCCCCOOOOOCCCCCCCCCOCCCCCCOOOOOO
C22H20O14,CCCCCCCCCOCCCCCCOOOOCCCCCOOCOOOOOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C22H20O6,CCCCCCCCCOCCOCCCCCCCCOCCOO
C24H22O6,CCCCCCCCCOCCOCCCCOCCOCCCCCCO
C22H20O6,CCCCCCCCCOCCOCCCCCCCCOCCOO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C21H20O6,CCCCCCCCCOCCOCCCCCCCCOOCO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
C18H16O5,CCCCCCCCCOCCOCCCCCCOO
C18H16O5,CCCCCCCCCOCCOCCCCCCOO
C20H18O6,CCCCCCCCCOCCOCCCCCCCCOOO
