Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Prefix_X,Matched_Y_SMILES_Count,Matched_Y_CIDs
172871250,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O)O,"5-[2-(3-hydroxyphenyl)ethyl]-3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOO,CCCCCCOCCCCCCCCOCCCCCCC,4,172871139;172871134;172870517;100953276
172871248,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=C(C=C2)CCC3=CC(=CC(=C3)O)O)CCC4=CC=C(C=C4)O,"5-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCO,1,172870529
172871247,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O,5-[2-(3-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172871246,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=C(C=C2)CCC3=CC(=C(C=C3)O)O)CCC4=CC=C(C=C4)O,"4-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCO,1,172870529
172871244,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=CC=C(C=C2)CCC3=CC(=C(C(=C3)O)O)O)CCC4=CC=C(C=C4)O,"5-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCOO,1,172871416
172871242,410.5,C28H26O3,C1=CC(=CC(=C1)O)CCC2=CC=C(C=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,3-[2-[4-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol,0,0,C28H26O4,231538.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCC,2,172870717;172870708
172871241,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=CC(=C2)CCC3=CC(=CC(=C3)O)O)CCC4=CC=C(C=C4)O,"5-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCO,1,172870529
172871239,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=CC=CC(=C2)CCC3=CC(=C(C(=C3)O)O)O)CCC4=CC=C(C=C4)O,"5-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2,3-triol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCOO,1,172871416
172871238,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=CC=CC(=C2)CCC3=CC(=C(C=C3)O)O)CCC4=CC=C(C=C4)O,"4-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCO,1,172870529
172871207,442.5,C28H26O5,C1=CC(=CC=C1CCC2=CC(=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCCCCCCCCCOCCCCCCOCCCCCCCCOOO,CCCCCCCCCCCCCCOCCCCCCOC,4,172870976;172870974;172870976;172870974
172871203,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)O)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,"2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOOCCCCCCO,4,172870813;172870811;172870814;172870813
172871202,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C(=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O)O,"3-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOO,CCCCCCOCCCCCCCCOCCCCCCOC,1,172871124
172871198,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-5-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCCO,6,172871008;172871202;172871135;172871090;172871084;172871010
172871194,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC=C(C=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,3-[2-(4-hydroxyphenyl)ethyl]-5-[4-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172871091,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O)O,"2-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOOO,CCCCCCOCCCCCCCCOCCCCCCOC,1,172871124
172871090,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O)O,"3-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCCOO,3,172871123;172871123;172871122
172871089,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O)O,3-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCCO,6,172871008;172871202;172871135;172871090;172871084;172871010
172871086,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O)O,2-[3-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOOO,CCCCCCOCCCCCCCCOCCCCCCC,4,172871139;172871134;172870517;100953276
172871074,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC(=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O)O,3-[2-(3-hydroxyphenyl)ethyl]-5-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172870999,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O,2-[2-hydroxy-4-[2-(4-hydroxyphenyl)ethyl]phenoxy]-4-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCOO,CCCCCCOCCCCCCCCOOCCCCCC,4,172870997;172870894;172870891;172870886
172870990,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC=C(C=C3)CCC4=CC=C(C=C4)O,4-[2-(3-hydroxyphenyl)ethyl]-2-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCO,CCCCCCOCCCCCCCCOOCCCCC,2,172870991;172870985
172870986,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,4-[2-(3-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOOCCCCCCCCCCCCCCO,CCCCCCOCCCCCCCCOOCCCCC,2,172870991;172870985
172870887,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O,"2-[2-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOOCCCCCCO,4,172870813;172870811;172870814;172870813
172870886,458.5,C28H26O6,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O,"3-[2-hydroxy-5-[2-(3-hydroxyphenyl)ethyl]phenoxy]-5-[2-(4-hydroxyphenyl)ethyl]benzene-1,2-diol",0,0,C28H26O7,172870813.0,CCCCCCOCCCCCCCCOOCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCOOCCCCCCO,4,172870813;172870811;172870814;172870813
172870884,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=C(C=C2)O)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,2-[3-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]-4-[2-(3-hydroxyphenyl)ethyl]phenol,0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOOCCCCCCOCCCCCCCCO,CCCCCCOCCCCCCCCOOCCCCCC,4,172870997;172870894;172870891;172870886
172870882,348.4,C23H24O3,COC1=CC(=CC(=C1)CCC2=CC=C(C=C2)O)CCC3=CC=C(C=C3)O,4-[2-[3-[2-(4-hydroxyphenyl)ethyl]-5-methoxyphenyl]ethyl]phenol,0,0,C23H24O4,14985886.0,COCCCCCCCCCCCCCCOCCCCCCCCO,COCCCCCCCCCCCCCC,3,140514340;69458624;19593617
172870729,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC(=CC(=C3O)O)CCC4=CC=C(C=C4)O,"5-[2-(4-hydroxyphenyl)ethyl]-3-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCCCO,6,172871008;172871202;172871135;172871090;172871084;172871010
172870728,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC(=CC(=C3)O)CCC4=CC=C(C=C4)O,3-[2-(4-hydroxyphenyl)ethyl]-5-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172870725,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=C(C=C3)CCC4=CC=C(C=C4)O)O,5-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172870724,442.5,C28H26O5,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=C(C=C3O)CCC4=CC=C(C=C4)O)O,"5-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCOCCCCCCOCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCCO,6,172871008;172871202;172871135;172871090;172871084;172871010
172870711,410.5,C28H26O3,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC=C(C=C3)CCC4=CC=C(C=C4)O,3-[2-[3-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol,0,0,C28H26O4,231538.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCC,2,172870717;172870708
172870709,410.5,C28H26O3,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=CC=CC(=C3)CCC4=CC=C(C=C4)O,3-[2-[3-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]phenol,0,0,C28H26O4,231538.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCO,CCCCCCOCCCCCCCCOCCCCC,2,172870717;172870708
172870532,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=C(C=CC(=C2)CCC3=CC=C(C=C3)O)O)CCC4=CC(=CC(=C4)O)O,"5-[2-[3-[2-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,3-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCOO,CCCCCCOCCCCCCCCCCCCCCOO,1,172871416
172870531,426.5,C28H26O4,C1=CC(=CC(=C1)OC2=C(C=CC(=C2)CCC3=CC=C(C=C3)O)O)CCC4=CC=C(C=C4)O,4-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCO,CCCCCCOCCCCCCCCCCCCCCO,1,172870529
172870530,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)OC3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)O,4-[2-(4-hydroxyphenyl)ethyl]-2-[3-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172870529,442.5,C28H26O5,C1=CC(=CC(=C1)OC2=C(C=CC(=C2)CCC3=CC=C(C=C3)O)O)CCC4=CC(=C(C=C4)O)O,"4-[2-[3-[2-hydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenyl]ethyl]benzene-1,2-diol",0,0,C28H26O6,10253626.0,CCCCCCOCCCCCCCCCCCCCCOOCCCCCCCCOO,CCCCCCOCCCCCCCCCCCCCCOO,1,172871416
172870526,426.5,C28H26O4,C1=CC(=CC(=C1)O)CCC2=CC=C(C=C2)OC3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)O,4-[2-(4-hydroxyphenyl)ethyl]-2-[4-[2-(3-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCOCCCCCCCCOCCCCCCCCCCCCCCOO,CCCCCCOCCCCCCCCOCCCCCC,9,172871250;172871080;172870768;172870767;172870763;172870729;172870722;101712298;11953464
172870525,426.5,C28H26O4,C1=CC(=CC=C1CCC2=CC=C(C=C2)OC3=C(C=CC(=C3)CCC4=CC=C(C=C4)O)O)O,4-[2-(4-hydroxyphenyl)ethyl]-2-[4-[2-(4-hydroxyphenyl)ethyl]phenoxy]phenol,0,0,C28H26O5,11953464.0,CCCCCCCCCCCCCCOCCCCCCCCCCCCCCOOO,CCCCCCCCCCCCCCOCCCCCCC,1,172871197
