Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Prefix_X,Matched_Y_SMILES_Count,Matched_Y_CIDs
162322740,314.24,C13H14O9,C1=CC(=CC=C1C=CC(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O,"2,3-dihydroxybutanedioic acid;3-(4-hydroxyphenyl)prop-2-enoic acid",0,2,C13H14O10,,CCCCCCCCCOOOCCCOOOCOOO,CCCCCCCCCOOO,1,66810249
158980685,250.25,C13H14O5,CC(=CC1=CC=C(C=C1)O)C(=O)O.C=CC(=O)O,3-(4-hydroxyphenyl)-2-methylprop-2-enoic acid;prop-2-enoic acid,0,7,C13H14O6,,CCCCCCCCCOCOOCCCOO,CCCCCCCC,1,89855543
157732885,316.3,C14H20O8,C1=CC(=CC=C1CCO[C@@]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,"(2R,3R,4S,5S,6R)-6-(hydroxymethyl)-2-[2-(4-hydroxyphenyl)ethoxy]oxane-2,3,4,5-tetrol",0,0,C14H20O9,,CCCCCCCCOCCCCCOCOOOOOO,CCCCCCCCOCCC,1,21580223
157473971,244.24,C14H12O4,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)O.C(=O)O,formic acid;(4-hydroxyphenyl)-phenylmethanone,0,27,C14H12O5,,CCCCCCCOCCCCCCOCOO,CCCCCCCO,4,171350742;159278447;129260046;58178433
154438541,394.4,C22H18O7,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC=C(C=C3)O)C4=C(C=CC(=C4)O)C(=O)O,"2-[(2R,3S)-5,7-dihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl]-4-hydroxybenzoic acid",0,1,C22H18O8,,CCCOCCCCCCOOCCCCCCOCCCCCCOCOO,CCCOCCCCCCOOCCCCCCO,6,118916844;69138985;69138980;69138977;67773925;10764037
153713847,330.29,C17H14O7,CC(=O)OC1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,"[(2R)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-2,3-dihydrochromen-3-yl] acetate",0,1,C17H14O8,,CCOOCCOCCCCCCCOOOCCCCCCO,CCOOCCOCCCCCCC,6,162987253;155207060;101616459;76313957;3536734;442540
152142666,264.27,C17H12O3,C1=CC2=C(C=C(C=C2)C3=CC=C(C=C3)O)C(=C1)C(=O)O,7-(4-hydroxyphenyl)naphthalene-1-carboxylic acid,0,2,C17H12O4,,CCCCCCCCCCCCCCOCCCOO,CCCCCCCCCC,2,88556239;25030753
129650827,286.24,C15H10O6,C1=CC(=CC=C1C23C(O2)C(=O)C4=C(C=C(C=C4O3)O)O)O,"4,6-dihydroxy-1a-(4-hydroxyphenyl)-7aH-oxireno[2,3-b]chromen-7-one",0,3,C15H10O7,,CCCCCCCCOCOCCCCCCOOOO,CCCCCCCCOCO,3,129362245;129362244;9839360
13983740,344.3,C18H16O7,COC1=C2C(=C(C(=C1)O)OC)OC(=C(C2=O)OC)C3=CC=C(C=C3)O,"7-hydroxy-2-(4-hydroxyphenyl)-3,5,8-trimethoxychromen-4-one",0,1,C18H16O8,,COCCCCCCOOCOCCCOOCCCCCCCO,COCCCCCCOOCOCCC,1,13916272
150732569,254.24,C15H10O4,C1=CC=C2C(=C1)C(=C(O2)C3=CC=C(C=C3)O)C(=O)O,2-(4-hydroxyphenyl)-1-benzofuran-3-carboxylic acid,0,2,C15H10O5,,CCCCCCCCOCCCCCCOCOO,CCCCCCCCO,2,172994190;5284648
77783297,180.16,C9H8O4,C1=CC(=CC=C1C(=CC(=O)O)O)O,3-hydroxy-3-(4-hydroxyphenyl)prop-2-enoic acid,0,1,C9H8O5,,CCCCCCCCCOOOO,CCC,9,165115662;101422578;68247503;67418202;53839143;24936949;15938907;11063337;165198
155889438,464.4,C21H20O12,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C(=C3O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",0,0,C21H20O13,,CCCCCCCCCOCCOCCCCOOCCCCCOCOOOOOOO,CCCCCCCCCOCCOCCCCOOCCCC,14,171429665;162876163;162876162;74978496;12310325;5317831;145999089;123658348;101701126;44259995;44259846;23305471;10254562;6452123
121233655,304.25,C15H12O7,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3)O)O)O)O.O,"3,7,8-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one;hydrate",0,0,C15H12O8,,CCCCCCCCCOCCOCCCCOOOOO,CCCCCCCCCOCC,9,131839472;101353296;90022129;90022125;25200634;16212154;5460097;4478475;439891
172638451,488.4,C21H28O13,C1=CC(=CC=C1/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,"[(2S,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",0,0,C21H28O14,,CCCCCCCCCOOCCCCCOCOOCCCCCOCOOOOOOO,CCCCCCCCCOOCCCCCOCOOCCCC,1,102236967
172469219,230.22,C13H10O4,C1=CC(=CC=C1/C=C/C2=C(C(=O)C=CO2)O)O,3-hydroxy-2-[(E)-2-(4-hydroxyphenyl)ethenyl]pyran-4-one,0,0,C13H10O5,,CCCCCCCCCCCOCCOOO,CCCCCCC,11,172447976;141728215;76312785;56975273;54722180;54686776;54685921;22466006;21477442;12472902;458191
172467793,254.24,C15H10O4,C1=CC(=CC=C1C2=COC(=O)C3=C2C=C(C=C3)O)O,6-hydroxy-4-(4-hydroxyphenyl)isochromen-1-one,0,0,C15H10O5,,CCCCCCCCOCOCCCCCCOO,CCCCCCCCO,2,172994190;5284648
172459548,618.8,C39H54O6,C[C@@]12CC[C@@H]3[C@@](C1CC=C4[C@]2(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H](C3(C)C)OC(=O)/C=C/C6=CC=C(C=C6)O)O)C,"(4aS,6aS,6bR,8aR,10R,11R,12aR)-11-hydroxy-10-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",0,0,C39H54O7,,CCCCCCCCCCCCCCCCCCCCCCOOCCCCCCCOCOCCCCCCCCOOC,CCCCCCCCCCCCCCCCCCCCCCOOCCCCCCCOCOC,4,162849259;162849258;162849257;16083173
172444497,618.8,C39H54O6,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CCC4[C@]3(CC[C@@H]5[C@@]4(C[C@H]([C@@H](C5(C)C)OC(=O)/C=C/C6=CC=C(C=C6)O)O)C)C)C2[C@H]1C)C)C(=O)O,"(1S,2R,4aS,6aS,6bR,8aR,10R,11R,12aR)-11-hydroxy-10-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a-carboxylic acid",0,0,C39H54O7,,CCCCCCCCCCCCCCCCCCCCCCCOCOCCCCCCCCOOCCCCCCCOO,CCCCCCCCCCCCCCCCCCCCCCCOCOCCCCCCCCO,12,162941877;162941876;162941875;162941874;85083808;73236924;73236925;100918565;100918564;16083171;10699274;10651683
172430989,416.4,C21H20O9,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4[C@@H](C([C@H](C(O4)CO)O)O)O)O)O,"7-hydroxy-3-(4-hydroxyphenyl)-8-[(3R,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",5,0,C21H20O10,,CCCCCCCCOCCCOCCCCCCCCCOCOOOOOO,CCCCCCCCOCCCOCCCCCCC,10,162943140;133562006;125038412;125038411;125038410;125038409;91050425;44257228;19068635;5748205
45033544,580.5,C27H32O14,CC1[C@@H](C(C([C@@H](O1)OC2[C@H](C([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,"(2S)-7-[(2S,4S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,5R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",0,0,C27H32O15,,CCCCCCOOCCCCOCOCCCCCOCCOCCCCCCCCOOCOOOOOO,CCCCCCOOCCCCOCOCCCCCOCCOCCCCCCC,26,171363756;167377584;162980328;162980327;162980326;162980325;159945375;129628913;125463000;125462999;124809270;124809268;124809267;124809266;124511256;98072762;98072761;98072760;98072759;91873173;74787987;42607966;24211956;20056944;4278576;114627
172407455,594.5,C27H30O15,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC=C(C=C4)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,"7-[(2R,3S,4S,5R,6R)-3,5-dihydroxy-6-methyl-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-3,5-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",0,0,C27H30O16,,CCCCCCOOCCCCCCOCCCOOCCCCCCOOOOCCCCCOCOOOOO,CCCCCCOOCCCCCCOCCCOOCCCCCCOOOOCC,3,162864278;162864277;162864276
172092913,284.26,C16H12O5,C1=CC(=CC=C1C2=CC=C(C=C2)OC(=O)/C=C/C(=O)O)O,(E)-4-[4-(4-hydroxyphenyl)phenoxy]-4-oxobut-2-enoic acid,0,0,C16H12O6,,CCCCCCCCCCCCOCOCCCOOO,CCCCCCCCCCC,2,132933521;123684269
171935456,442.4,C20H26O11,CC(=O)OC(CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)COC(=O)/C=C/C2=CC=C(C=C2)O,"[2-acetyloxy-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",0,0,C20H26O12,,CCOOCCOCCCCCOCOOOOCOCOCCCCCCCCO,CCOOCCOCCCCCOCOOOOCOC,1,165430701
171933836,382.4,C22H22O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2O)O)CCC3=CC(=C(C(=C3)O)O)O)O,"5-[2-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenyl]ethyl]benzene-1,2,3-triol",0,0,C22H22O7,,CCCCCCCCCCCCCCOOCCCCCCCCOOOO,CCCCCCCCCCCCCCOOCC,1,171933777
171933819,394.4,C23H22O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2O)O)CCC3=CC(=C(C=C3)C(=O)O)O)O,"4-[2-[2,4-dihydroxy-5-[2-(4-hydroxyphenyl)ethyl]phenyl]ethyl]-2-hydroxybenzoic acid",0,0,C23H22O7,,CCCCCCCCCCCCCCOOCCCCCCCCCOOOO,CCCCCCCCCCCCCCOOCCC,1,171933775
171920558,286.24,C15H10O6,C1=CC(=CC=C1C2=C(C3=CC(=C(C=C3OC2=O)O)O)O)O,"4,6,7-trihydroxy-3-(4-hydroxyphenyl)chromen-2-one",2,0,C15H10O7,,CCCCCCCCCCCCCCOCOOOOO,CCCCCCCCCCC,4,441698;162851719;140034632;134911702
171785438,596.5,C27H32O15,C1=CC(=CC=C1/C=C/C(=O)C2=C(C(=C[C@@](C2=O)([C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"(6S)-3,6-dihydroxy-2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]-4,6-bis[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]cyclohexa-2,4-dien-1-one",0,0,C27H32O16,,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCCCCOCOOOOOO,CCCCCCCCCOCCCCCCOCCCCCOCOOOOOCCC,4,162846940;72728603;102149400;14213553
171726352,564.5,C26H28O14,C1C(C(C(O1)OC2[C@@H]([C@H](C(O[C@@H]2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)CO)O)O)O)(CO)O,"7-[(2R,4R,5R)-3-[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)chromen-4-one",0,0,C26H28O15,,CCCCOOCCCCOCOCCCCCCOCCCOCCCCCCOOCOOOOCOO,CCCCOOCCCCOCOCCCCCCOCCCOCCCCCC,8,171042387;163009785;163009784;154831817;101248035;44258081;14281860;14281859
171726349,756.7,C33H40O20,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@@H]5C([C@@H]([C@H](C(O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O,"5-hydroxy-2-(4-hydroxyphenyl)-7-[(2R,4R,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-4-one",0,0,C33H40O21,,CCCCCCOOCCCCCCOOCCOCCCCCCCOOOCCCCCOCOOOOCCCCCCOOOOOOO,CCCCCCOOCCCCCCOOCCOCCCCCCCOOOCCCCCOCOOOOCCC,20,168011953;165366472;163189480;162905978;162905977;162905976;162905975;162905974;162905973;162905972;154497330;154497329;57331043;44259175;44259174;44259112;21550587;13942388;11968887;10190763
171726345,756.7,C36H36O18,C1=CC(=CC=C1/C=C\C(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O[C@@H]5C([C@@H]([C@H](C(O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O,"[3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-[(2R,4R,5R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxyoxan-2-yl]methyl (Z)-3-(4-hydroxyphenyl)prop-2-enoate",0,0,C36H36O19,,CCCCCCCCCOOCCCCCCOOCCOCCCCCCCOOOCCCCCOCOOOOCCCCCCOOOOO,CCCCCCCCCOOCCCCCCOOCCOCCCCCCCOOOCCCCCOCOOOOC,11,163189494;162984738;162984737;162984736;162984735;73157266;44259211;21550581;21159142;11968878;5323513
171715562,382.4,C22H22O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2CCC3=CC(=C(C(=C3)O)O)O)O)O)O,"5-[2-[4,5-dihydroxy-2-[2-(4-hydroxyphenyl)ethyl]phenyl]ethyl]benzene-1,2,3-triol",0,0,C22H22O7,,CCCCCCCCCCCCCCCCCCCCCCOOOOOO,CCCCCCCCCCCCCCCCCC,1,171715512
171715541,394.4,C23H22O6,C1=CC(=CC=C1CCC2=CC(=C(C=C2CCC3=CC(=C(C=C3)C(=O)O)O)O)O)O,"4-[2-[4,5-dihydroxy-2-[2-(4-hydroxyphenyl)ethyl]phenyl]ethyl]-2-hydroxybenzoic acid",0,0,C23H22O7,,CCCCCCCCCCCCCCCCCCCCCCCOOOOOO,CCCCCCCCCCCCCCCCCCC,1,171715515
171714727,448.4,C21H20O11,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)[C@]4([C@H]([C@@H]([C@H](C(O4)O)O)O)O)CO)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2R,3S,4S,5R)-3,4,5,6-tetrahydroxy-2-(hydroxymethyl)oxan-2-yl]chromen-4-one",1,0,C21H20O12,,CCCCCCCCCOCCCCCCOOOCCCCCOOOOOCOO,CCCCCCCCCOCCCCCCOOOCCC,6,162820704;162820703;129820686;129705295;129682705;91320646
14311177,518.4,C24H22O13,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)CC(=O)[O-])O)O)O)O)O)O,"3-[[(2R,3S,4S,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)chromenylium-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methoxy]-3-oxopropanoate",0,0,C24H22O14,,CCCCCCCOCCCCCCCCOCCCCCOCOCOCCOOOOOOOO,CCCCCCCOCCCCCCCCOCCCCCOCOCO,2,46917148;10143379
171669712,400.4,C18H24O10,C1=CC(=CC=C1/C=C/C(=O)O[C@H](CO)CO[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,"[(2R)-1-hydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",0,0,C18H24O11,,CCCCCCCCCOOCCOCOCCCCCOCOOOOO,CCCCCCCCCOOCCOCOCC,4,15101909;162904189;162904188;101608821
171669698,400.4,C18H24O10,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H](CO[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O)O,"[(2R)-2-hydroxy-3-[(2S,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",0,0,C18H24O11,,CCCCCCCCCOOCCCOCCCCCOCOOOOOO,CCCCCCCCCOOCCCOCCC,14,170924334;162892932;162892931;162892930;154831683;90851406;90721147;89374054;73229554;58811319;58811313;16061522;14135348;14135347
171666868,548.5,C26H28O13,C1[C@]([C@@H]([C@H](O1)OC[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C3=C(C=CC4=C3OC=C(C4=O)C5=CC=C(C=C5)O)O)O)O)O)O)(CO)O,"8-[(2R,3S,4S,5R,6S)-6-[[(2S,3S,4S)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]-7-hydroxy-3-(4-hydroxyphenyl)chromen-4-one",0,0,C26H28O14,,CCCCOOCCCCCCOCCCCCCOCCCOCCCCCCOOOOOOCOO,CCCCOOCCCCCCOCCCCCCOCCCOCCCCC,2,167995003;145874175
171666830,448.4,C21H20O11,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2=C(C3=C(C(=C2)O)C(=O)C(=C(O3)C4=CC=C(C=C4)O)O)O)O)O)O,"3,5,8-trihydroxy-2-(4-hydroxyphenyl)-7-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",0,0,C21H20O12,,CCCCCCOOCCCCCCOCOCCOCCCCCCOOOOOO,CCCCCCOOCCCCCCOCOCCOCC,5,162848389;124708203;91827018;44259996;13577317
171647491,446.4,C21H18O11,C1=CC(=C2C(=C1)OC(=C(C2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)C4=CC=C(C=C4)O)O,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxyoxane-2-carboxylic acid",0,0,C21H18O12,,CCCCCCOCCCOOCCCCCOCOOOOOCCCCCCOO,CCCCCCOCCCOOCCCCCOCOOO,1,102132059
171431188,538.5,C30H18O10,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4O)O)C5=CC(=O)C6=C(O5)C=CC(=C6)O)O,"8-[2,3-dihydroxy-6-(6-hydroxy-4-oxochromen-2-yl)phenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",0,0,C30H18O11,,CCCCCCCCCOCCOCCCCOOCCCCCCOOCCCOCCOCCCCOO,CCCCCCCCCOCCOCCCCOOCCCCCCOOCCC,2,171431184;171431168
171431183,522.5,C30H18O9,C1=CC=C2C(=C1)C(=O)C=C(O2)C3=C(C(=C(C=C3)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,"8-[2,3-dihydroxy-6-(4-oxochromen-2-yl)phenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",0,0,C30H18O10,,CCCCCCCOCCOCCCCCCOOCCCCCCOCCCOCCCCCCOOO,CCCCCCCOCCOCCCCCCOOCCCCCCOCCC,1,171431176
