Compound_CID,Molecular_Weight,Molecular_Formula,SMILES,IUPAC_Name,Linked_PubChem_Literature_Count,Linked_PubChem_Patent_Count,Modified_Formula,Matched_Y_CID,Filtered_SMILES_X,Prefix_X,Matched_Y_SMILES_Count,Matched_Y_CIDs
160379210,342.4,C24H22O2,C=C(CC1=CC(=CC=C1)CC(=C)C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[3-[3-[2-(4-hydroxyphenyl)prop-2-enyl]phenyl]prop-1-en-2-yl]phenol,0,2,C24H22O3,19049293.0,CCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCC,2,145780539;88043381
158411321,312.4,C21H28O2,CCCCCCCC(CC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[2-(4-hydroxyphenyl)nonyl]phenol,0,1,C21H28O3,5239155.0,CCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCC,8,168150470;155313409;137651054;130367913;85614029;58302084;53688744;23439963
157791445,328.5,C22H32O2,CCC.CC1=C(C(=C(C(=C1C(C)(C)C2=CC=C(C=C2)O)C)C)O)C,"4-[2-(4-hydroxyphenyl)propan-2-yl]-2,3,5,6-tetramethylphenol;propane",0,4,C22H32O3,9798236.0,CCCCCCCCCCCCCCCCCCCOCCOC,CCCCCCCCCCCCCC,22,170317135;162800813;162800812;74988103;141823225;140437612;139729707;102513569;102414213;102090779;101240242;101240240;85040462;44590687;44303582;21589005;11221642;11121493;11057066;10360154;10246927;9798236
157356662,326.5,C22H30O2,CCCCCC(CCCCC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[5-(4-hydroxyphenyl)decyl]phenol,0,4,C22H30O3,13746791.0,CCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCC,4,141989381;139729666;101669371;13746791
152642797,270.4,C18H22O2,CC(C)C1=C(C(=C(C=C1)C2=CC=C(C=C2)O)C(C)C)O,"3-(4-hydroxyphenyl)-2,6-di(propan-2-yl)phenol",0,2,C18H22O3,133896.0,CCCCCCCCCCCCCCCOCCCO,CCCCCCCCCC,42,157313849;168150473;144276156;141425816;141279696;141279686;137643922;132022947;101303485;101303483;101303482;101303481;101303480;101303479;101303478;101303477;101303476;101303445;101303443;101303442;101303441;101303440;101303439;101303438;101303437;101303436;101303432;101303431;101303430;101303420;101303419;101303418;89605474;89128288;88477420;85771059;70877694;67872386;58925410;22717008;14915932;13826256
152487123,276.3,C19H16O2,CC1=C(C=CC(=C1)C2=CC=CC=C2C3=CC=C(C=C3)O)O,4-[2-(4-hydroxyphenyl)phenyl]-2-methylphenol,0,4,C19H16O3,167947.0,CCCCCCCCCCCCCCCCCCCOO,CCCCCCCCCCC,8,139703304;126598328;123564310;118119023;118041031;87406748;71219104;20206060
152454984,298.4,C20H26O2,CCC(CC(C)CCC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[5-(4-hydroxyphenyl)-3-methylheptyl]phenol,0,1,C20H26O3,10870747.0,CCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCC,15,172764444;151363435;163566933;168150476;164146799;159403009;154118185;144399599;141095773;139838633;137648055;130367952;130367890;14396469;10870747
151667819,298.4,C20H26O2,CC(CCCC(C)C1=CC=C(C=C1)O)CC2=CC=C(C=C2)O,4-[6-(4-hydroxyphenyl)-2-methylheptyl]phenol,0,1,C20H26O3,10870747.0,CCCCCCCCCCCCCOCCCCCCCO,CCCCCCCCCCCC,15,172764444;151363435;163566933;168150476;164146799;159403009;154118185;144399599;141095773;139838633;137648055;130367952;130367890;14396469;10870747
151496581,314.4,C22H18O2,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)O)CC=O,"4-(4-hydroxyphenyl)-3,4-diphenylbut-3-enal",0,2,C22H18O3,49840041.0,CCCCCCCCCCCCCCCCCCCCOCCO,CCCCCCCCCCCCCC,1,49840041
151160826,312.4,C21H28O2,CC(CCCCC1=CC=C(C=C1)O)CCCC2=CC=C(C=C2)O,4-[8-(4-hydroxyphenyl)-5-methyloctyl]phenol,0,1,C21H28O3,5239155.0,CCCCCCCCCCCCOCCCCCCCCCO,CCCCCCCCCCCCO,1,153698946
150854133,270.4,C18H22O2,CC(CCC1=CC=C(C=C1)O)C(C)C2=CC=C(C=C2)O,4-[4-(4-hydroxyphenyl)-3-methylpentyl]phenol,0,1,C18H22O3,133896.0,CCCCCCCCCCOCCCCCCCCO,CCCCCCCCCC,42,157313849;168150473;144276156;141425816;141279696;141279686;137643922;132022947;101303485;101303483;101303482;101303481;101303480;101303479;101303478;101303477;101303476;101303445;101303443;101303442;101303441;101303440;101303439;101303438;101303437;101303436;101303432;101303431;101303430;101303420;101303419;101303418;89605474;89128288;88477420;85771059;70877694;67872386;58925410;22717008;14915932;13826256
150598110,298.4,C20H26O2,CCC(CCCCCC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[6-(4-hydroxyphenyl)octyl]phenol,0,1,C20H26O3,10870747.0,CCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCC,15,172764444;151363435;163566933;168150476;164146799;159403009;154118185;144399599;141095773;139838633;137648055;130367952;130367890;14396469;10870747
150367701,340.5,C23H32O2,CCCCC(C)(C)CCCC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"4-[1-(4-hydroxyphenyl)-5,5-dimethylnonyl]phenol",0,3,C23H32O3,22164980.0,CCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCC,4,117657331;91025467;54213761;22164980
161510197,312.4,C21H28O2,CCC(CCC(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O)C(C)C,4-[4-ethyl-1-(4-hydroxyphenyl)-5-methylhexyl]phenol,0,5,C21H28O3,5239155.0,CCCCCCCCCCCCOCCCCCCOCCC,CCCCCCCCCCCCO,1,153698946
159709801,298.4,C20H26O2,CCC.C1CCC(C1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[1-(4-hydroxyphenyl)cyclopentyl]phenol;propane,0,1,C20H26O3,10870747.0,CCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCC,15,172764444;151363435;163566933;168150476;164146799;159403009;154118185;144399599;141095773;139838633;137648055;130367952;130367890;14396469;10870747
157231154,238.32,C14H22O3,C.CCCCOC(=O)CCC1=CC=C(C=C1)O,butyl 3-(4-hydroxyphenyl)propanoate;methane,0,1,C14H22O4,10400074.0,CCCCCOCOCCCCCCCCO,CCCCCOC,6,135021453;129759041;129758904;102227334;66626297;23321243
152102810,304.4,C21H20O2,CC1=C(C=CC(=C1)CCC2=CC=C(C=C2)O)C3=CC=CC=C3O,2-[4-[2-(4-hydroxyphenyl)ethyl]-2-methylphenyl]phenol,0,3,C21H20O3,290973.0,CCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCC,3,144294303;139838656;118352699
151857889,270.4,C18H22O2,CC(C)C1=CC(=C(C(=C1)O)C2=CC=C(C=C2)O)C(C)C,"2-(4-hydroxyphenyl)-3,5-di(propan-2-yl)phenol",0,2,C18H22O3,133896.0,CCCCCCCCCOCCCCCCOCCC,CCCCCCCCCO,11,162931617;132452081;92155732;92155731;92155730;57150459;57093936;10039637;5317328;233716;133896
151646260,326.5,C22H30O2,CCC(CCCCCCCC1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[8-(4-hydroxyphenyl)decyl]phenol,0,1,C22H30O3,13746791.0,CCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCC,4,141989381;139729666;101669371;13746791
151536259,298.4,C20H26O2,CCCCC(CC)C(C1=CC=C(C=C1)O)C2=CC=CC=C2O,2-[2-ethyl-1-(4-hydroxyphenyl)hexyl]phenol,0,4,C20H26O3,10870747.0,CCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCC,15,172764444;151363435;163566933;168150476;164146799;159403009;154118185;144399599;141095773;139838633;137648055;130367952;130367890;14396469;10870747
151109413,260.399,C17H24O2,CC1CCC2(C1(CCC(C2)C3=CC=C(C=C3)O)C)O,"5-(4-hydroxyphenyl)-1,7a-dimethyl-2,3,4,5,6,7-hexahydro-1H-inden-3a-ol",0,1,C17H24O3,6440354.0,CCCCCCCCCCCCCCCCOCO,CCCCCCCCC,14,161041385;132937711;103459515;103459171;103459076;103459016;91115269;70363080;53823361;15755828;10850079;10356099;6505913;6440354
150995612,322.4,C19H30O4,CCCCC(CC1=CC=C(C=C1)O)C(=O)OCCCCCCO,6-hydroxyhexyl 2-[(4-hydroxyphenyl)methyl]hexanoate,0,3,C19H30O5,11809907.0,CCCCCCCCCCCCOCOOCCCCCCO,CCCCCCCCCCCCO,1,142382651
150842117,350.4,C25H18O2,C1C2=CC=CC=C2C3=CC(=C(C=C31)C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,4-[3-(4-hydroxyphenyl)-9H-fluoren-2-yl]phenol,0,1,C25H18O3,155358522.0,CCCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCCC,1,155358522
150505768,364.4,C26H20O2,C1C2=CC3=CC=CC=C3C=C2C=CC1(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,4-[2-(4-hydroxyphenyl)-1H-anthracen-2-yl]phenol,0,3,C26H20O3,58381749.0,CCCCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCCCC,2,118041030;58381749
150304853,364.4,C26H20O2,C1C=CC2=CC3=CC=CC=C3C=C2C1(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,4-[1-(4-hydroxyphenyl)-2H-anthracen-1-yl]phenol,0,2,C26H20O3,58381749.0,CCCCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCCCC,2,118041030;58381749
172574229,312.4,C21H28O2,CC.CC(=O)CCCC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,ethane;6-(4-hydroxyphenyl)-6-phenylheptan-2-one,0,0,C21H28O3,5239155.0,CCCCOCCCCCCCCCCCCCCCCCO,CCCCOCCCCCCCC,1,10853745
172565377,368.5,C23H28O4,CCCC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C(=O)OC3CCCCC3,"cyclohexyl 2,2-bis(4-hydroxyphenyl)pentanoate",0,0,C23H28O5,24879969.0,CCCCCCCCCCOCCCCCCOCOOCCCCCC,CCCCCCCCCCOCCCCCC,1,132504092
172565125,362.5,C25H30O2,CCC(C)C.CC(C1=CC=CC=C1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,4-[1-(4-hydroxyphenyl)-1-phenylethyl]phenol;2-methylbutane,0,0,C25H30O3,170458764.0,CCCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCCC,1,170458764
172565088,314.5,C21H30O2,CCC(C)C.CCC(C)(C1=CC=C(C=C1)O)C2=CC=CC=C2O,2-[2-(4-hydroxyphenyl)butan-2-yl]phenol;2-methylbutane,0,0,C21H30O3,9858731.0,CCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCC,10,162953051;162953050;130193995;129905897;129905807;89099199;44303542;10268431;9945410;9858731
172332793,340.5,C23H32O2,CCCC(CC(C)CC)C(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[2-(4-hydroxyphenyl)-5-methyl-3-propylheptan-2-yl]phenol,0,0,C23H32O3,22164980.0,CCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCC,4,117657331;91025467;54213761;22164980
172332590,312.4,C21H28O2,CCCC(CCC)C(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,4-[2-(4-hydroxyphenyl)-3-propylhexan-2-yl]phenol,0,0,C21H28O3,5239155.0,CCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCC,8,168150470;155313409;137651054;130367913;85614029;58302084;53688744;23439963
171784012,314.4,C22H18O2,C=CC1=CC=C(C=C1)CC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)O,[4-[(4-ethenylphenyl)methyl]phenyl]-(4-hydroxyphenyl)methanone,0,0,C22H18O3,49840041.0,CCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCC,1,49840041
171538278,358.5,C25H26O2,CC1(C2=CC=CC=C2C(C1(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O)(C)C)C,"4-[2-(4-hydroxyphenyl)-1,1,3,3-tetramethylinden-2-yl]phenol",0,0,C25H26O3,11164707.0,CCCCCCCCCCCCCCCCOCCCCCCOCCC,CCCCCCCCCCCCCCCCO,4,70549561;53927883;53747116;20558060
171538256,326.4,C23H18O2,C1=CC=C2C=CC(C=CC2=C1)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,4-[7-(4-hydroxyphenyl)benzo[7]annulen-7-yl]phenol,0,0,C23H18O3,344349.0,CCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCC,1,344349
171538169,276.3,C19H16O2,C1=CC=CC(C=C1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,"4-[1-(4-hydroxyphenyl)cyclohepta-2,4,6-trien-1-yl]phenol",0,0,C19H16O3,167947.0,CCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCC,8,139703304;126598328;123564310;118119023;118041031;87406748;71219104;20206060
171474687,374.5,C25H26O3,CC1=C(C=CC(=C1)C2CC(CC(C2)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O)O,"4-[3,5-bis(4-hydroxyphenyl)cyclohexyl]-2-methylphenol",0,0,C25H26O4,12569300.0,CCCCCCCCCCCCCCCCCCCOCCCCCCOO,CCCCCCCCCCCCCCCCCC,3,153341865;134566965;118150840
171415341,380.5,C27H24O2,CCC(C1=CC=C(C=C1)C2=CC=CC=C2)C3=C(C=CC(=C3)C4=CC=C(C=C4)O)O,4-(4-hydroxyphenyl)-2-[1-(4-phenylphenyl)propyl]phenol,0,0,C27H24O3,68946753.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCOO,CCCCCCCCCCCCCCCCCCC,2,101786112;68946753
18706085,364.4,C26H20O2,CC1=CC2=C(C=C1)C(C3=CC=CC=C32)(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O,4-[9-(4-hydroxyphenyl)-3-methylfluoren-9-yl]phenol,0,0,C26H20O3,58381749.0,CCCCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCCCC,2,118041030;58381749
170991415,230.27,C15H16O2,CC(C)(C1=CC=C(C=C1)O)C2=CC=[13C]([13CH]=C2)O,"4-[2-(4-hydroxyphenyl)propan-2-yl](1,6-13C2)cyclohexa-1,3,5-trien-1-ol",0,0,C15H16O3,102722.0,CCCCCCCCCOCCCCCCO,CCCCCCC,69,150265163;169863683;168150481;163839147;163826530;160782032;155262286;154400824;139610559;134525037;130228173;129191565;129190003;118142427;118142425;102380111;102282001;101299648;101299647;101299646;101299645;101299644;101299643;101299642;101299641;101299640;101299639;101299608;101299607;101299606;101299605;101299604;101299603;101299602;101299601;101299600;101299599;101299595;101299594;101299593;101299583;101299582;101299581;84157248;71416199;70520955;70330436;68467507;68113063;59886004;54078618;44158479;23173355;21586709;21074434;19887670;18789826;18730284;18000573;18000572;14848833;11086006;10988515;10634037;10562259;656689;320671;120660;102722
170847773,270.4,C18H22O2,CC(C)C1=CC(=CC(=C1O)C(C)C)C2=CC=C(C=C2)O,"4-(4-hydroxyphenyl)-2,6-di(propan-2-yl)phenol",0,0,C18H22O3,133896.0,CCCCCCCCCOCCCCCCCCCO,CCCCCCCCCO,11,162931617;132452081;92155732;92155731;92155730;57150459;57093936;10039637;5317328;233716;133896
170293207,292.4,C20H20O2,CC1=C(C2=C(CCC1)C=C(C=C2)C(=O)C)C3=CC=C(C=C3)O,"1-[5-(4-hydroxyphenyl)-6-methyl-8,9-dihydro-7H-benzo[7]annulen-2-yl]ethanone",0,1,C20H20O3,19088711.0,CCCCCCCCCCCCCOCCCCCCCO,CCCCCCCCCCCC,1,153387746
170226527,430.5,C28H30O4,CC/C(=C\C=C(/C)\O)/C(C1=CC=C(C=C1)O)C(C2C=CC=C(C=C2)O)C3=CC=C(C=C3)O,"5-[(3E,5E)-3-ethyl-6-hydroxy-1,2-bis(4-hydroxyphenyl)hepta-3,5-dienyl]cyclohepta-1,3,6-trien-1-ol",0,1,C28H30O5,10742027.0,CCCCCCCOCCCCCCCOCCCCCCCCOCCCCCCO,CCCCCCCOCCCCCCCOCCCCCC,3,101470556;24763850;10742027
169992953,320.4,C22H24O2,C1CC(C2=CCC(C2C1)C3=CC=C(C=C3)O)CC4=CC=C(C=C4)O,"4-[[1-(4-hydroxyphenyl)-2,4,5,6,7,7a-hexahydro-1H-inden-4-yl]methyl]phenol",0,1,C22H24O3,11045971.0,CCCCCCCCCCCCCCCOCCCCCCCO,CCCCCCCCCCCCCC,7,152251795;168985535;156073982;139597624;117943420;91091716;44287845
169992010,320.4,C22H24O2,CCC1=CC=C(C=C1)[C@@H]2CC(=CC2C(=O)CC)C3=CC=C(C=C3)O,1-[(5R)-5-(4-ethylphenyl)-3-(4-hydroxyphenyl)cyclopent-2-en-1-yl]propan-1-one,0,1,C22H24O3,11045971.0,CCCCCCCCCCCCCCOCCCCCCCCO,CCCCCCCCCCCCCC,7,152251795;168985535;156073982;139597624;117943420;91091716;44287845
169730810,364.4,C26H20O2,C1=CC=C(C=C1)C=CC2=C(C(=CC=C2)C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,4-[2-(4-hydroxyphenyl)-3-(2-phenylethenyl)phenyl]phenol,0,1,C26H20O3,58381749.0,CCCCCCCCCCCCCCCCCCCCOCCCCCCO,CCCCCCCCCCCCCCCCCC,2,118041030;58381749
169561743,394.5,C28H26O2,CC(C1=CC=C(C=C1)O)C2=CC=CC(=C2)C3=CC(=CC=C3)C(C)C4=CC=CC=C4O,2-[1-[3-[3-[1-(4-hydroxyphenyl)ethyl]phenyl]phenyl]ethyl]phenol,0,2,C28H26O3,149638033.0,CCCCCCCCOCCCCCCCCCCCCCCCCCCCCO,CCCCCCCCOCCCCCCCCCCC,1,149638033
169297956,338.5,C23H30O2,CCCCCCCCCC1=CC(=C(C=C1)C2=CC=C(C=C2)O)C(=O)C,1-[2-(4-hydroxyphenyl)-5-nonylphenyl]ethanone,0,2,C23H30O3,22164971.0,CCCCCCCCCCCCCCCCCCCCCOCOC,CCCCCCCCCCCCCCC,1,22164971
169244544,208.3,C13H20O2,CC.C[C@@H](CC1=CC=C(C=C1)O)C(=O)C,ethane;(3S)-4-(4-hydroxyphenyl)-3-methylbutan-2-one,0,0,C13H20O3,113930.0,CCCCCCCCCCCOCOC,CCCCC,139,53439734;154030;158644773;157881165;157075015;154435435;154435365;154435296;154435198;154435132;154435034;153778119;151237042;148943569;148943568;144493733;144082046;143106926;140156033;135241323;135202783;122390479;121360684;117793601;117322349;117322311;117322225;112717404;112717363;112717339;112717296;112717270;106680337;106680333;103459287;103458978;103457381;103457170;103457156;103456572;103456438;103455058;103454983;103454954;103454826;103454805;103454690;103454672;103454653;103454530;103454425;103449523;103449319;103449306;103449128;103448968;103448831;103448750;103448723;103448586;103448563;102523238;102437872;102437871;102101250;102050691;95387408;92288885;92288884;91082884;90932820;87878666;85433690;84132819;84132818;84132817;84132816;84132815;83942746;83941993;83941612;83939761;83936497;83933096;83932156;83929087;83928988;83927852;83923959;82287393;82287392;82287391;76281699;76281696;76045440;71439213;67704865;58206996;53486691;45093827;44236075;42644062;42643086;21586705;20502241;17971145;17970877;17970792;17970578;17970475;17970238;17970043;17969849;17968983;14970602;14970601;14970600;14970599;14970598;14970597;14970596;14970595;14970594;14785064;14785063;14042383;13085166;12311613;12071799;11436044;11276153;6440356;6440320;115780;115779;115617;115616;113931;113930
169225809,228.29,C15H16O2,CCCC1=CC(=C(C=C1)O)C2=CC=C(C=C2)O,2-(4-hydroxyphenyl)-4-propylphenol,0,0,C15H16O3,102722.0,CCCCCCCCCOCCCCCCO,CCCCCCC,69,150265163;169863683;168150481;163839147;163826530;160782032;155262286;154400824;139610559;134525037;130228173;129191565;129190003;118142427;118142425;102380111;102282001;101299648;101299647;101299646;101299645;101299644;101299643;101299642;101299641;101299640;101299639;101299608;101299607;101299606;101299605;101299604;101299603;101299602;101299601;101299600;101299599;101299595;101299594;101299593;101299583;101299582;101299581;84157248;71416199;70520955;70330436;68467507;68113063;59886004;54078618;44158479;23173355;21586709;21074434;19887670;18789826;18730284;18000573;18000572;14848833;11086006;10988515;10634037;10562259;656689;320671;120660;102722
169210965,168.19,C9H12O3,[HH].C1=CC(=CC=C1CCC(=O)O)O,3-(4-hydroxyphenyl)propanoic acid;molecular hydrogen,0,0,C9H12O4,10805.0,CCCCCCCCCOOO,CC,46,160306642;171114898;165687544;165616414;160576408;156575014;146668476;143612870;143060832;142802435;141740606;140294086;140294085;140294082;140294080;140188402;140188394;140188311;140188279;140188232;132217646;132060066;129670407;123238604;118038105;91826699;90822539;89293893;86063194;71367242;67830186;67764698;66651723;58193367;54044036;21649001;21504027;21320130;16213011;16099554;12941035;12941034;11679932;3030874;598221;89231
